idx,facility_name,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,authority_type,address_str,street_addr,city,postal_code,province,provider,address_str_clean,street_no,street_name
681,COLLÈGE SAINT-NORBERT COLLEGIATE,9-12,0,0,0,1,1,SEINE RIVER SCHOOL DIVISION,870 STE. THERESE AVENUE ST. NORBERT R3V 1H8 MB,870 STE. THERESE AVENUE,ST. NORBERT,R3V 1H8,MB,Province of Manitoba,870 ste therese avenue st norbert r3v 1h8 mb,870,ste therese avenue
682,DAWSON TRAIL SCHOOL,K-8,0,1,1,1,0,SEINE RIVER SCHOOL DIVISION,P.O. BOX 70 425 SENEZ STREET LORETTE R0A 0Y0 MB,P.O. BOX 70,LORETTE,R0A 0Y0,MB,Province of Manitoba,425 senez street lorette r0a 0y0 mb,425,senez street
683,ÉCOLE ÎLE-DES-CHÊNES SCHOOL,K-8,0,1,1,1,0,SEINE RIVER SCHOOL DIVISION,BOX 520 455 D'AUTEUIL STREET ILE DES CHENES R0A 0T0 MB,BOX 520,ILE DES CHENES,R0A 0T0,MB,Province of Manitoba,455 d'auteuil street ile des chenes r0a 0t0 mb,455,d'auteuil street
684,ÉCOLE LORETTE IMMERSION,M-8,0,1,1,1,0,SEINE RIVER SCHOOL DIVISION,475 RUE SENEZ LORETTE R0A 0Y0 MB,475 RUE SENEZ,LORETTE,R0A 0Y0,MB,Province of Manitoba,475 rue senez lorette r0a 0y0 mb,475,rue senez
685,ÉCOLE SAINT-NORBERT IMMERSION,M-8,0,1,1,1,0,SEINE RIVER SCHOOL DIVISION,900 AVENUE SAINTE-THÉRÈSE ST. NORBERT R3V 1H8 MB,900 AVENUE SAINTE-THÉRÈSE,ST. NORBERT,R3V 1H8,MB,Province of Manitoba,900 avenue sainte thérèse st norbert r3v 1h8 mb,900,avenue sainte
686,ÉCOLE SAINTE-ANNE IMMERSION,M-8,0,1,1,1,0,SEINE RIVER SCHOOL DIVISION,167 AVENUE ST-ALPHONSE STE. ANNE R5H 1G3 MB,167 AVENUE ST-ALPHONSE,STE. ANNE,R5H 1G3,MB,Province of Manitoba,167 avenue st alphonse ste anne r5h 1g3 mb,167,avenue st
687,ÉCOLE ST. ADOLPHE SCHOOL,K-8,0,1,1,1,0,SEINE RIVER SCHOOL DIVISION,444 LA SEINE STREET ST. ADOLPHE R5A 1C2 MB,444 LA SEINE STREET,ST. ADOLPHE,R5A 1C2,MB,Province of Manitoba,444 la seine street st adolphe r5a 1c2 mb,444,la seine street
688,LA BARRIERE CROSSINGS SCHOOL,5-8,0,0,1,1,0,SEINE RIVER SCHOOL DIVISION,245 LEMAIRE STREET ST. NORBERT R3V 1M2 MB,245 LEMAIRE STREET,ST. NORBERT,R3V 1M2,MB,Province of Manitoba,245 lemaire street st norbert r3v 1m2 mb,245,lemaire street
689,LA SALLE SCHOOL,K-8,0,1,1,1,0,SEINE RIVER SCHOOL DIVISION,43 BEAUDRY STREET LA SALLE R0G 0A1 MB,43 BEAUDRY STREET,LA SALLE,R0G 0A1,MB,Province of Manitoba,43 beaudry street la salle r0g 0a1 mb,43,beaudry street
690,PARC LA SALLE SCHOOL,K-4,0,1,1,0,0,SEINE RIVER SCHOOL DIVISION,190 HOUDE DRIVE ST. NORBERT R3V 1C5 MB,190 HOUDE DRIVE,ST. NORBERT,R3V 1C5,MB,Province of Manitoba,190 houde drive st norbert r3v 1c5 mb,190,houde drive
691,RICHER SCHOOL,K-8,0,1,1,1,0,SEINE RIVER SCHOOL DIVISION,BOX 9 DAWSON ROAD RICHER R0E 1S0 MB,BOX 9,RICHER,R0E 1S0,MB,Province of Manitoba,dawson road richer r0e 1s0 mb,,dawson road richer
692,STE. ANNE COLLEGIATE,9-12,0,0,0,1,1,SEINE RIVER SCHOOL DIVISION,197 ST. ALPHONSE AVENUE STE ANNE R5H 1G3 MB,197 ST. ALPHONSE AVENUE,STE ANNE,R5H 1G3,MB,Province of Manitoba,197 st alphonse avenue ste anne r5h 1g3 mb,197,st alphonse avenue
693,STE. ANNE ELEMENTARY SCHOOL,K-8,0,1,1,1,0,SEINE RIVER SCHOOL DIVISION,177 ST. ALPHONSE AVENUE STE. ANNE R5H 1G3 MB,177 ST. ALPHONSE AVENUE,STE. ANNE,R5H 1G3,MB,Province of Manitoba,177 st alphonse avenue ste anne r5h 1g3 mb,177,st alphonse avenue
694,AMBER TRAILS COMMUNITY SCHOOL,K-8,0,1,1,1,0,SEVEN OAKS SCHOOL DIVISION,1575 TEMPLETON AVENUE WINNIPEG R2P 2T5 MB,1575 TEMPLETON AVENUE,WINNIPEG,R2P 2T5,MB,Province of Manitoba,1575 templeton avenue winnipeg r2p 2t5 mb,1575,templeton avenue
695,ARTHUR E. WRIGHT COMMUNITY SCHOOL,K-8,0,1,1,1,0,SEVEN OAKS SCHOOL DIVISION,1520 JEFFERSON AVENUE WINNIPEG R2P 1K1 MB,1520 JEFFERSON AVENUE,WINNIPEG,R2P 1K1,MB,Province of Manitoba,1520 jefferson avenue winnipeg r2p 1k1 mb,1520,jefferson avenue
696,COLLÈGE GARDEN CITY COLLEGIATE,9-12,0,0,0,1,1,SEVEN OAKS SCHOOL DIVISION,711 JEFFERSON AVENUE WINNIPEG R2V 0P7 MB,711 JEFFERSON AVENUE,WINNIPEG,R2V 0P7,MB,Province of Manitoba,711 jefferson avenue winnipeg r2v 0p7 mb,711,jefferson avenue
697,COLLICUTT SCHOOL,K-5,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,75 COTTINGHAM STREET WINNIPEG R2V 3B5 MB,75 COTTINGHAM STREET,WINNIPEG,R2V 3B5,MB,Province of Manitoba,75 cottingham street winnipeg r2v 3b5 mb,75,cottingham street
698,ÉCOLE BELMONT,M-5,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,525 AVENUE BELMONT WINNIPEG R2V 0Z6 MB,525 AVENUE BELMONT,WINNIPEG,R2V 0Z6,MB,Province of Manitoba,525 avenue belmont winnipeg r2v 0z6 mb,525,avenue
699,ÉCOLE CONSTABLE EDWARD FINNEY SCHOOL,K-5,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,25 ANGLIA AVENUE WINNIPEG R2P 2R1 MB,25 ANGLIA AVENUE,WINNIPEG,R2P 2R1,MB,Province of Manitoba,25 anglia avenue winnipeg r2p 2r1 mb,25,anglia avenue
700,ÉCOLE JAMES NISBET COMMUNITY SCHOOL,K-5,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,70 DOUBLEDAY DRIVE WINNIPEG R2P 0P4 MB,70 DOUBLEDAY DRIVE,WINNIPEG,R2P 0P4,MB,Province of Manitoba,70 doubleday drive winnipeg r2p 0p4 mb,70,doubleday drive
701,ÉCOLE LEILA NORTH COMMUNITY SCHOOL,6-8,0,0,1,1,0,SEVEN OAKS SCHOOL DIVISION,20 ALLAN BLYE DRIVE WINNIPEG R2P 2S5 MB,20 ALLAN BLYE DRIVE,WINNIPEG,R2P 2S5,MB,Province of Manitoba,20 allan blye drive winnipeg r2p 2s5 mb,20,allan blye drive
702,ÉCOLE RIVIERE ROUGE,K-5,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,55 SWINFORD WAY WINNIPEG R2V 4X2 MB,55 SWINFORD WAY,WINNIPEG,R2V 4X2,MB,Province of Manitoba,55 swinford way winnipeg r2v 4x2 mb,55,swinford way
703,ÉCOLE SEVEN OAKS MIDDLE SCHOOL,6-8,0,0,1,1,0,SEVEN OAKS SCHOOL DIVISION,800 SALTER STREET WINNIPEG R2V 2E6 MB,800 SALTER STREET,WINNIPEG,R2V 2E6,MB,Province of Manitoba,800 salter street winnipeg r2v 2e6 mb,800,salter street
704,EDMUND PARTRIDGE COMMUNITY SCHOOL,6-8,0,0,1,1,0,SEVEN OAKS SCHOOL DIVISION,1874 MAIN STREET WINNIPEG R2V 2A6 MB,1874 MAIN STREET,WINNIPEG,R2V 2A6,MB,Province of Manitoba,1874 main street winnipeg r2v 2a6 mb,1874,main street
705,ELWICK COMMUNITY SCHOOL,K-8,0,1,1,1,0,SEVEN OAKS SCHOOL DIVISION,30 MABERLEY ROAD WINNIPEG R2P 0B2 MB,30 MABERLEY ROAD,WINNIPEG,R2P 0B2,MB,Province of Manitoba,30 maberley road winnipeg r2p 0b2 mb,30,maberley road
706,FOREST PARK SCHOOL,K-5,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,130 FOREST PARK DRIVE WINNIPEG R2V 2R8 MB,130 FOREST PARK DRIVE,WINNIPEG,R2V 2R8,MB,Province of Manitoba,130 forest park drive winnipeg r2v 2r8 mb,130,forest park drive
707,GOVERNOR SEMPLE SCHOOL,K-5,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,150 HARTFORD AVENUE WINNIPEG R2V 0V7 MB,150 HARTFORD AVENUE,WINNIPEG,R2V 0V7,MB,Province of Manitoba,150 hartford avenue winnipeg r2v 0v7 mb,150,hartford avenue
708,H. C. AVERY MIDDLE SCHOOL,6-8,0,0,1,1,0,SEVEN OAKS SCHOOL DIVISION,10 MARIGOLD BAY WINNIPEG R2V 2M1 MB,10 MARIGOLD BAY,WINNIPEG,R2V 2M1,MB,Province of Manitoba,10 marigold bay winnipeg r2v 2m1 mb,10,marigold bay
709,MAPLES COLLEGIATE,9-12,0,0,0,1,1,SEVEN OAKS SCHOOL DIVISION,1330 JEFFERSON AVENUE WINNIPEG R2P 1L3 MB,1330 JEFFERSON AVENUE,WINNIPEG,R2P 1L3,MB,Province of Manitoba,1330 jefferson avenue winnipeg r2p 1l3 mb,1330,jefferson avenue
710,MAPLES MET SCHOOL,9-12,0,0,0,1,1,SEVEN OAKS SCHOOL DIVISION,1330 JEFFERSON AVENUE WINNIPEG R2P 1L3 MB,1330 JEFFERSON AVENUE,WINNIPEG,R2P 1L3,MB,Province of Manitoba,1330 jefferson avenue winnipeg r2p 1l3 mb,1330,jefferson avenue
711,MARGARET PARK SCHOOL,K-6,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,385 CORK AVENUE WINNIPEG R2V 1R6 MB,385 CORK AVENUE,WINNIPEG,R2V 1R6,MB,Province of Manitoba,385 cork avenue winnipeg r2v 1r6 mb,385,cork avenue
712,MET SCHOOL,9-12,0,0,0,1,1,SEVEN OAKS SCHOOL DIVISION,640 JEFFERSON AVENUE WINNIPEG R2V 0P7 MB,640 JEFFERSON AVENUE,WINNIPEG,R2V 0P7,MB,Province of Manitoba,640 jefferson avenue winnipeg r2v 0p7 mb,640,jefferson avenue
713,O. V. JEWITT ELEMENTARY,K-8,0,1,1,1,0,SEVEN OAKS SCHOOL DIVISION,66 NEVILLE STREET WINNIPEG R2P 1W3 MB,66 NEVILLE STREET,WINNIPEG,R2P 1W3,MB,Province of Manitoba,66 neville street winnipeg r2p 1w3 mb,66,neville street
714,RIVERBEND COMMUNITY SCHOOL,K-5,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,123 RED RIVER BOULEVARD WEST WINNIPEG R2V 3X9 MB,123 RED RIVER BOULEVARD WEST,WINNIPEG,R2V 3X9,MB,Province of Manitoba,123 red river boulevard west winnipeg r2v 3x9 mb,123,red river boulevard west
715,SHKOLA R.F. MORRISON SCHOOL,K-6,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,25 MORRISON STREET WINNIPEG R2V 3B3 MB,25 MORRISON STREET,WINNIPEG,R2V 3B3,MB,Province of Manitoba,25 morrison street winnipeg r2v 3b3 mb,25,morrison street
716,VICTORY SCHOOL,K-5,0,1,1,0,0,SEVEN OAKS SCHOOL DIVISION,395 JEFFERSON AVENUE WINNIPEG R2V 0N3 MB,395 JEFFERSON AVENUE,WINNIPEG,R2V 0N3,MB,Province of Manitoba,395 jefferson avenue winnipeg r2v 0n3 mb,395,jefferson avenue
717,WEST KILDONAN COLLEGIATE,9-12,0,0,0,1,1,SEVEN OAKS SCHOOL DIVISION,101 RIDGECREST AVENUE WINNIPEG R2V 4T6 MB,101 RIDGECREST AVENUE,WINNIPEG,R2V 4T6,MB,Province of Manitoba,101 ridgecrest avenue winnipeg r2v 4t6 mb,101,ridgecrest avenue
718,WEST ST. PAUL SCHOOL,K-8,0,1,1,1,0,SEVEN OAKS SCHOOL DIVISION,3740 MAIN STREET WEST ST. PAUL R4A 1A4 MB,3740 MAIN STREET,WEST ST. PAUL,R4A 1A4,MB,Province of Manitoba,3740 main street west st paul r4a 1a4 mb,3740,main street west
719,DELORAINE SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 448 DELORAINE R0M 0M0 MB,BOX 448,DELORAINE,R0M 0M0,MB,Province of Manitoba,deloraine r0m 0m0 mb,,
720,GREEN ACRES COLONY SCHOOL,K-8,0,1,1,1,0,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 190 WAWANESA R0K 2G0 MB,BOX 190,WAWANESA,R0K 2G0,MB,Province of Manitoba,wawanesa r0k 2g0 mb,,
721,HARTNEY SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 130 HARTNEY R0M 0X0 MB,BOX 130,HARTNEY,R0M 0X0,MB,Province of Manitoba,hartney r0m 0x0 mb,,
722,MAPLE GROVE COLONY SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 40 LAUDER R0M 1C0 MB,BOX 40,LAUDER,R0M 1C0,MB,Province of Manitoba,lauder r0m 1c0 mb,,
723,MELITA SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 579 MELITA R0M 1L0 MB,BOX 579,MELITA,R0M 1L0,MB,Province of Manitoba,melita r0m 1l0 mb,,melita
724,NATURE VALLEY COLONY SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 308 WAWANESA R0K 2G0 MB,BOX 308,WAWANESA,R0K 2G0,MB,Province of Manitoba,wawanesa r0k 2g0 mb,,
725,NEWDALE COLONY SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 396 SOURIS R0K 2C0 MB,BOX 396,SOURIS,R0K 2C0,MB,Province of Manitoba,souris r0k 2c0 mb,,souris
726,OAKLAND SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 24 CARROLL R0K 0K0 MB,BOX 24,CARROLL,R0K 0K0,MB,Province of Manitoba,carroll r0k 0k0 mb,,
727,PIERSON SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 250 PIERSON R0M 1S0 MB,BOX 250,PIERSON,R0M 1S0,MB,Province of Manitoba,pierson r0m 1s0 mb,,
728,SOURIS RIVER COLONY SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 178 SOURIS R0K 2C0 MB,BOX 178,SOURIS,R0K 2C0,MB,Province of Manitoba,souris r0k 2c0 mb,,souris
729,SOURIS SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 639 SOURIS R0K 2C0 MB,BOX 639,SOURIS,R0K 2C0,MB,Province of Manitoba,souris r0k 2c0 mb,,souris
730,WASKADA SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 190 WASKADA R0M 2E0 MB,BOX 190,WASKADA,R0M 2E0,MB,Province of Manitoba,waskada r0m 2e0 mb,,
731,WAWANESA SCHOOL,K-12,0,1,1,1,1,SOUTHWEST HORIZON SCHOOL DIVISION,BOX 310 WAWANESA R0K 2G0 MB,BOX 310,WAWANESA,R0K 2G0,MB,Province of Manitoba,wawanesa r0k 2g0 mb,,
732,ATHLONE SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,110 ATHLONE DRIVE WINNIPEG R3J 3L4 MB,110 ATHLONE DRIVE,WINNIPEG,R3J 3L4,MB,Province of Manitoba,110 athlone drive winnipeg r3j 3l4 mb,110,athlone drive
733,BROOKLANDS SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,1950 PACIFIC AVENUE W WINNIPEG R2R 0G4 MB,1950 PACIFIC AVENUE W,WINNIPEG,R2R 0G4,MB,Province of Manitoba,1950 pacific avenue w winnipeg r2r 0g4 mb,1950,pacific avenue w
734,BRUCE MIDDLE SCHOOL,6-8,0,0,1,1,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,333 BOOTH DRIVE WINNIPEG R3J 3M8 MB,333 BOOTH DRIVE,WINNIPEG,R3J 3M8,MB,Province of Manitoba,333 booth drive winnipeg r3j 3m8 mb,333,booth drive
735,BUCHANAN SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,815 BUCHANAN BOULEVARD WINNIPEG R2Y 1N1 MB,815 BUCHANAN BOULEVARD,WINNIPEG,R2Y 1N1,MB,Province of Manitoba,815 buchanan boulevard winnipeg r2y 1n1 mb,815,buchanan boulevard
736,COLLÈGE STURGEON HEIGHTS COLLEGIATE,9-12,0,0,0,1,1,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,2665 NESS AVENUE WINNIPEG R3J 1A5 MB,2665 NESS AVENUE,WINNIPEG,R3J 1A5,MB,Province of Manitoba,2665 ness avenue winnipeg r3j 1a5 mb,2665,ness avenue
737,CRESTVIEW SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,333 MORGAN CRESCENT WINNIPEG R2Y 0C9 MB,333 MORGAN CRESCENT,WINNIPEG,R2Y 0C9,MB,Province of Manitoba,333 morgan crescent winnipeg r2y 0c9 mb,333,morgan crescent
738,ÉCOLE ASSINIBOINE,M-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,175 CHEMIN WINSTON WINNIPEG R3J 1N1 MB,175 CHEMIN WINSTON,WINNIPEG,R3J 1N1,MB,Province of Manitoba,175 chemin winston winnipeg r3j 1n1 mb,175,chemin winston
739,ÉCOLE BANNATYNE,M-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,363 PROMENADE THOMPSON WINNIPEG R3J 3E5 MB,363 PROMENADE THOMPSON,WINNIPEG,R3J 3E5,MB,Province of Manitoba,363 promenade thompson winnipeg r3j 3e5 mb,363,promenade thompson
740,ÉCOLE NESS,6-8,0,0,1,1,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,3300 NESS AVENUE WINNIPEG R2Y 0G6 MB,3300 NESS AVENUE,WINNIPEG,R2Y 0G6,MB,Province of Manitoba,3300 ness avenue winnipeg r2y 0g6 mb,3300,ness avenue
741,ÉCOLE ROBERT-BROWNING,M-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,130 BOULEVARD BROWNING WINNIPEG R3K 0L8 MB,130 BOULEVARD BROWNING,WINNIPEG,R3K 0L8,MB,Province of Manitoba,130 boulevard browning winnipeg r3k 0l8 mb,130,boulevard
742,EDUCATIONAL SUPPORT SERVICES,K-12,0,1,1,1,1,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,1 BRAINTREE CRESCENT WINNIPEG R3J 1C7 MB,1 BRAINTREE CRESCENT,WINNIPEG,R3J 1C7,MB,Province of Manitoba,1 braintree crescent winnipeg r3j 1c7 mb,1,braintree crescent
743,GEORGE WATERS MIDDLE SCHOOL,6-8,0,0,1,1,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,190 FERRY ROAD WINNIPEG R3J 1V7 MB,190 FERRY ROAD,WINNIPEG,R3J 1V7,MB,Province of Manitoba,190 ferry road winnipeg r3j 1v7 mb,190,ferry road
744,GOLDEN GATE MIDDLE SCHOOL,6-8,0,0,1,1,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,330 BRUCE AVENUE WINNIPEG R3J 0V8 MB,330 BRUCE AVENUE,WINNIPEG,R3J 0V8,MB,Province of Manitoba,330 bruce avenue winnipeg r3j 0v8 mb,330,bruce avenue
745,HEDGES MIDDLE SCHOOL,6-8,0,0,1,1,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,369 FAIRLANE AVENUE WINNIPEG R2Y 0B6 MB,369 FAIRLANE AVENUE,WINNIPEG,R2Y 0B6,MB,Province of Manitoba,369 fairlane avenue winnipeg r2y 0b6 mb,369,fairlane avenue
746,HERITAGE SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,47 HERITAGE BOULEVARD WINNIPEG R2Y 0N9 MB,47 HERITAGE BOULEVARD,WINNIPEG,R2Y 0N9,MB,Province of Manitoba,47 heritage boulevard winnipeg r2y 0n9 mb,47,heritage boulevard
747,JAMESWOOD ALTERNATIVE SCHOOL,9-12,0,0,0,1,1,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,1 BRAINTREE CRESCENT WINNIPEG R3J 1C7 MB,1 BRAINTREE CRESCENT,WINNIPEG,R3J 1C7,MB,Province of Manitoba,1 braintree crescent winnipeg r3j 1c7 mb,1,braintree crescent
748,JOHN TAYLOR COLLEGIATE,9-12,0,0,0,1,1,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,470 HAMILTON AVENUE WINNIPEG R2Y 0H4 MB,470 HAMILTON AVENUE,WINNIPEG,R2Y 0H4,MB,Province of Manitoba,470 hamilton avenue winnipeg r2y 0h4 mb,470,hamilton avenue
749,LAKEWOOD SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,55 KAY CRESCENT WINNIPEG R2Y 1L1 MB,55 KAY CRESCENT,WINNIPEG,R2Y 1L1,MB,Province of Manitoba,55 kay crescent winnipeg r2y 1l1 mb,55,kay crescent
750,LINCOLN MIDDLE SCHOOL,6-8,0,0,1,1,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,3180 MCBEY AVENUE WINNIPEG R3K 0T7 MB,3180 MCBEY AVENUE,WINNIPEG,R3K 0T7,MB,Province of Manitoba,3180 mcbey avenue winnipeg r3k 0t7 mb,3180,mcbey avenue
751,LINWOOD SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,266 LINWOOD STREET WINNIPEG R3J 2C6 MB,266 LINWOOD STREET,WINNIPEG,R3J 2C6,MB,Province of Manitoba,266 linwood street winnipeg r3j 2c6 mb,266,linwood street
752,PHOENIX SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,111 ALBORO STREET HEADINGLEY R4J 1A3 MB,111 ALBORO STREET,HEADINGLEY,R4J 1A3,MB,Province of Manitoba,111 alboro street headingley r4j 1a3 mb,111,alboro street
753,SANSOME SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,181 SANSOME AVENUE WINNIPEG R3K 0N8 MB,181 SANSOME AVENUE,WINNIPEG,R3K 0N8,MB,Province of Manitoba,181 sansome avenue winnipeg r3k 0n8 mb,181,sansome avenue
754,ST. JAMES COLLEGIATE,9-12,0,0,0,1,1,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,1900 PORTAGE AVENUE WINNIPEG R3J 0J1 MB,1900 PORTAGE AVENUE,WINNIPEG,R3J 0J1,MB,Province of Manitoba,1900 portage avenue winnipeg r3j 0j1 mb,1900,portage avenue
755,STEVENSON SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,1777 SILVER AVENUE WINNIPEG R3J 1B1 MB,1777 SILVER AVENUE,WINNIPEG,R3J 1B1,MB,Province of Manitoba,1777 silver avenue winnipeg r3j 1b1 mb,1777,silver avenue
756,STRATHMILLAN SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,339 STRATHMILLAN ROAD WINNIPEG R3J 2V6 MB,339 STRATHMILLAN ROAD,WINNIPEG,R3J 2V6,MB,Province of Manitoba,339 strathmillan road winnipeg r3j 2v6 mb,339,strathmillan road
757,VOYAGEUR SCHOOL,K-5,0,1,1,0,0,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,37 VOYAGEUR AVENUE WINNIPEG R2Y 0H7 MB,37 VOYAGEUR AVENUE,WINNIPEG,R2Y 0H7,MB,Province of Manitoba,37 voyageur avenue winnipeg r2y 0h7 mb,37,voyageur avenue
758,WESTWOOD COLLEGIATE,9-12,0,0,0,1,1,ST. JAMES-ASSINIBOIA SCHOOL DIVISION,360 ROUGE ROAD WINNIPEG R3K 1K3 MB,360 ROUGE ROAD,WINNIPEG,R3K 1K3,MB,Province of Manitoba,360 rouge road winnipeg r3k 1k3 mb,360,rouge road
759,ANOLA SCHOOL,K-8,0,1,1,1,0,SUNRISE SCHOOL DIVISION,30 ACADEMY STREET ANOLA R0E 0A0 MB,30 ACADEMY STREET,ANOLA,R0E 0A0,MB,Province of Manitoba,30 academy street anola r0e 0a0 mb,30,academy street anola
760,CENTENNIAL SCHOOL,K-6,0,1,1,0,0,SUNRISE SCHOOL DIVISION,BOX 219 LAC DU BONNET R0E 1A0 MB,BOX 219,LAC DU BONNET,R0E 1A0,MB,Province of Manitoba,lac du bonnet r0e 1a0 mb,,
761,ÉCOLE BEAUSÉJOUR EARLY YEARS,K-5,0,1,1,0,0,SUNRISE SCHOOL DIVISION,BOX 869 BEAUSEJOUR R0E 0C0 MB,BOX 869,BEAUSEJOUR,R0E 0C0,MB,Province of Manitoba,beausejour r0e 0c0 mb,,
762,ÉCOLE DUGALD SCHOOL,K-8,0,1,1,1,0,SUNRISE SCHOOL DIVISION,543 HOLLAND STREET DUGALD R0E 0K0 MB,543 HOLLAND STREET,DUGALD,R0E 0K0,MB,Province of Manitoba,543 holland street dugald r0e 0k0 mb,543,holland street dugald
763,ÉCOLE EDWARD-SCHREYER SCHOOL,6-12,0,0,1,1,1,SUNRISE SCHOOL DIVISION,BOX 20 BEAUSEJOUR R0E 0C0 MB,BOX 20,BEAUSEJOUR,R0E 0C0,MB,Province of Manitoba,beausejour r0e 0c0 mb,,
764,ÉCOLE POWERVIEW SCHOOL,K-12,0,1,1,1,1,SUNRISE SCHOOL DIVISION,P.O. BOX 157 POWERVIEW R0E 1P0 MB,P.O. BOX 157,POWERVIEW,R0E 1P0,MB,Province of Manitoba,powerview r0e 1p0 mb,,
765,GILLIS SCHOOL,K-6,0,1,1,0,0,SUNRISE SCHOOL DIVISION,BOX 1 TYNDALL R0E 2B0 MB,BOX 1,TYNDALL,R0E 2B0,MB,Province of Manitoba,tyndall r0e 2b0 mb,,tyndall
766,GRAFTON SCHOOL,K-12,0,1,1,1,1,SUNRISE SCHOOL DIVISION,BOX 708 R.R. #1 ANOLA R0E 0A0 MB,BOX 708,ANOLA,R0E 0A0,MB,Province of Manitoba,rr #1 anola r0e 0a0 mb,,rr #1 anola
767,GROSS COLONY SCHOOL,K-12,0,1,1,1,1,SUNRISE SCHOOL DIVISION,WHITESHELL COLONY BOX 65 RIVER HILLS R0E 1T0 MB,WHITESHELL COLONY,RIVER HILLS,R0E 1T0,MB,Province of Manitoba,whiteshell colony river hills r0e 1t0 mb,,whiteshell colony river hills
768,HAZELRIDGE SCHOOL,K-5,0,1,1,0,0,SUNRISE SCHOOL DIVISION,38 MYRTLE STREET HAZELRIDGE R0E 0Y0 MB,38 MYRTLE STREET,HAZELRIDGE,R0E 0Y0,MB,Province of Manitoba,38 myrtle street hazelridge r0e 0y0 mb,38,myrtle street hazelridge
