idx,facility_name,source_id,authority_type,ISCED1,ISCED2,ISCED3,address_str,city,province,postal_code,provider,address_str_clean,street_no,street_name
2257,St. Margaret School,8714,Separate,Y,Y,N,3320 Carol Drive N.W. Calgary AB T2L0K7,Calgary,AB,T2L0K7,Province of Alberta,3320 carol drive nw calgary ab t2l0k7,3320,carol drive nw
2258,St. Matthew School,8716,Separate,Y,Y,N,416 - 83 Avenue S.E. Calgary AB T2H1N3,Calgary,AB,T2H1N3,Province of Alberta,416 83 avenue se calgary ab t2h1n3,416,83 avenue se
2259,St. Michael School,8717,Separate,Y,Y,N,4511 - 8 Avenue S.W. Calgary AB T3C0G9,Calgary,AB,T3C0G9,Province of Alberta,4511 8 avenue sw calgary ab t3c0g9,4511,8 avenue sw
2260,St. Stephen School,8719,Separate,Y,Y,N,10910 Elbow Drive S.W. Calgary AB T2W1G6,Calgary,AB,T2W1G6,Province of Alberta,10910 elbow drive sw calgary ab t2w1g6,10910,elbow drive sw
2261,St. Bonaventure School,8721,Separate,N,Y,N,1710 Acadia Drive S.E. Calgary AB T2J3X8,Calgary,AB,T2J3X8,Province of Alberta,1710 acadia drive se calgary ab t2j3x8,1710,acadia drive se
2262,St. Rose of Lima Junior High School,8722,Separate,Y,Y,N,2419 50 Street NE Calgary AB T1Y1Z5,Calgary,AB,T1Y1Z5,Province of Alberta,2419 50 street ne calgary ab t1y1z5,2419,50 street ne
2263,St. Cyril School,8723,Separate,Y,Y,N,2990 Cedarbrae Drive S.W. Calgary AB T2W2N9,Calgary,AB,T2W2N9,Province of Alberta,2990 cedarbrae drive sw calgary ab t2w2n9,2990,cedarbrae drive sw
2264,St. Philip School,8724,Separate,Y,N,N,13825 Parkside Drive S.E. Calgary AB T2J5A8,Calgary,AB,T2J5A8,Province of Alberta,13825 parkside drive se calgary ab t2j5a8,13825,parkside drive se
2265,St. Martha School,8725,Separate,Y,Y,N,6020 - 4 Avenue N.E. Calgary AB T2A4B1,Calgary,AB,T2A4B1,Province of Alberta,6020 4 avenue ne calgary ab t2a4b1,6020,4 avenue ne
2266,St. John XXIII School,8726,Separate,Y,Y,N,1420 Falconridge Drive N.E. Calgary AB T3J2C3,Calgary,AB,T3J2C3,Province of Alberta,1420 falconridge drive ne calgary ab t3j2c3,1420,falconridge drive ne
2267,Don Bosco School,8727,Separate,Y,Y,N,13615 Deer Ridge Drive S.E. Calgary AB T2J6S7,Calgary,AB,T2J6S7,Province of Alberta,13615 deer ridge drive se calgary ab t2j6s7,13615,deer ridge drive se
2268,Madeleine D' Houet Bilingual School,8728,Separate,N,Y,N,108 - 22 Street N.W. Calgary AB T2N2M8,Calgary,AB,T2N2M8,Province of Alberta,108 22 street nw calgary ab t2n2m8,108,22 street nw
2269,Father James Whelihan,8729,Separate,Y,Y,N,70 Sunmills Drive S.E. Calgary AB T2X2R5,Calgary,AB,T2X2R5,Province of Alberta,70 sunmills drive se calgary ab t2x2r5,70,sunmills drive se
2270,Father Scollen School,8730,Separate,Y,Y,N,6839 Temple Drive N.E. Calgary AB T1Y5N4,Calgary,AB,T1Y5N4,Province of Alberta,6839 temple drive ne calgary ab t1y5n4,6839,temple drive ne
2271,St. John Henry Newman School,8731,Separate,Y,Y,N,16201 McKenzie Lake Boulevard S.E. Calgary AB T2Z2G7,Calgary,AB,T2Z2G7,Province of Alberta,16201 mckenzie lake boulevard se calgary ab t2z2g7,16201,mckenzie lake boulevard se
2272,Our Lady of Peace Elementary Junior High School,8732,Separate,Y,Y,N,14826 Millrise Hill S.W. Calgary AB T2Y2B4,Calgary,AB,T2Y2B4,Province of Alberta,14826 millrise hill sw calgary ab t2y2b4,14826,millrise hill sw
2273,Bishop Grandin High School,8901,Separate,N,N,Y,111 Haddon Road S.W. Calgary AB T2V2Y2,Calgary,AB,T2V2Y2,Province of Alberta,111 haddon road sw calgary ab t2v2y2,111,haddon road sw
2274,St. Francis High School,8902,Separate,N,N,Y,877 Northmount Drive N.W. Calgary AB T2L0A3,Calgary,AB,T2L0A3,Province of Alberta,877 northmount drive nw calgary ab t2l0a3,877,northmount drive nw
2275,Father Lacombe School,8903,Separate,N,N,Y,3615 Radcliffe Drive S.E. Calgary AB T2A6B4,Calgary,AB,T2A6B4,Province of Alberta,3615 radcliffe drive se calgary ab t2a6b4,3615,radcliffe drive se
2276,St. Mary's High School,8904,Separate,N,N,Y,111 - 18 Avenue S.W. Calgary AB T2S0B8,Calgary,AB,T2S0B8,Province of Alberta,111 18 avenue sw calgary ab t2s0b8,111,18 avenue sw
2277,Bishop Carroll High School,8905,Separate,N,N,Y,4624 Richard Road S.W. Calgary AB T3E6L1,Calgary,AB,T3E6L1,Province of Alberta,4624 richard road sw calgary ab t3e6l1,4624,richard road sw
2278,St. Anne Academic Centre,8906,Separate,Y,Y,Y,1010 - 21 Avenue S.E. Calgary AB T2G1N2,Calgary,AB,T2G1N2,Province of Alberta,1010 21 avenue se calgary ab t2g1n2,1010,21 avenue se
2279,Bishop McNally High School,8907,Separate,N,N,Y,5700 Falconridge Boulevard N.E Calgary AB T3J3N4,Calgary,AB,T3J3N4,Province of Alberta,5700 falconridge boulevard ne calgary ab t3j3n4,5700,falconridge boulevard ne
2280,Children's Village School,9014,Public,Y,N,N,1210 Russet Road NE Calgary AB T2E5L5,Calgary,AB,T2E5L5,Province of Alberta,1210 russet road ne calgary ab t2e5l5,1210,russet road ne
2281,William Roper Hull School,9033,Public,Y,Y,Y,2266 Woodpark Avenue SW Calgary AB T2W2Z8,Calgary,AB,T2W2Z8,Province of Alberta,2266 woodpark avenue sw calgary ab t2w2z8,2266,woodpark avenue sw
2282,Wood's Homes School,9035,Public,Y,Y,Y,805 37 ST NW Calgary AB T2N4N8,Calgary,AB,T2N4N8,Province of Alberta,805 37 st nw calgary ab t2n4n8,805,37 st nw
2283,Emily Follensbee School,9036,Public,Y,Y,N,5139 - 14 Street S.W. Calgary AB T2T3W5,Calgary,AB,T2T3W5,Province of Alberta,5139 14 street sw calgary ab t2t3w5,5139,14 street sw
2284,Christine Meikle School,9037,Public,Y,Y,Y,3525 50 Street NW Calgary AB T3A2Y5,Calgary,AB,T3A2Y5,Province of Alberta,3525 50 street nw calgary ab t3a2y5,3525,50 street nw
2285,Richmond School,9100,Public,Y,N,N,2701 - 22 Street S.W. c/o Richmond Elementary Schoo Calgary AB T2T5G5,Calgary,AB,T2T5G5,Province of Alberta,2701 22 street sw c/o richmond elementary schoo calgary ab t2t5g5,2701,22 street sw c/o richmond
2286,Alex Ferguson School,9101,Public,Y,N,N,1704 - 26 Street S.W. Calgary AB T3C1K5,Calgary,AB,T3C1K5,Province of Alberta,1704 26 street sw calgary ab t3c1k5,1704,26 street sw
2287,Jennie Elliott School,9103,Public,Y,N,N,3031 Lindsay Drive S.W. Calgary AB T3E6A9,Calgary,AB,T3E6A9,Province of Alberta,3031 lindsay drive sw calgary ab t3e6a9,3031,lindsay drive sw
2288,Killarney School,9104,Public,Y,N,N,3008 - 33 Street S.W. Calgary AB T3E2T9,Calgary,AB,T3E2T9,Province of Alberta,3008 33 street sw calgary ab t3e2t9,3008,33 street sw
2289,Altadore School,9109,Public,Y,N,N,4506 - 16 Street S.W. Calgary AB T2T4H9,Calgary,AB,T2T4H9,Province of Alberta,4506 16 street sw calgary ab t2t4h9,4506,16 street sw
2290,Belvedere Parkway School,9110,Public,Y,N,N,4631 - 85 Street N.W. Calgary AB T3B2R8,Calgary,AB,T3B2R8,Province of Alberta,4631 85 street nw calgary ab t3b2r8,4631,85 street nw
2291,Bowcroft School,9111,Public,Y,N,N,3940 - 73 Street N.W. Calgary AB T3B2L9,Calgary,AB,T3B2L9,Province of Alberta,3940 73 street nw calgary ab t3b2l9,3940,73 street nw
2292,Connaught School,9114,Public,Y,N,N,1121 - 12 Avenue S.W. Calgary AB T2R0J8,Calgary,AB,T2R0J8,Province of Alberta,1121 12 avenue sw calgary ab t2r0j8,1121,12 avenue sw
2293,Earl Grey School,9118,Public,Y,N,N,845 Hillcrest Avenue S.W. Calgary AB T2T0Z1,Calgary,AB,T2T0Z1,Province of Alberta,845 hillcrest avenue sw calgary ab t2t0z1,845,hillcrest avenue sw
2294,Elbow Park School,9119,Public,Y,N,N,721 - 38 Avenue S.W. Calgary AB T2T2H8,Calgary,AB,T2T2H8,Province of Alberta,721 38 avenue sw calgary ab t2t2h8,721 38,avenue sw
2295,Glamorgan School,9121,Public,Y,Y,N,50 Grafton Drive S.W. Calgary AB T3E4W3,Calgary,AB,T3E4W3,Province of Alberta,50 grafton drive sw calgary ab t3e4w3,50,grafton drive sw
2296,Glenbrook School,9122,Public,Y,N,N,4725 - 33 Avenue S.W. Calgary AB T3E3V1,Calgary,AB,T3E3V1,Province of Alberta,4725 33 avenue sw calgary ab t3e3v1,4725,33 avenue sw
2297,Glenmeadows School,9123,Public,Y,N,N,4931 Grove Hill Road S.W. Calgary AB T3E4G4,Calgary,AB,T3E4G4,Province of Alberta,4931 grove hill road sw calgary ab t3e4g4,4931,grove hill road sw
2298,Ramsay School,9130,Public,Y,N,N,2223 Spiller Road S.E. Calgary AB T2G4G9,Calgary,AB,T2G4G9,Province of Alberta,2223 spiller road se calgary ab t2g4g9,2223,spiller road se
2299,Rosscarrock School,9133,Public,Y,N,N,1406 - 40 Street S.W. Calgary AB T3C1W7,Calgary,AB,T3C1W7,Province of Alberta,1406 40 street sw calgary ab t3c1w7,1406,40 street sw
2300,Terrace Road School,9138,Public,Y,N,N,2103 - 46 Street N.W. Calgary AB T3B1B3,Calgary,AB,T3B1B3,Province of Alberta,2103 46 street nw calgary ab t3b1b3,2103,46 street nw
2301,Westgate School,9140,Public,Y,N,N,150 Westminster Drive S.W. Calgary AB T3C2T3,Calgary,AB,T3C2T3,Province of Alberta,150 westminster drive sw calgary ab t3c2t3,150,westminster drive sw
2302,Wildwood School,9141,Public,Y,N,N,120 - 45 Street S.W. Calgary AB T3C2B3,Calgary,AB,T3C2B3,Province of Alberta,120 45 street sw calgary ab t3c2b3,120,45 street sw
2303,William Reid School,9142,Public,Y,N,N,1216 - 36 Avenue S.W. Calgary AB T2T2E9,Calgary,AB,T2T2E9,Province of Alberta,1216 36 avenue sw calgary ab t2t2e9,1216,36 avenue sw
2304,Glendale School,9143,Public,Y,N,N,2415 Kelwood Drive S.W. Calgary AB T3E3Z8,Calgary,AB,T3E3Z8,Province of Alberta,2415 kelwood drive sw calgary ab t3e3z8,2415,kelwood drive sw
2305,Banff Trail School,9202,Public,Y,N,N,3232 Cochrane Road N.W. Calgary AB T2M4J3,Calgary,AB,T2M4J3,Province of Alberta,3232 cochrane road nw calgary ab t2m4j3,3232,cochrane road nw
2306,Belfast School,9203,Public,Y,N,N,1229 - 17A Street N.E. Calgary AB T2E4V4,Calgary,AB,T2E4V4,Province of Alberta,1229 17a street ne calgary ab t2e4v4,1229,17a street ne
2307,Brentwood School,9204,Public,Y,N,N,1231 Northmount Drive N.W. Calgary AB T2L0C9,Calgary,AB,T2L0C9,Province of Alberta,1231 northmount drive nw calgary ab t2l0c9,1231,northmount drive nw
2308,Briar Hill School,9205,Public,Y,N,N,1233 - 21 Street N.W. Calgary AB T2N2L8,Calgary,AB,T2N2L8,Province of Alberta,1233 21 street nw calgary ab t2n2l8,1233,21 street nw
2309,Buchanan School,9207,Public,Y,N,N,3717 Centre Street NW Calgary AB T2E2Y2,Calgary,AB,T2E2Y2,Province of Alberta,3717 centre street nw calgary ab t2e2y2,3717,centre street nw
2310,Cambrian Heights School,9208,Public,Y,N,N,640 Northmount Drive N.W. Calgary AB T2K3J5,Calgary,AB,T2K3J5,Province of Alberta,640 northmount drive nw calgary ab t2k3j5,640,northmount drive nw
2311,Capitol Hill School,9209,Public,Y,N,N,2210 - 18 Street N.W. Calgary AB T2M3T4,Calgary,AB,T2M3T4,Province of Alberta,2210 18 street nw calgary ab t2m3t4,2210,18 street nw
2312,Captain John Palliser School,9210,Public,Y,N,N,1484 Northmount Drive N.W. Calgary AB T2L0G6,Calgary,AB,T2L0G6,Province of Alberta,1484 northmount drive nw calgary ab t2l0g6,1484,northmount drive nw
2313,Collingwood School,9212,Public,Y,N,N,3826 Collingwood Drive N.W. Calgary AB T2L0R6,Calgary,AB,T2L0R6,Province of Alberta,3826 collingwood drive nw calgary ab t2l0r6,3826,collingwood drive nw
2314,Dr. E. W. Coffin School,9214,Public,Y,N,N,5615 Barrett Drive N.W. Calgary AB T2L1W4,Calgary,AB,T2L1W4,Province of Alberta,5615 barrett drive nw calgary ab t2l1w4,5615,barrett drive nw
2315,Highwood School,9217,Public,Y,N,N,11 Holmwood Avenue N.W. Calgary AB T2K2G5,Calgary,AB,T2K2G5,Province of Alberta,11 holmwood avenue nw calgary ab t2k2g5,11,holmwood avenue nw
2316,Hillhurst School,9218,Public,Y,N,N,1418 - 7 Avenue N.W. Calgary AB T2N0Z2,Calgary,AB,T2N0Z2,Province of Alberta,1418 7 avenue nw calgary ab t2n0z2,1418,7 avenue nw
2317,Huntington Hills School,9219,Public,Y,N,N,820 - 64 Avenue N.W. Calgary AB T2K0M5,Calgary,AB,T2K0M5,Province of Alberta,820 64 avenue nw calgary ab t2k0m5,820 64,avenue nw
2318,Mayland Heights School,9223,Public,Y,N,N,2324 Maunsell Drive N.E. Calgary AB T2E6A2,Calgary,AB,T2E6A2,Province of Alberta,2324 maunsell drive ne calgary ab t2e6a2,2324,maunsell drive ne
2319,Mount View School,9224,Public,Y,N,N,2004 - 4 Street N.E. Calgary AB T2E3T8,Calgary,AB,T2E3T8,Province of Alberta,2004 4 street ne calgary ab t2e3t8,2004,4 street ne
2320,North Haven School,9225,Public,Y,N,N,4922 North Haven Drive N.W. Calgary AB T2K2K2,Calgary,AB,T2K2K2,Province of Alberta,4922 north haven drive nw calgary ab t2k2k2,4922,north haven drive nw
2321,Queen Elizabeth School,9227,Public,Y,N,N,402 - 18 Street N.W. Calgary AB T2N2G5,Calgary,AB,T2N2G5,Province of Alberta,402 18 street nw calgary ab t2n2g5,402,18 street nw
2322,Ecole de la Rose Sauvage,9228,Francophone,N,Y,Y,2512 - 4 Street N.W. Calgary AB T2M2Z9,Calgary,AB,T2M2Z9,Province of Alberta,2512 4 street nw calgary ab t2m2z9,2512,4 street nw
2323,Rosemont School,9231,Public,Y,N,N,19 Rosevale Drive N.W. Calgary AB T2K1N6,Calgary,AB,T2K1N6,Province of Alberta,19 rosevale drive nw calgary ab t2k1n6,19,rosevale drive nw
2324,Catherine Nichols Gunn School,9232,Public,Y,N,N,6625 - 4 Street N.E. Calgary AB T2K5C7,Calgary,AB,T2K5C7,Province of Alberta,6625 4 street ne calgary ab t2k5c7,6625,4 street ne
2325,Stanley Jones School,9233,Public,Y,Y,N,950 6th St. NE Calgary AB T2E8M3,Calgary,AB,T2E8M3,Province of Alberta,950 6th st ne calgary ab t2e8m3,950,6th st ne
2326,Sunnyside School,9234,Public,Y,N,N,211 - 7 Street N.W. Calgary AB T2N1S2,Calgary,AB,T2N1S2,Province of Alberta,211 7 street nw calgary ab t2n1s2,211,7 street nw
2327,Thorncliffe School,9235,Public,Y,N,N,5646 Thornton Road N.W. Calgary AB T2K3B9,Calgary,AB,T2K3B9,Province of Alberta,5646 thornton road nw calgary ab t2k3b9,5646,thornton road nw
2328,University School,9237,Public,Y,N,N,3035 Utah Drive N.W. Calgary AB T2N3Z9,Calgary,AB,T2N3Z9,Province of Alberta,3035 utah drive nw calgary ab t2n3z9,3035,utah drive nw
2329,Varsity Acres School,9238,Public,Y,N,N,4255 40 Street NW Calgary AB T3A0H7,Calgary,AB,T3A0H7,Province of Alberta,4255 40 street nw calgary ab t3a0h7,4255,40 street nw
2330,Vista Heights School,9239,Public,Y,N,N,2411 Vermillion Street N.E. Calgary AB T2E6J3,Calgary,AB,T2E6J3,Province of Alberta,2411 vermillion street ne calgary ab t2e6j3,2411,vermillion street ne
2331,Dalhousie School,9240,Public,Y,N,N,4440 Dallyn Street NW Calgary AB T3A1K3,Calgary,AB,T3A1K3,Province of Alberta,4440 dallyn street nw calgary ab t3a1k3,4440,dallyn street nw
2332,Marion Carson School,9241,Public,Y,N,N,5225 Varsity Drive N.W. Calgary AB T3A1A7,Calgary,AB,T3A1A7,Province of Alberta,5225 varsity drive nw calgary ab t3a1a7,5225,varsity drive nw
2333,Dr. J. K. Mulloy School,9242,Public,Y,N,N,7440 - 10 Street N.W. Calgary AB T2K1H6,Calgary,AB,T2K1H6,Province of Alberta,7440 10 street nw calgary ab t2k1h6,7440,10 street nw
2334,Roland Michener School,9250,Public,Y,N,N,5958 - 4 Avenue N.E. Calgary AB T2A4B1,Calgary,AB,T2A4B1,Province of Alberta,5958 4 avenue ne calgary ab t2a4b1,5958,4 avenue ne
2335,Silver Springs School,9256,Public,Y,N,N,7235 Silvermead Road N.W. Calgary AB T3B3V1,Calgary,AB,T3B3V1,Province of Alberta,7235 silvermead road nw calgary ab t3b3v1,7235,silvermead road nw
2336,W.O. Mitchell School,9257,Public,Y,N,N,511 Silvergrove Drive N.W. Calgary AB T3B4R9,Calgary,AB,T3B4R9,Province of Alberta,511 silvergrove drive nw calgary ab t3b4r9,511,silvergrove drive nw
2337,Alex Munro School,9261,Public,Y,N,N,427 - 78 Avenue N.E. Calgary AB T2K0R9,Calgary,AB,T2K0R9,Province of Alberta,427 78 avenue ne calgary ab t2k0r9,427,78 avenue ne
2338,Deer Run School,9265,Public,Y,N,N,2127 - 146 Avenue S.E. Calgary AB T2J6P8,Calgary,AB,T2J6P8,Province of Alberta,2127 146 avenue se calgary ab t2j6p8,2127,146 avenue se
2339,Woodbine School,9266,Public,Y,N,N,27 Woodfield Way S.W. Calgary AB T2W5E1,Calgary,AB,T2W5E1,Province of Alberta,27 woodfield way sw calgary ab t2w5e1,27,woodfield way sw
2340,Sundance School,9267,Public,Y,N,N,200 Sunmills Drive S.E. Calgary AB T2X2N9,Calgary,AB,T2X2N9,Province of Alberta,200 sunmills drive se calgary ab t2x2n9,200,sunmills drive se
2341,Erin Woods School,9269,Public,Y,N,N,25 Erin Park Drive SE Calgary AB T2B2Z9,Calgary,AB,T2B2Z9,Province of Alberta,25 erin park drive se calgary ab t2b2z9,25,erin park drive se
2342,Janet Johnstone School,9270,Public,Y,N,N,224 Shawnessy Drive S.W. Calgary AB T2Y1M1,Calgary,AB,T2Y1M1,Province of Alberta,224 shawnessy drive sw calgary ab t2y1m1,224,shawnessy drive sw
2343,O.S. Geiger School,9271,Public,Y,N,N,100 Castlebrook Drive N.E. Calgary AB T3J2J4,Calgary,AB,T3J2J4,Province of Alberta,100 castlebrook drive ne calgary ab t3j2j4,100,castlebrook drive ne
2344,Hawkwood School,9273,Public,Y,N,N,650 Hawkwood Boulevard N.W. Calgary AB T3G2V7,Calgary,AB,T3G2V7,Province of Alberta,650 hawkwood boulevard nw calgary ab t3g2v7,650,hawkwood boulevard nw
2345,Acadia School,9300,Public,Y,N,N,9603 - 5 Street S.E. Calgary AB T2J1K4,Calgary,AB,T2J1K4,Province of Alberta,9603 5 street se calgary ab t2j1k4,9603,5 street se
2346,Braeside School,9305,Public,Y,N,N,1747 - 107 Avenue S.W. Calgary AB T2W0C3,Calgary,AB,T2W0C3,Province of Alberta,1747 107 avenue sw calgary ab t2w0c3,1747,107 avenue sw
2347,Chinook Park School,9306,Public,Y,N,N,1312 - 75 Avenue S.W. Calgary AB T2V0S6,Calgary,AB,T2V0S6,Province of Alberta,1312 75 avenue sw calgary ab t2v0s6,1312,75 avenue sw
2348,Ethel M. Johnson School,9310,Public,Y,N,N,255 Sackville Drive S.W. Calgary AB T2W0W7,Calgary,AB,T2W0W7,Province of Alberta,255 sackville drive sw calgary ab t2w0w7,255,sackville drive sw
2349,Eugene Coste School,9311,Public,Y,N,N,10 Hillgrove Crescent S.W. Calgary AB T2V3K7,Calgary,AB,T2V3K7,Province of Alberta,10 hillgrove crescent sw calgary ab t2v3k7,10,hillgrove crescent sw
2350,Haysboro School,9316,Public,Y,N,N,1123 - 87 Avenue S.W. Calgary AB T2V0W2,Calgary,AB,T2V0W2,Province of Alberta,1123 87 avenue sw calgary ab t2v0w2,1123,87 avenue sw
2351,Keeler School,9318,Public,Y,N,N,4807 Forego Avenue S.E. Calgary AB T2A2C4,Calgary,AB,T2A2C4,Province of Alberta,4807 forego avenue se calgary ab t2a2c4,4807,forego avenue se
2352,Le Roi Daniels School,9320,Public,Y,N,N,47 Fyffe Road S.E. Calgary AB T2H1B9,Calgary,AB,T2H1B9,Province of Alberta,47 fyffe road se calgary ab t2h1b9,47,fyffe road se
2353,Maple Ridge School,9321,Public,Y,N,N,10203 Maplemont Road S.E. Calgary AB T2J1W3,Calgary,AB,T2J1W3,Province of Alberta,10203 maplemont road se calgary ab t2j1w3,10203,maplemont road se
2354,Marlborough School,9322,Public,Y,N,N,4711 Maryvale Drive N.E. Calgary AB T2A3A1,Calgary,AB,T2A3A1,Province of Alberta,4711 maryvale drive ne calgary ab t2a3a1,4711,maryvale drive ne
2355,Patrick Airlie School,9327,Public,Y,N,N,1520 - 39 Street S.E. Calgary AB T2A1H9,Calgary,AB,T2A1H9,Province of Alberta,1520 39 street se calgary ab t2a1h9,1520,39 street se
2356,Valley View School,9330,Public,Y,N,N,4105 - 26 Avenue S.E. Calgary AB T2B0C6,Calgary,AB,T2B0C6,Province of Alberta,4105 26 avenue se calgary ab t2b0c6,4105,26 avenue se
2357,Willow Park School,9331,Public,Y,Y,N,343 Willow Park Drive S.E. Calgary AB T2J0K7,Calgary,AB,T2J0K7,Province of Alberta,343 willow park drive se calgary ab t2j0k7,343,willow park drive se
2358,Nellie McClung School,9333,Public,Y,N,N,2315 Palliser Drive S.W. Calgary AB T2V3S4,Calgary,AB,T2V3S4,Province of Alberta,2315 palliser drive sw calgary ab t2v3s4,2315,palliser drive sw
2359,Lake Bonavista School,9334,Public,Y,N,N,1015 - 120 Avenue S.E. Calgary AB T2J2L1,Calgary,AB,T2J2L1,Province of Alberta,1015 120 avenue se calgary ab t2j2l1,1015,120 avenue se
2360,Andrew Sibbald School,9336,Public,Y,N,N,1711 Lake Bonavista Drive S.E. Calgary AB T2J2X9,Calgary,AB,T2J2X9,Province of Alberta,1711 lake bonavista drive se calgary ab t2j2x9,1711,lake bonavista drive se
2361,Cedarbrae School,9338,Public,Y,N,N,10631 Oakfield Drive S.W. Calgary AB T2W2T3,Calgary,AB,T2W2T3,Province of Alberta,10631 oakfield drive sw calgary ab t2w2t3,10631,oakfield drive sw
2362,Chris Akkerman School,9339,Public,Y,N,N,5004 Marbank Drive N.E. Calgary AB T2A3J6,Calgary,AB,T2A3J6,Province of Alberta,5004 marbank drive ne calgary ab t2a3j6,5004,marbank drive ne
2363,Prince of Wales School,9341,Public,Y,N,N,253 Parkland Way SE Calgary AB T2J3Y9,Calgary,AB,T2J3Y9,Province of Alberta,253 parkland way se calgary ab t2j3y9,253,parkland way se
2364,Guy Weadick School,9343,Public,Y,N,N,5612 Templehill Road N.E. Calgary AB T1Y4W7,Calgary,AB,T1Y4W7,Province of Alberta,5612 templehill road ne calgary ab t1y4w7,5612,templehill road ne
2365,West Dalhousie School,9344,Public,Y,N,N,6502 - 58 Street N.W. Calgary AB T3A2C8,Calgary,AB,T3A2C8,Province of Alberta,6502 58 street nw calgary ab t3a2c8,6502,58 street nw
2366,Dr. Gordon Higgins School,9346,Public,N,Y,N,155 Rundlehill Drive N.E. Calgary AB T1Y2W9,Calgary,AB,T1Y2W9,Province of Alberta,155 rundlehill drive ne calgary ab t1y2w9,155,rundlehill drive ne
2367,Douglas Harkness School,9347,Public,Y,N,N,6203 - 24 Avenue N.E. Calgary AB T1Y2C5,Calgary,AB,T1Y2C5,Province of Alberta,6203 24 avenue ne calgary ab t1y2c5,6203,24 avenue ne
2368,Colonel J. Fred Scott School,9348,Public,Y,N,N,171 Whitehorn Road N.E. Calgary AB T1Y3C4,Calgary,AB,T1Y3C4,Province of Alberta,171 whitehorn road ne calgary ab t1y3c4,171,whitehorn road ne
2369,Dr. Gladys McKelvie Egbert,9350,Public,Y,Y,N,6033 Madigan Dr. NE Calgary AB T2V5G9,Calgary,AB,T2V5G9,Province of Alberta,6033 madigan dr ne calgary ab t2v5g9,6033,madigan dr ne
2370,G.W. Skene School,9351,Public,Y,N,N,6226 Penbrooke Drive S.E. Calgary AB T2A6M7,Calgary,AB,T2A6M7,Province of Alberta,6226 penbrooke drive se calgary ab t2a6m7,6226,penbrooke drive se
2371,Cappy Smart School,9353,Public,Y,N,N,5808 Madigan Drive N.E. Calgary AB T2A4P5,Calgary,AB,T2A4P5,Province of Alberta,5808 madigan drive ne calgary ab t2a4p5,5808,madigan drive ne
2372,Sam Livingston School,9354,Public,Y,N,N,12011 Bonaventure Drive S.E. Calgary AB T2J3G7,Calgary,AB,T2J3G7,Province of Alberta,12011 bonaventure drive se calgary ab t2j3g7,12011,bonaventure drive se
2373,Canyon Meadows School,9355,Public,Y,N,N,395 Canterbury Drive S.W. Calgary AB T2W1J1,Calgary,AB,T2W1J1,Province of Alberta,395 canterbury drive sw calgary ab t2w1j1,395,canterbury drive sw
2374,Penbrooke Meadows School,9356,Public,Y,N,N,5645 Pensacola Crescent S.E. Calgary AB T2A2G4,Calgary,AB,T2A2G4,Province of Alberta,5645 pensacola crescent se calgary ab t2a2g4,5645,pensacola crescent se
2375,West Dover School,9357,Public,Y,N,N,3113 - 30 Avenue S.E. Calgary AB T2B0G9,Calgary,AB,T2B0G9,Province of Alberta,3113 30 avenue se calgary ab t2b0g9,3113,30 avenue se
2376,Rundle School,9358,Public,Y,N,N,4120 Rundlehorn Drive N.E. Calgary AB T1Y4W9,Calgary,AB,T1Y4W9,Province of Alberta,4120 rundlehorn drive ne calgary ab t1y4w9,4120,rundlehorn drive ne
2377,Pineridge School,9360,Public,Y,N,N,1927 - 61 Street N.E. Calgary AB T1Y4W6,Calgary,AB,T1Y4W6,Province of Alberta,1927 61 street ne calgary ab t1y4w6,1927,61 street ne
2378,Chief Justice Milvain School,9361,Public,Y,N,N,3428 - 42 Street N.E. Calgary AB T1Y6A3,Calgary,AB,T1Y6A3,Province of Alberta,3428 42 street ne calgary ab t1y6a3,3428,42 street ne
2379,Haultain Memorial School,9362,Public,Y,N,N,605 Queensland Drive S.E. Calgary AB T2J4S8,Calgary,AB,T2J4S8,Province of Alberta,605 queensland drive se calgary ab t2j4s8,605,queensland drive se
2380,Midnapore School,9363,Public,Y,N,N,55 Midpark Rise S.E. Calgary AB T2X1L7,Calgary,AB,T2X1L7,Province of Alberta,55 midpark rise se calgary ab t2x1l7,55,midpark rise se
2381,James Short Memorial School,9364,Public,Y,N,N,6333 - 5 Avenue S.E. Calgary AB T2A3V7,Calgary,AB,T2A3V7,Province of Alberta,6333 5 avenue se calgary ab t2a3v7,6333,5 avenue se
2382,Sunalta School,9368,Public,Y,N,N,536 Sonora Avenue S.W. Calgary AB T3C2J9,Calgary,AB,T3C2J9,Province of Alberta,536 sonora avenue sw calgary ab t3c2j9,536,sonora avenue sw
2383,Banting and Best School,9369,Public,Y,N,N,1819 - 66 Avenue S.E. Calgary AB T2C2K5,Calgary,AB,T2C2K5,Province of Alberta,1819 66 avenue se calgary ab t2c2k5,1819,66 avenue se
2384,Woodlands School,9371,Public,Y,N,N,88 Woodgreen Drive S.W. Calgary AB T2W4W9,Calgary,AB,T2W4W9,Province of Alberta,88 woodgreen drive sw calgary ab t2w4w9,88,woodgreen drive sw
2385,Beddington Heights School,9372,Public,Y,N,N,95 Bermuda Road N.W. Calgary AB T3K2J6,Calgary,AB,T3K2J6,Province of Alberta,95 bermuda road nw calgary ab t3k2j6,95,bermuda road nw
