full_name,the_geom,segment_id,type,st_name,st_type,st_dir,from_right,to_right,from_left,to_left
Roch St,"MULTILINESTRING ((-97.099307663171 49.921314486368, -97.098431703528 49.921623943048, -97.098181922156 49.921952661605))",14482,STREET,Roch,ST,,641,661,,
Ralph Ave W,"MULTILINESTRING ((-97.002610417661 49.902310273489, -97.005534420489 49.90232463941))",18874,STREET,Ralph,AVE,W,107,141,108,136
Pavilion Cres,"MULTILINESTRING ((-97.230206718635 49.871628653774, -97.23104082969 49.87151160501, -97.23141597678 49.871375038895, -97.231882677466 49.871116340911, -97.232475278114 49.870854870134, -97.232904067356 49.87070660814, -97.233322440931 49.870578513088, -97.233581056256 49.870552625406))",5623,STREET,Pavilion,CRES,,101,111,,
Appelmans Bay,"MULTILINESTRING ((-97.089990123095 49.827405518671, -97.089366069016 49.826645756817, -97.089223581405 49.826609734447, -97.088444241583 49.82688408841, -97.088397501532 49.826982354728, -97.08901713112 49.827749281964))",83,STREET,Appelmans,BAY,,2,82,3,83
Warde Ave,"MULTILINESTRING ((-97.030693807219 49.830228001679, -97.029537591937 49.830367482199, -97.026979217243 49.83038374405))",25308,STREET,Warde,AVE,,,,,
Dale Blvd,"MULTILINESTRING ((-97.319849879878 49.850710280556, -97.319916220093 49.850000642419))",6444,STREET,Dale,BLVD,,,,871,883
Lyonsgate Cove,"MULTILINESTRING ((-97.077422886039 49.810925887068, -97.07702780609 49.811574983842))",24107,STREET,Lyonsgate,COVE,,,,3,67
Victoria Ave E,"MULTILINESTRING ((-97.000243683801 49.895891914889, -96.997987244122 49.895906935527))",19114,STREET,Victoria,AVE,E,202,232,201,233
Leola St,"MULTILINESTRING ((-96.993491559576 49.899886011968, -96.993506947144 49.90085775379))",18678,STREET,Leola,ST,,900,912,901,913
Pandora Ave E,"MULTILINESTRING ((-96.980155516814 49.893429746539, -96.9788051089 49.893424197091))",18826,STREET,Pandora,AVE,E,,,,
Smith St,"MULTILINESTRING ((-97.140544329818 49.890941435381, -97.141351088373 49.892411567657))",14997,STREET,Smith,ST,,245,245,,
Ross Ave W,"MULTILINESTRING ((-97.198293000354 49.919845698397, -97.202478569976 49.921178951646))",23678,STREET,Ross,AVE,W,1855,1935,1856,1938
Roch St,"MULTILINESTRING ((-97.086483931809 49.936601959089, -97.085985468689 49.937223382281))",14503,STREET,Roch,ST,,1131,1131,,
Niakwa Rd,"MULTILINESTRING ((-97.088512288338 49.856077208329, -97.087287011355 49.855740593298))",1415,STREET,Niakwa,RD,,,,,
Service 2 Rd SW,"MULTILINESTRING ((-97.14087885325 49.803439276509, -97.141970941815 49.803075736497))",5094,STREET,Service 2,RD,SW,,,20,20
Roblin Blvd,"MULTILINESTRING ((-97.244883263959 49.867696329719, -97.247444007298 49.867850752347))",10679,STREET,Roblin,BLVD,,,,,
Main St,"MULTILINESTRING ((-97.107567577399 49.948749406024, -97.105093736604 49.950589322368, -97.102758724072 49.952095424021))",12825,STREET,Main,ST,,,,2146,2230
Harold Ave E,"MULTILINESTRING ((-96.998043950866 49.901601839298, -96.995410009881 49.901646271383))",18522,STREET,Harold,AVE,E,306,334,301,325
Swailes Ave,"MULTILINESTRING ((-97.134198076709 49.956907615216, -97.135175550958 49.957229166023))",22436,STREET,Swailes,AVE,,,,800,804
Park Grove Dr,"MULTILINESTRING ((-97.069176148024 49.846674206911, -97.068850562703 49.846038443913, -97.068956691521 49.845919187644, -97.069786680726 49.845736350179, -97.069881016805 49.845619417993, -97.06962117691 49.845090250832, -97.06959105057 49.844877882872, -97.069607062986 49.844626272984, -97.069693791347 49.844393856205))",17498,STREET,Park Grove,DR,,129,173,104,180
Quail Ridge Rd,"MULTILINESTRING ((-97.285606717302 49.899759481681, -97.28573720299 49.898324590543))",8744,STREET,Quail Ridge,RD,,2,26,,
Pacific Ave W,"MULTILINESTRING ((-97.197751018529 49.920556869494, -97.198632410493 49.920831420089))",13719,STREET,Pacific,AVE,W,,,1846,1858
Qu'appelle Ave,"MULTILINESTRING ((-97.147520219628 49.895658575112, -97.148180466902 49.895507214176))",14320,STREET,Qu'appelle,AVE,,,,366,366
Empress St,"MULTILINESTRING ((-97.195445640597 49.896477501313, -97.195359955269 49.897654508377))",11219,STREET,Empress,ST,,1001,1001,1030,1040
Speers Rd,"MULTILINESTRING ((-97.072275204536 49.869362336695, -97.07228246319 49.868480936189))",17739,STREET,Speers,RD,,133,143,,
Serino Pl,"MULTILINESTRING ((-97.070737886105 49.843673641365, -97.070860898647 49.843378849318))",17690,STREET,Serino,PL,,2,22,,
Cunnington Ave,"MULTILINESTRING ((-97.118621883849 49.85495822985, -97.120905383556 49.854194714743))",532,STREET,Cunnington,AVE,,73,95,80,80
Lindhurst Ave,"MULTILINESTRING ((-97.09001144803 49.914001664067, -97.086092776392 49.912704716249))",20783,STREET,Lindhurst,AVE,,606,684,607,685
Filkow Bay,"MULTILINESTRING ((-97.185351912321 49.949120240516, -97.18571844626 49.948640250934))",21906,STREET,Filkow,BAY,,,,,
Kildare Ave W,"MULTILINESTRING ((-97.02406781484 49.900847308824, -97.025439779879 49.900857396934))",18646,STREET,Kildare,AVE,W,723,735,,
Leonard Shakespeare Bay,"MULTILINESTRING ((-97.090354360207 49.874275649569, -97.090347093939 49.873856680664, -97.09022565893 49.873775596377, -97.089295815515 49.8737804082, -97.089167389456 49.873862134041, -97.089171277472 49.874280315118))",24132,STREET,Leonard Shakespeare,BAY,,2,78,3,79
Kingsclear Dr,"MULTILINESTRING ((-97.091056026208 49.80350492128, -97.090849979862 49.803094936489, -97.090714904929 49.802747559692))",26025,STREET,Kingsclear,DR,,,,43,67
Roblin Blvd,"MULTILINESTRING ((-97.306575085299 49.861949638979, -97.308151436848 49.862233512693))",6940,STREET,Roblin,BLVD,,6169,6177,6226,6234
Whitegates Cres,"MULTILINESTRING ((-97.301684712136 49.868080942088, -97.301601568078 49.868865924626))",9243,STREET,Whitegates,CRES,,163,175,172,180
Pembina Hwy,"MULTILINESTRING ((-97.151201273591 49.83822354376, -97.150985800072 49.837390005399))",13855,STREET,Pembina,HWY,,1411,1425,1430,1430
Palmerston Ave,"MULTILINESTRING ((-97.172053557696 49.877275462346, -97.172599828968 49.87731432447))",13741,STREET,Palmerston,AVE,,,,954,966
Carriere Ave,"MULTILINESTRING ((-97.112517722962 49.872003608872, -97.111178137354 49.872449529744))",383,STREET,Carriere,AVE,,10,36,,
Garwick Cove,"MULTILINESTRING ((-97.050798773501 49.844527325292, -97.050805647424 49.845826905171, -97.050918640591 49.845892244359, -97.051850718177 49.845889792538, -97.051962353642 49.845814636652, -97.051953242502 49.844528748361))",16905,STREET,Garwick,COVE,,3,123,4,120
Wordsworth Way,"MULTILINESTRING ((-97.291990398793 49.875030136659, -97.290700486557 49.874975965446))",9314,STREET,Wordsworth,WAY,,1,9,2,2
St Thomas Rd,"MULTILINESTRING ((-97.109031346265 49.85543179591, -97.108474399965 49.854730084091))",2538,STREET,St Thomas,RD,,,,,
Rover Ave,"MULTILINESTRING ((-97.120737340307 49.907280808108, -97.121612101883 49.907708756067))",14592,STREET,Rover,AVE,,,,,
Mackie Bay,"MULTILINESTRING ((-97.308338016 49.889553770054, -97.309924777746 49.889498964865, -97.310038137453 49.889575584273, -97.309980461108 49.890099488835, -97.309895326188 49.890183945821, -97.308263401317 49.89035420317))",8400,STREET,Mackie,BAY,,3,81,2,82
Regal Ave,"MULTILINESTRING ((-97.105917840067 49.857845609318, -97.100250198064 49.859740759362))",1877,STREET,Regal,AVE,,286,332,279,331
Springfield Rd,"MULTILINESTRING ((-97.051398208548 49.931888932584, -97.04913332734 49.931118413508, -97.048443687118 49.930948184954, -97.047691617495 49.930900492277, -97.046974154947 49.930942948994, -97.046404013771 49.931094093146))",25752,STREET,Springfield,RD,,1054,1066,1019,1043
Alley Ai St,"MULTILINESTRING ((-97.235918108332 49.891339312528, -97.235830739287 49.892345871138))",7242,STREET,Alley Ai,ST,,,,,
Diplomat Dr,"MULTILINESTRING ((-97.129876194079 49.949705004993, -97.129400900181 49.950003739217, -97.129247415145 49.950184293977, -97.129124588579 49.950394487247))",21220,STREET,Diplomat,DR,,1141,1149,1142,1154
Honeyman Ave,"MULTILINESTRING ((-97.164806972503 49.88521149299, -97.166326284494 49.884794781844))",12004,STREET,Honeyman,AVE,,809,825,812,834
Scotia St,"MULTILINESTRING ((-97.106252404162 49.940015406247, -97.104645945317 49.940435300192))",14812,STREET,Scotia,ST,,451,465,456,464
Owena St,"MULTILINESTRING ((-97.155306659984 49.907638150699, -97.154574315872 49.908579963916))",13689,STREET,Owena,ST,,257,265,256,264
Day St,"MULTILINESTRING ((-97.002553393555 49.894249647564, -97.002575274821 49.895068582602))",18412,STREET,Day,ST,,204,204,,
Cromwell St,"MULTILINESTRING ((-97.130480820035 49.880632496694, -97.12944989319 49.880436627607))",16601,STREET,Cromwell,ST,,10,10,,
Whellams Lane,"MULTILINESTRING ((-97.087171172412 49.946696694512, -97.085514562787 49.946153448443))",20472,STREET,Whellams,LANE,,206,214,,
Oakfield Pl,"MULTILINESTRING ((-97.27406688982 49.859707098743, -97.273085411928 49.859917352842))",6812,STREET,Oakfield,PL,,2,22,3,19
Eugenie St,"MULTILINESTRING ((-97.107582646583 49.880045686917, -97.105867347733 49.880125609474))",16853,STREET,Eugenie,ST,,418,440,417,447
Crestwood Cres,"MULTILINESTRING ((-97.07861394069 49.856936202509, -97.076979824856 49.856730389892, -97.075825057274 49.856729212728))",16590,STREET,Crestwood,CRES,,91,111,90,110
Horton Ave W,"MULTILINESTRING ((-97.016209554073 49.903164464247, -97.017393245529 49.90316672501))",18589,STREET,Horton,AVE,W,,,500,508
Dale Blvd,"MULTILINESTRING ((-97.319927140147 49.855703587176, -97.319947662522 49.855484011675, -97.319923959759 49.85499294178))",6437,STREET,Dale,BLVD,,740,752,,
Deniset St,"MULTILINESTRING ((-97.100451057236 49.878741680381, -97.097137823813 49.878750299148))",16665,STREET,Deniset,ST,,558,600,555,597
Maryland St,"MULTILINESTRING ((-97.159678907043 49.899978889126, -97.159575100092 49.901383814043))",12953,STREET,Maryland,ST,,717,743,714,740
Wilkes Ave,"MULTILINESTRING ((-97.287648708736 49.839975723472, -97.298818885381 49.839528577958))",15827,STREET,Wilkes,AVE,,,,,
Fleming Ave,"MULTILINESTRING ((-97.082923377032 49.916052474715, -97.078963689229 49.914736617727))",20614,STREET,Fleming,AVE,,704,798,701,799
St George Rd,"MULTILINESTRING ((-97.102318618827 49.845301513569, -97.101322521786 49.844097841151))",2509,STREET,St George,RD,,258,272,247,255
Main St,"MULTILINESTRING ((-97.133873554573 49.88701134653, -97.13446327688 49.888080620666))",12729,STREET,Main,ST,,77,89,100,100
Betsworth Ave,"MULTILINESTRING ((-97.292273553982 49.854768718517, -97.293760478562 49.854817603323))",6182,STREET,Betsworth,AVE,,5567,5567,5566,5566
Jones St,"MULTILINESTRING ((-97.11791887049 49.931737475807, -97.11733204713 49.932492522593))",12175,STREET,Jones,ST,,,,,
Castle Ave,"MULTILINESTRING ((-97.094347819316 49.906121411933, -97.092878629326 49.905857589851, -97.092728563294 49.905860911181))",10336,STREET,Castle,AVE,,620,642,615,649
Tache Ave,"MULTILINESTRING ((-97.123399014367 49.881400236103, -97.123448705214 49.881913758562))",17917,STREET,Tache,AVE,,316,316,,
Panet Rd,"MULTILINESTRING ((-97.067877566511 49.904778740433, -97.066144741695 49.907156536034))",17484,STREET,Panet,RD,,775,775,,
Gateway Rd,"MULTILINESTRING ((-97.096982822348 49.908530393026, -97.096192129384 49.909156058346))",11466,STREET,Gateway,RD,,223,245,,
Nadeau St,"MULTILINESTRING ((-97.108657837105 49.89456326839, -97.109110791573 49.895443177453))",17408,STREET,Nadeau,ST,,,,,
Kirby Dr,"MULTILINESTRING ((-97.283149010509 49.887285522555, -97.285373442535 49.887372415854, -97.285916017546 49.887776216005, -97.28587417533 49.888171373241))",8285,STREET,Kirby,DR,,55,91,60,106
Uxbridge Rd N,"MULTILINESTRING ((-97.056144652236 49.946981270926, -97.055740855971 49.94731631174))",20437,STREET,Uxbridge,RD,N,,,47,51
McGregor St,"MULTILINESTRING ((-97.137524247877 49.931766222622, -97.136908141397 49.932565871556))",13104,STREET,McGregor,ST,,,,,
Edgewater Dr,"MULTILINESTRING ((-97.07409612083 49.850154924664, -97.072977949489 49.850304354778))",16809,STREET,Edgewater,DR,,72,80,69,87
St Mary Ave,"MULTILINESTRING ((-97.139238171657 49.891235301443, -97.140544329818 49.890941435381))",15063,STREET,St Mary,AVE,,,,260,280
Wabasha St,"MULTILINESTRING ((-96.998049979182 49.900783385866, -96.998043950866 49.901601839298))",19147,STREET,Wabasha,ST,,,,1101,1101
Kitson St,"MULTILINESTRING ((-97.12314224002 49.878688567178, -97.120061292202 49.878809543354))",17101,STREET,Kitson,ST,,126,178,133,177
Lanyon Dr,"MULTILINESTRING ((-97.081993504497 49.814077506662, -97.081861978293 49.813834765476, -97.081421401393 49.813295869437))",1238,STREET,Lanyon,DR,,84,108,,
Jones St,"MULTILINESTRING ((-97.121131560084 49.927957716948, -97.120736002793 49.928455025608))",12167,STREET,Jones,ST,,3,3,4,4
Enfield Cres,"MULTILINESTRING ((-97.123016127881 49.877274300987, -97.122402393558 49.877215488499, -97.119914781284 49.877206046251))",16830,STREET,Enfield,CRES,,136,160,121,153
Pauline Boutal Cres,"MULTILINESTRING ((-97.051132312974 49.83069835327, -97.051141456559 49.830532389776, -97.051171668613 49.830411169232, -97.051253921646 49.830257520677, -97.051363884425 49.830126555989, -97.05147858978 49.830029640112, -97.051664378919 49.829915724665))",1568,STREET,Pauline Boutal,CRES,,74,98,71,87
Tanager Trail,"MULTILINESTRING ((-97.032222976948 49.825442907423, -97.031662243994 49.82471489239, -97.031431005723 49.82427688952, -97.030126169259 49.824378801552))",27178,STREET,Tanager,TRAIL,,2,62,3,31
Walmer St,"MULTILINESTRING ((-97.128440583748 49.878819215886, -97.127064089143 49.878778991377))",17996,STREET,Walmer,ST,,32,32,,
Portage Ave,"MULTILINESTRING ((-97.189156434372 49.882524137018, -97.18961398347 49.882437595394))",14054,STREET,Portage,AVE,,1333,1345,1320,1328
Newton Ave,"MULTILINESTRING ((-97.104271126685 49.940315650414, -97.104645945317 49.940435300192))",21480,STREET,Newton,AVE,,,,,
Kings Dr,"MULTILINESTRING ((-97.132734240892 49.803923301811, -97.132613830034 49.803353200794))",3952,STREET,Kings,DR,,37,43,38,44
Birch Point Pl,"MULTILINESTRING ((-97.181733580607 49.784724693173, -97.181993751324 49.784844442181, -97.182261978078 49.784925761772, -97.182860510048 49.785020830223))",25287,STREET,Birch Point,PL,,3,47,,
Burke Bay,"MULTILINESTRING ((-97.071352197316 49.825031742508, -97.071189728051 49.825170608791, -97.07106342808 49.825258319659, -97.070932890163 49.825318324936, -97.069899523237 49.825799687191))",24000,STREET,Burke,BAY,,4,32,3,23
Omands Creek Blvd,"MULTILINESTRING ((-97.225829708764 49.92986790869, -97.22633044511 49.930091134405, -97.226818887531 49.930251831023, -97.228295846422 49.930634204246, -97.228769587793 49.930708751053, -97.229183860801 49.930737718664, -97.229643443301 49.93074473666))",13634,STREET,Omands Creek,BLVD,,150,220,169,199
Ravine Dr,"MULTILINESTRING ((-97.13770226745 49.817978897863, -97.137698072172 49.817034078062))",25164,STREET,Ravine,DR,,50,70,51,67
Assiniboine Ave,"MULTILINESTRING ((-97.135201856793 49.88650201655, -97.136417095122 49.886035828886))",9758,STREET,Assiniboine,AVE,,245,245,260,260
Moncton Ave,"MULTILINESTRING ((-97.065783172347 49.912016833547, -97.065337100291 49.912567594923))",20851,STREET,Moncton,AVE,,1158,1166,,
St Anthony Ave,"MULTILINESTRING ((-97.116231133587 49.933922834086, -97.116451508559 49.933989379178))",21592,STREET,St Anthony,AVE,,,,,
Cromer Bay,"MULTILINESTRING ((-97.125039479524 49.825738183581, -97.125358034708 49.826130128367))",526,STREET,Cromer,BAY,,1,9,,
Bridgeland Dr S,"MULTILINESTRING ((-97.17811144524 49.803668209722, -97.179824380799 49.803084747922))",25227,STREET,Bridgeland,DR,S,136,160,,
Oakland Ave,"MULTILINESTRING ((-97.080577014624 49.93339204906, -97.078059969633 49.932558791038))",20064,STREET,Oakland,AVE,,558,598,539,599
Brixton Bay,"MULTILINESTRING ((-97.101805214737 49.808682857282, -97.101247836617 49.808008081081))",311,STREET,Brixton,BAY,,130,138,,
Portage Ave,"MULTILINESTRING ((-97.173747046384 49.884777010355, -97.174894023086 49.884633165512))",14036,STREET,Portage,AVE,,957,961,960,970
Ravelston Ave W,"MULTILINESTRING ((-97.056680966955 49.907845633923, -97.057295072341 49.908041448924))",27204,STREET,Ravelston,AVE,W,1477,1493,1462,1490
Eaglewood Dr,"MULTILINESTRING ((-97.196596990489 49.780472870827, -97.194815959836 49.777496469432))",26377,STREET,Eaglewood,DR,,,,,
Ravelston Ave W,"MULTILINESTRING ((-97.055651598385 49.907502597121, -97.056680966955 49.907845633923))",27203,STREET,Ravelston,AVE,W,1441,1473,1444,1454
Hindley Ave,"MULTILINESTRING ((-97.10031839736 49.842909864561, -97.096194664738 49.844328539306))",1032,STREET,Hindley,AVE,,152,200,153,193
Bishop Grandin Blvd,"MULTILINESTRING ((-97.189241811265 49.80981718334, -97.187699801887 49.809753117656, -97.176899512229 49.813330286675))",23053,STREET,Bishop Grandin,BLVD,,,,,
Murray Ave,"MULTILINESTRING ((-97.102253906883 49.955552713274, -97.104172033675 49.956411624981))",22223,STREET,Murray,AVE,,351,379,338,388
Spence St,"MULTILINESTRING ((-97.153882083763 49.892782719101, -97.153636267522 49.896304847089))",15015,STREET,Spence,ST,,435,533,434,534
Inkster Blvd,"MULTILINESTRING ((-97.142534339931 49.933384731869, -97.145053268011 49.934198624094))",12053,STREET,Inkster,BLVD,,723,771,724,770
Osborne St,"MULTILINESTRING ((-97.136602863313 49.867832839935, -97.136071807453 49.867167661184))",13664,STREET,Osborne,ST,,473,487,480,482
Centreport Canada Way,"MULTILINESTRING ((-97.309338208512 49.907584820709, -97.294435714423 49.909120103372, -97.291732625679 49.910307849166, -97.288817205537 49.912450688651))",26255,STREET,Centreport Canada,WAY,,,,,
Evans St,"MULTILINESTRING ((-97.100451057236 49.878741680381, -97.10046174377 49.879533422168))",16859,STREET,Evans,ST,,,,,
Beecher Ave,"MULTILINESTRING ((-97.129741777783 49.953894483218, -97.130870680715 49.95426348781))",21734,STREET,Beecher,AVE,,723,745,736,738
Savoy Cres,"MULTILINESTRING ((-97.293673508463 49.855706822808, -97.295616810363 49.855784855563, -97.295695860924 49.855854200782, -97.295635131234 49.856500256773))",7005,STREET,Savoy,CRES,,3,27,2,54
Wharton Blvd,"MULTILINESTRING ((-97.290039505372 49.88809796756, -97.289632010761 49.892688538697, -97.28965458555 49.892820947903, -97.289754351672 49.89296878366))",9240,STREET,Wharton,BLVD,,201,309,200,310
Wabasha St,"MULTILINESTRING ((-96.998007407664 49.903157366747, -96.997989692849 49.903921647248))",19149,STREET,Wabasha,ST,,,,,
School Rd,"MULTILINESTRING ((-97.288843458955 49.888062328618, -97.288726828699 49.889391852825))",8905,STREET,School,RD,,811,825,796,820
Malone St,"MULTILINESTRING ((-97.309869604025 49.859644766131, -97.309908654134 49.858842116432, -97.309797979885 49.858690568257))",6717,STREET,Malone,ST,,74,90,75,79
Ingersoll St,"MULTILINESTRING ((-97.174214807614 49.893410582209, -97.173940257663 49.896995258509))",12032,STREET,Ingersoll,ST,,797,893,760,892
Riverside Dr,"MULTILINESTRING ((-97.147488973318 49.849918279017, -97.146984386468 49.849289551652))",14444,STREET,Riverside,DR,,59,65,58,64
