idx,facility_name,source_id,authority_type,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,facility_type,street_addr,address_str,city,province,postal_code,provider,grade_type,address_str_clean,street_no,street_name
456,Elite High School,668539,Private,,,,,1,1.0,,4750 Yonge Street,4750 Yonge Street North York Ontario M2N0J6,North York,Ontario,M2N0J6,Province of Ontario,Secondary,4750 yonge street north york ontario m2n0j6,4750,yonge street
457,Elite Montessori School,889246,Private,,,,1.0,1,,,6395 Mississauga Road,6395 Mississauga Road Mississauga Ontario L5N1A5,Mississauga,Ontario,L5N1A5,Province of Ontario,Elementary,6395 mississauga road mississauga ontario l5n1a5,6395,mississauga road
458,Elite Performance Academy,880763,Private,,,,1.0,1,,,870 Taunton Road West,870 Taunton Road West Oshawa Ontario L1H7K4,Oshawa,Ontario,L1H7K4,Province of Ontario,Elementary,870 taunton road west oshawa ontario l1h7k4,870,taunton road west
459,Ellesmere Montessori School Inc,666327,Private,,,,1.0,1,,,37 Marchington Circle,37 Marchington Circle Scarborough Ontario M1R3M6,Scarborough,Ontario,M1R3M6,Province of Ontario,Elementary,37 marchington circle scarborough ontario m1r3m6,37,marchington circle
460,Ellington Montessori School,875562,Private,,,,1.0,1,,,40 Cowdray Court,40 Cowdray Court Scarborough Ontario M1S1A1,Scarborough,Ontario,M1S1A1,Province of Ontario,Elementary,40 cowdray court scarborough ontario m1s1a1,40,cowdray court
461,Elm Creek Parochial School,876593,Private,,,,1.0,1,,,8410 Concession 3,8410 Concession 3 Listowel Ontario N4W3G8,Listowel,Ontario,N4W3G8,Province of Ontario,Elementary,8410 concession 3 listowel ontario n4w3g8,8410,concession 3
462,Elmira North Parochial School,665568,Private,,,,1.0,1,,,1560 Tilman Road 1,1560 Tilman Road 1 Elmira Ontario N3B2Z1,Elmira,Ontario,N3B2Z1,Province of Ontario,Elementary,1560 tilman road 1 elmira ontario n3b2z1,1560,tilman road 1
463,Elmwood School,886300,Private,,,,1.0,1,1.0,,261 Buena Vista Rd,261 Buena Vista Rd Ottawa Ontario K1M0V9,Ottawa,Ontario,K1M0V9,Province of Ontario,Elem/Sec,261 buena vista rd ottawa ontario k1m0v9,261,buena vista rd
464,Elora Road Christian School,881651,Private,,,,1.0,1,,,5696 Wellington Rd 7 RR 5,5696 Wellington Rd 7 RR 5 Guelph Ontario N1H6J2,Guelph,Ontario,N1H6J2,Province of Ontario,Elementary,5696 wellington rd 7 rr 5 guelph ontario n1h6j2,5696,wellington rd 7 rr 5
465,Elpis College,881900,Private,,,,,1,1.0,,2155 DUNWIN DR,2155 DUNWIN DR Mississauga Ontario L5L4M1,Mississauga,Ontario,L5L4M1,Province of Ontario,Secondary,2155 dunwin dr mississauga ontario l5l4m1,2155,dunwin dr
466,ELPIS COLLEGE TORONTO,884452,Private,,,,,1,1.0,,18 Greenfield Avenue,18 Greenfield Avenue North York Ontario M2N3C8,North York,Ontario,M2N3C8,Province of Ontario,Secondary,18 greenfield avenue north york ontario m2n3c8,18,greenfield avenue
467,Elton Academy,885897,Private,,,,,1,1.0,,2 East Beaver Creek Road,2 East Beaver Creek Road Richmond Hill Ontario L4B2N3,Richmond Hill,Ontario,L4B2N3,Province of Ontario,Secondary,2 east beaver creek road richmond hill ontario l4b2n3,2,east beaver creek road
468,Emmanuel Christian Academy,667463,Private,,,,1.0,1,,,32 Wellington Street,32 Wellington Street Madoc Ontario K0K2K0,Madoc,Ontario,K0K2K0,Province of Ontario,Elementary,32 wellington street madoc ontario k0k2k0,32,wellington street
469,Emmanuel Christian High School,889776,Private,,,,,1,1.0,,680 Tower Street South,680 Tower Street South Fergus Ontario N1M0B1,Fergus,Ontario,N1M0B1,Province of Ontario,Secondary,680 tower street south fergus ontario n1m0b1,680,tower street south
470,Enhanced Preparatory Centre of Ontario,665232,Private,,,,1.0,1,,,3 Willow Heights Blvd,3 Willow Heights Blvd Markham Ontario L6C2K6,Markham,Ontario,L6C2K6,Province of Ontario,Elementary,3 willow heights blvd markham ontario l6c2k6,3,willow heights blvd
471,Enquiring Minds Montessori School,884041,Private,,,,1.0,1,,,24 Progress Avenue,24 Progress Avenue Toronto Ontario M1P2Y4,Toronto,Ontario,M1P2Y4,Province of Ontario,Elementary,24 progress avenue toronto ontario m1p2y4,24,progress avenue
472,Erudite School,889027,Private,,,,1.0,1,,,2323 Bloor Street West,2323 Bloor Street West Toronto Ontario M6S4W1,Toronto,Ontario,M6S4W1,Province of Ontario,Elementary,2323 bloor street west toronto ontario m6s4w1,2323,bloor street west
473,Esprit Academy,883282,Private,,,,1.0,1,,,300 - 39 Pleasant Boulevard,300 - 39 Pleasant Boulevard Toronto Ontario M4K1T2,Toronto,Ontario,M4K1T2,Province of Ontario,Elementary,300 39 pleasant boulevard toronto ontario m4k1t2,300 39,pleasant boulevard
474,Ethnos Academy,875821,Private,,,,1.0,1,1.0,,313363 Highway 6 South St,313363 Highway 6 South St Durham Ontario N0G1R0,Durham,Ontario,N0G1R0,Province of Ontario,Elem/Sec,313363 highway 6 south st durham ontario n0g1r0,313363,highway 6 south st
475,ETON Academy,885122,Private,,,,,1,1.0,,222 Sheppard Avenue East,222 Sheppard Avenue East Toronto Ontario M2N3A9,Toronto,Ontario,M2N3A9,Province of Ontario,Secondary,222 sheppard avenue east toronto ontario m2n3a9,222,sheppard avenue east
476,Eureka Montessori,881135,Private,,,,1.0,1,,,13345 Yonge Street,13345 Yonge Street Richmond Hill Ontario L4E3L3,Richmond Hill,Ontario,L4E3L3,Province of Ontario,Elementary,13345 yonge street richmond hill ontario l4e3l3,13345,yonge street
477,Everest Academy,667763,Private,,,,1.0,1,1.0,,2600 Rutherford Road,2600 Rutherford Road Concord Ontario L4K5R1,Concord,Ontario,L4K5R1,Province of Ontario,Elem/Sec,2600 rutherford road concord ontario l4k5r1,2600,rutherford road
478,Evergreen Leadership Academy,881785,Private,,,,1.0,1,,,2701 Rutherford Road,2701 Rutherford Road Vaughan Ontario L4K2N6,Vaughan,Ontario,L4K2N6,Province of Ontario,Elementary,2701 rutherford road vaughan ontario l4k2n6,2701,rutherford road
479,Excel High School,669311,Private,,,,,1,1.0,,55 NUGGET AVE,55 NUGGET AVE SCARBOROUGH Ontario M1S3L1,SCARBOROUGH,Ontario,M1S3L1,Province of Ontario,Secondary,55 nugget ave scarborough ontario m1s3l1,55,nugget ave
480,Excellence Academy,665196,Private,,,,,1,1.0,,965 Dundas Street West,965 Dundas Street West Whitby Ontario L1N2N8,Whitby,Ontario,L1N2N8,Province of Ontario,Secondary,965 dundas street west whitby ontario l1n2n8,965,dundas street west
481,Exceptional Learning Centre,665835,Private,,,,1.0,1,,,520 Westney Rd South,520 Westney Rd South Ajax Ontario L1S6W4,Ajax,Ontario,L1S6W4,Province of Ontario,Elementary,520 westney rd south ajax ontario l1s6w4,520,westney rd south
482,Experience School,886085,Private,,,,,1,1.0,,42 Sousa Mendes Street,42 Sousa Mendes Street Toronto Ontario M6P0B2,Toronto,Ontario,M6P0B2,Province of Ontario,Secondary,42 sousa mendes street toronto ontario m6p0b2,42,sousa mendes street
483,Faculty of Engineering Secondary School,882762,Private,,,,,1,1.0,,161 Louis-Pasteur Prvt,161 Louis-Pasteur Prvt Ottawa Ontario K1N6N5,Ottawa,Ontario,K1N6N5,Province of Ontario,Secondary,161 louis pasteur prvt ottawa ontario k1n6n5,161,louis pasteur prvt
484,Fair Haven Christian Day School,888800,Private,,,,1.0,1,1.0,,4184 Line 61 R.R.#1,4184 Line 61 R.R.#1 Milverton Ontario N0K1M0,Milverton,Ontario,N0K1M0,Province of Ontario,Elem/Sec,4184 line 61 rr#1 milverton ontario n0k1m0,4184,line 61 rr#1
485,Fairbanks Parochial School,667608,Private,,,,1.0,1,1.0,,083526 Southgate Road 8 2,083526 Southgate Road 8 2 Mount Forest Ontario N0G2L0,Mount Forest,Ontario,N0G2L0,Province of Ontario,Elem/Sec,083526 southgate road 8 2 mount forest ontario n0g2l0,2,southgate road 8
486,Fairview Amish Private School,888990,Private,,,,1.0,1,,,37639 Belgrove Road 2,37639 Belgrove Road 2 Lucknow Ontario N0G2H0,Lucknow,Ontario,N0G2H0,Province of Ontario,Elementary,37639 belgrove road 2 lucknow ontario n0g2h0,37639,belgrove road 2
487,Fairview Amish School,665812,Private,,,,1.0,1,,,52090 Chalet Line,52090 Chalet Line Aylmer Ontario N5H2R1,Aylmer,Ontario,N5H2R1,Province of Ontario,Elementary,52090 chalet line aylmer ontario n5h2r1,52090,chalet line
488,Fairview Glen Montessori,668711,Private,,,,1.0,1,,,3508 COMMERCE CRT,3508 COMMERCE CRT BURLINGTON Ontario L7N3L7,BURLINGTON,Ontario,L7N3L7,Province of Ontario,Elementary,3508 commerce crt burlington ontario l7n3l7,3508,commerce crt
489,Faithway Baptist Church School,889423,Private,,,,1.0,1,1.0,,1964 Salem Rd,1964 Salem Rd Ajax Ontario L1T4V3,Ajax,Ontario,L1T4V3,Province of Ontario,Elem/Sec,1964 salem rd ajax ontario l1t4v3,1964,salem rd
490,Farewell Parochial School,888931,Private,,,,1.0,1,,,9173 Concession 11,9173 Concession 11 Mount Forest Ontario N0G2L0,Mount Forest,Ontario,N0G2L0,Province of Ontario,Elementary,9173 concession 11 mount forest ontario n0g2l0,9173,concession 11
491,Fern Hill,882178,Private,,,,1.0,1,1.0,,3300 Ninth Line,3300 Ninth Line Oakville Ontario L6H7A8,Oakville,Ontario,L6H7A8,Province of Ontario,Elem/Sec,3300 ninth line oakville ontario l6h7a8,3300,ninth line
492,Fern Hill - Burlington,882353,Private,,,,1.0,1,1.0,,801 North Service Road,801 North Service Road Burlington Ontario L7P5B6,Burlington,Ontario,L7P5B6,Province of Ontario,Elem/Sec,801 north service road burlington ontario l7p5b6,801,north service road
493,Fern Hill School,876046,Private,,,,1.0,1,,,50 Vaughan Street,50 Vaughan Street Ottawa Ontario K1M1X1,Ottawa,Ontario,K1M1X1,Province of Ontario,Elementary,50 vaughan street ottawa ontario k1m1x1,50,vaughan street
494,Fernbank Parochial School,883638,Private,,,,1.0,1,,,7452 Perth Road 121 1,7452 Perth Road 121 1 Newton Ontario N0K1R0,Newton,Ontario,N0K1R0,Province of Ontario,Elementary,7452 perth road 121 1 newton ontario n0k1r0,1,newton
495,FH International High School,669529,Private,,,,,1,1.0,,670 Progress Avenue,670 Progress Avenue Toronto Ontario M1H3A4,Toronto,Ontario,M1H3A4,Province of Ontario,Secondary,670 progress avenue toronto ontario m1h3a4,670,progress avenue
496,FH International High School Online,668794,Private,,,,,1,1.0,,670 Progress Avenue,670 Progress Avenue Scarborough Ontario M1H3A4,Scarborough,Ontario,M1H3A4,Province of Ontario,Secondary,670 progress avenue scarborough ontario m1h3a4,670,progress avenue
497,Fieldstone Day School,878057,Private,,,,1.0,1,,,2999 Dufferin St,2999 Dufferin St Toronto Ontario M6B3T4,Toronto,Ontario,M6B3T4,Province of Ontario,Elementary,2999 dufferin st toronto ontario m6b3t4,2999,dufferin st
498,Fieldstone King's College School,885377,Private,,,,,1,1.0,,2999 Dufferin Street,2999 Dufferin Street Toronto Ontario M6B3T4,Toronto,Ontario,M6B3T4,Province of Ontario,Secondary,2999 dufferin street toronto ontario m6b3t4,2999,dufferin street
499,Fireside Analytics,886528,Private,,,,,1,1.0,,11 Watkinson Avenue,11 Watkinson Avenue Toronto Ontario M6P2E6,Toronto,Ontario,M6P2E6,Province of Ontario,Secondary,11 watkinson avenue toronto ontario m6p2e6,11,watkinson avenue
500,First Lutheran Christian Academy,877123,Private,,,,1.0,1,,,3850 Locke St,3850 Locke St Windsor Ontario N9G1S1,Windsor,Ontario,N9G1S1,Province of Ontario,Elementary,3850 locke st windsor ontario n9g1s1,3850,locke st
501,Flexi Academy,886312,Private,,,,1.0,1,,,23 Moonstream Crt.,23 Moonstream Crt. Mississauga Ontario L5N2P8,Mississauga,Ontario,L5N2P8,Province of Ontario,Elementary,23 moonstream crt mississauga ontario l5n2p8,23,moonstream crt
502,Floradale Parochial School,885622,Private,,,,1.0,1,,,2490 Floradale Road 1,2490 Floradale Road 1 Elmira Ontario N3B2Z1,Elmira,Ontario,N3B2Z1,Province of Ontario,Elementary,2490 floradale road 1 elmira ontario n3b2z1,2490,floradale road 1
503,Fordyce Parochial School,669317,Private,,,,1.0,1,,,38571 Belfast Road 3,38571 Belfast Road 3 Wingham Ontario N0G2W0,Wingham,Ontario,N0G2W0,Province of Ontario,Elementary,38571 belfast road 3 wingham ontario n0g2w0,38571,belfast road 3
504,Forest Heights School,669091,Private,,,,,1,1.0,,20 Crown Steel Drive,20 Crown Steel Drive Markham Ontario L3R9X9,Markham,Ontario,L3R9X9,Province of Ontario,Secondary,20 crown steel drive markham ontario l3r9x9,20,crown steel drive
505,Forest Hill Academy,882430,Private,,,,,1,1.0,,439 Spadina Road,439 Spadina Road Toronto Ontario M5P3M6,Toronto,Ontario,M5P3M6,Province of Ontario,Secondary,439 spadina road toronto ontario m5p3m6,439,spadina road
506,Fort Erie International Academy,665760,Private,,,,1.0,1,1.0,,474 Central Avenue,474 Central Avenue Niagara Ontario L2A3T7,Niagara,Ontario,L2A3T7,Province of Ontario,Elem/Sec,474 central avenue niagara ontario l2a3t7,474,central avenue niagara ontario l2a3t7
507,Foundation Christian School,669733,Private,,,,1.0,1,,,28 Katherine Street South,28 Katherine Street South Winterbourne Ontario N0B2V0,Winterbourne,Ontario,N0B2V0,Province of Ontario,Elementary,28 katherine street south winterbourne ontario n0b2v0,28,katherine street south
508,Foundations For Success,669603,Private,,,,,1,1.0,,17 Oak Avenue,17 Oak Avenue Richmond Hill Ontario L4C6R5,Richmond Hill,Ontario,L4C6R5,Province of Ontario,Secondary,17 oak avenue richmond hill ontario l4c6r5,17,oak avenue
509,Foundations Montessori School,669576,Private,,,,1.0,1,,,265 Wilson Street East,265 Wilson Street East Ancaster Ontario L8G2B8,Ancaster,Ontario,L8G2B8,Province of Ontario,Elementary,265 wilson street east ancaster ontario l8g2b8,265,wilson street east
510,Four Corners Amish School,668218,Private,,,,1.0,1,,,11115 Carter Road,11115 Carter Road Aylmer Ontario N5H2R3,Aylmer,Ontario,N5H2R3,Province of Ontario,Elementary,11115 carter road aylmer ontario n5h2r3,11115,carter road
511,Four Winds Montessori School Inc.,877700,Private,,,,1.0,1,,,116 Church St,116 Church St Bowmanville Ontario L1C1T2,Bowmanville,Ontario,L1C1T2,Province of Ontario,Elementary,116 church st bowmanville ontario l1c1t2,116,church st
512,Fourth Peel Parochial,888320,Private,,,,1.0,1,,,7445 Fourth Line,7445 Fourth Line Wallenstein Ontario N0B2S0,Wallenstein,Ontario,N0B2S0,Province of Ontario,Elementary,7445 fourth line wallenstein ontario n0b2s0,7445,fourth line
513,Francine J. Wesley Secondary School,663048,Private,,,,1.0,1,1.0,,16 St. Andrew's Street,16 St. Andrew's Street KASHECHEWAN Ontario P0L1S0,KASHECHEWAN,Ontario,P0L1S0,Province of Ontario,Elem/Sec,16 st andrew's street kashechewan ontario p0l1s0,16,st andrew's street
514,Free Bird Nature School,882037,Private,,,,1.0,1,,,211 Millford Crescent,211 Millford Crescent Salem Ontario N0B1S0,Salem,Ontario,N0B1S0,Province of Ontario,Elementary,211 millford crescent salem ontario n0b1s0,211,millford crescent
515,Free Spirit Forest and Nature School,884982,Private,,,,1.0,1,,,879 Sixth Street,879 Sixth Street Collingwood Ontario L9Y3Y9,Collingwood,Ontario,L9Y3Y9,Province of Ontario,Elementary,879 sixth street collingwood ontario l9y3y9,879,sixth street
516,Freedom Collective,669043,Private,,,,1.0,1,,,10985 Ridge Line,10985 Ridge Line Blenheim Ontario N0P1A0,Blenheim,Ontario,N0P1A0,Province of Ontario,Elementary,10985 ridge line blenheim ontario n0p1a0,10985,ridge line
517,Freedom High School,886198,Private,,,,,1,1.0,,121 Essex Street,121 Essex Street Goderich Ontario N7A2H8,Goderich,Ontario,N7A2H8,Province of Ontario,Secondary,121 essex street goderich ontario n7a2h8,121,essex street
518,French 4 Tots Ecole Montessori,668404,Private,,,,1.0,1,,,1367 Altona Rd Pickering,1367 Altona Rd Pickering Pickering Ontario L1V1M2,Pickering,Ontario,L1V1M2,Province of Ontario,Elementary,1367 altona rd pickering pickering ontario l1v1m2,1367,altona rd pickering
519,Friendship Amish School,883086,Private,,,,1.0,1,,,52504 Glencolin Line,52504 Glencolin Line Aylmer Ontario N5H2R3,Aylmer,Ontario,N5H2R3,Province of Ontario,Elementary,52504 glencolin line aylmer ontario n5h2r3,52504,glencolin line
520,Fulford Academy,669256,Private,,,,1.0,1,1.0,,280 King Street East,280 King Street East Brockville Ontario K6V1E2,Brockville,Ontario,K6V1E2,Province of Ontario,Elem/Sec,280 king street east brockville ontario k6v1e2,280,king street east
521,Fullbright Academy,883210,Private,,,,,1,1.0,,738 Lyons Creek Road,738 Lyons Creek Road Welland Ontario L3B5N4,Welland,Ontario,L3B5N4,Province of Ontario,Secondary,738 lyons creek road welland ontario l3b5n4,738,lyons creek road
522,Gaagige Kiizhik Gakinoo'amaadiiwi'gamig,664541,Private,,,,1.0,1,,,1450 Valley Drive,1450 Valley Drive Kenora Ontario P9N3Y4,Kenora,Ontario,P9N3Y4,Province of Ontario,Elementary,1450 valley drive kenora ontario p9n3y4,1450,valley drive
523,Gap Academy,877786,Private,,,,1.0,1,1.0,,4 John St,4 John St York Ontario M9N1J3,York,Ontario,M9N1J3,Province of Ontario,Elem/Sec,4 john st york ontario m9n1j3,4,john st
524,Georgian Heights School,887036,Private,,,,1.0,1,1.0,,726022 Sideroad 22B,726022 Sideroad 22B Meaford Ontario N4L1W5,Meaford,Ontario,N4L1W5,Province of Ontario,Elem/Sec,726022 sideroad 22b meaford ontario n4l1w5,726022,sideroad 22b
525,Gibraltar Leadership Academy,669627,Private,,,,1.0,1,1.0,,4140 Finch Avenue E.,4140 Finch Avenue E. Scarborough Ontario M1S3T9,Scarborough,Ontario,M1S3T9,Province of Ontario,Elem/Sec,4140 finch avenue e scarborough ontario m1s3t9,4140,finch avenue e
526,"Giles School, The",884820,Private,,,,1.0,1,,,80 Scarsdale Rd,80 Scarsdale Rd Toronto Ontario M3B2R7,Toronto,Ontario,M3B2R7,Province of Ontario,Elementary,80 scarsdale rd toronto ontario m3b2r7,80,scarsdale rd
527,Girls Only Academy,669084,Private,,,,1.0,1,,,"33 Davisville Avenue, Lower Level","33 Davisville Avenue, Lower Level Toronto Ontario M4S2Y9",Toronto,Ontario,M4S2Y9,Province of Ontario,Elementary,33 davisville avenue lower level toronto ontario m4s2y9,33,davisville avenue
528,Glad Tidings Christian School,883093,Private,,,,1.0,1,1.0,,54 Park St,54 Park St Tara Ontario N0H2N0,Tara,Ontario,N0H2N0,Province of Ontario,Elem/Sec,54 park st tara ontario n0h2n0,54,park st
529,Glebe Montessori School,877840,Private,,,,1.0,1,,,650 Lyon St South,650 Lyon St South Ottawa Ontario K1S3Z7,Ottawa,Ontario,K1S3Z7,Province of Ontario,Elementary,650 lyon st south ottawa ontario k1s3z7,650,lyon st south
530,Glen Bernard Camp,886284,Private,,,,,1,1.0,,2066 South Lake Bernard Rd,2066 South Lake Bernard Rd Sundridge Ontario P0A1Z0,Sundridge,Ontario,P0A1Z0,Province of Ontario,Secondary,2066 south lake bernard rd sundridge ontario p0a1z0,2066,south lake bernard rd
531,Glen Briar Academy,882158,Private,,,,1.0,1,,,210 Wilson Avenue,210 Wilson Avenue Toronto Ontario M5M3B1,Toronto,Ontario,M5M3B1,Province of Ontario,Elementary,210 wilson avenue toronto ontario m5m3b1,210,wilson avenue
532,Glen Meyer Old Colony School,875066,Private,,,,1.0,1,,,1436 1st Concession Road,1436 1st Concession Road Langton Ontario N0E1G0,Langton,Ontario,N0E1G0,Province of Ontario,Elementary,1436 1st concession road langton ontario n0e1g0,1436,1st concession road
533,Glencedar Montessori Private School,668436,Private,,,,1.0,1,,,11 SONOMA BLVD,11 SONOMA BLVD WOODBRIDGE Ontario L4H3C4,WOODBRIDGE,Ontario,L4H3C4,Province of Ontario,Elementary,11 sonoma blvd woodbridge ontario l4h3c4,11,sonoma blvd
534,Glenlee Parochial School,669800,Private,,,,1.0,1,,,6644 Minto Sixth Line 1,6644 Minto Sixth Line 1 Harriston Ontario N0G1Z0,Harriston,Ontario,N0G1Z0,Province of Ontario,Elementary,6644 minto sixth line 1 harriston ontario n0g1z0,6644,minto sixth line 1
535,Glenn Arbour Academy,886485,Private,,,,1.0,1,,,5051 Mainway,5051 Mainway Burlington Ontario L7L5H9,Burlington,Ontario,L7L5H9,Province of Ontario,Elementary,5051 mainway burlington ontario l7l5h9,5051,mainway
536,GlenOak Academy,669460,Private,,,,1.0,1,,,1516 Clarkson Road North,1516 Clarkson Road North Mississauga Ontario L5J2W9,Mississauga,Ontario,L5J2W9,Province of Ontario,Elementary,1516 clarkson road north mississauga ontario l5j2w9,1516,clarkson road north
537,Global Art and Desgin Academy,887032,Private,,,,,1,1.0,,1140 Burnhamthorpe Road West,1140 Burnhamthorpe Road West Mississauga Ontario L5C4E9,Mississauga,Ontario,L5C4E9,Province of Ontario,Secondary,1140 burnhamthorpe road west mississauga ontario l5c4e9,1140,burnhamthorpe road west
538,Global Education Academy,883977,Private,,,,,1,1.0,,36 Atkinson Avenue,36 Atkinson Avenue Thornhill Ontario L4J8C9,Thornhill,Ontario,L4J8C9,Province of Ontario,Secondary,36 atkinson avenue thornhill ontario l4j8c9,36,atkinson avenue thornhill ontario l4j8c9
539,Global Journeys,885651,Private,,,,,1,1.0,,115A Matheson Boulevard West,115A Matheson Boulevard West Mississauga Ontario L5R3L1,Mississauga,Ontario,L5R3L1,Province of Ontario,Secondary,115a matheson boulevard west mississauga ontario l5r3l1,115a,matheson boulevard west
540,Global Montessori Day Nursery & Priv.Ele,884849,Private,,,,1.0,1,,,265 16th Avenue,265 16th Avenue Richmond Hill Ontario L4C7A6,Richmond Hill,Ontario,L4C7A6,Province of Ontario,Elementary,265 16th avenue richmond hill ontario l4c7a6,265,16th avenue
541,Global Private School,884668,Private,,,,1.0,1,1.0,,209 Yonge Street,209 Yonge Street Richmond Hill Ontario L4C3B2,Richmond Hill,Ontario,L4C3B2,Province of Ontario,Elem/Sec,209 yonge street richmond hill ontario l4c3b2,209,yonge street
542,Globe Cambridge High School,883121,Private,,,,,1,1.0,,50 Cavan Street,50 Cavan Street Port Hope Ontario L1A4B1,Port Hope,Ontario,L1A4B1,Province of Ontario,Secondary,50 cavan street port hope ontario l1a4b1,50,cavan street
543,Go Beyond Academy,669525,Private,,,,,1,1.0,,35 West Pearce Street,35 West Pearce Street Richmond Ontario L4B3A9,Richmond,Ontario,L4B3A9,Province of Ontario,Secondary,35 west pearce street richmond ontario l4b3a9,35,west pearce street
544,Gobind Sarvar Brampton,884989,Private,,,,1.0,1,1.0,,187 Deerhurst Drive,187 Deerhurst Drive Brampton Ontario L6T5K3,Brampton,Ontario,L6T5K3,Province of Ontario,Elem/Sec,187 deerhurst drive brampton ontario l6t5k3,187,deerhurst drive
545,Goderich Forest School,668472,Private,,,,1.0,1,,,390 Parsons Court,390 Parsons Court Goderich Ontario N7A4K3,Goderich,Ontario,N7A4K3,Province of Ontario,Elementary,390 parsons court goderich ontario n7a4k3,390,parsons court
546,Goldenlink Academy,665994,Private,,,,,1,1.0,,20 Amber Street,20 Amber Street Markham Ontario L3R5P4,Markham,Ontario,L3R5P4,Province of Ontario,Secondary,20 amber street markham ontario l3r5p4,20,amber street
547,Goldstone Parochial School,885614,Private,,,,1.0,1,,,7205 Sideroad 19 2,7205 Sideroad 19 2 Alma Ontario N0B1A0,Alma,Ontario,N0B1A0,Province of Ontario,Elementary,7205 sideroad 19 2 alma ontario n0b1a0,7205,sideroad 19 2
548,Goodwin Learning Centre,665533,Private,,,,1.0,1,,,149 English Settlement Rd,149 English Settlement Rd Trenton Ontario K8V5P7,Trenton,Ontario,K8V5P7,Province of Ontario,Elementary,149 english settlement rd trenton ontario k8v5p7,149,english settlement rd
549,Gospel Light Christian School,665206,Private,,,,1.0,1,,,714229 Baseline Rd,714229 Baseline Rd Ceylon Ontario N0C1K0,Ceylon,Ontario,N0C1K0,Province of Ontario,Elementary,714229 baseline rd ceylon ontario n0c1k0,714229,baseline rd
550,Gowanstown Old Colony Mennonite Christia,666244,Private,,,,1.0,1,,,8727 Road 164,8727 Road 164 Gowanstown Ontario N0G1Y0,Gowanstown,Ontario,N0G1Y0,Province of Ontario,Elementary,8727 road 164 gowanstown ontario n0g1y0,8727,road 164
551,Grace Academy,669769,Private,,,,1.0,1,1.0,,23 Dover Street,23 Dover Street Otterville Ontario N0J1R0,Otterville,Ontario,N0J1R0,Province of Ontario,Elem/Sec,23 dover street otterville ontario n0j1r0,23,dover street
552,Grace Christian School,884243,Private,,,,1.0,1,,,497 Millgrove Side Road,497 Millgrove Side Road Millgrove Ontario L0R1V0,Millgrove,Ontario,L0R1V0,Province of Ontario,Elementary,497 millgrove side road millgrove ontario l0r1v0,497,millgrove side road
553,Gradale Academy,668497,Private,,,,1.0,1,,,159 Roxborough Drive,159 Roxborough Drive Toronto Ontario M4W1X7,Toronto,Ontario,M4W1X7,Province of Ontario,Elementary,159 roxborough drive toronto ontario m4w1x7,159,roxborough drive
554,Grandview Adventist Academy,885533,Private,,,,1.0,1,,,3975 6 Hwy,3975 6 Hwy Mount Hope Ontario L0R1W0,Mount Hope,Ontario,L0R1W0,Province of Ontario,Elementary,3975 6 hwy mount hope ontario l0r1w0,3975,6 hwy
555,Great Lakes Christian High School,885118,Private,,,,,1,1.0,,4875 King St,4875 King St Beamsville Ontario L0R1B6,Beamsville,Ontario,L0R1B6,Province of Ontario,Secondary,4875 king st beamsville ontario l0r1b6,4875,king st
556,"Great Lakes College of Toronto, The",889920,Private,,,,,1,1.0,,323 Keele St,323 Keele St Toronto Ontario M6P2K6,Toronto,Ontario,M6P2K6,Province of Ontario,Secondary,323 keele st toronto ontario m6p2k6,323,keele st
557,Great Lakes Online Academy,665080,Private,,,,,1,1.0,,323 Keeke Street,323 Keeke Street Toronto Ontario M6P2K6,Toronto,Ontario,M6P2K6,Province of Ontario,Secondary,323 keeke street toronto ontario m6p2k6,323,keeke street
558,Great Lyn International Academy,669151,Private,,,,,1,1.0,,4789 Yonge Street,4789 Yonge Street North York Ontario M2N0G3,North York,Ontario,M2N0G3,Province of Ontario,Secondary,4789 yonge street north york ontario m2n0g3,4789,yonge street
559,Great Moose Adventures,669200,Private,,,,1.0,1,,,1368 Housey's Rapids Road,1368 Housey's Rapids Road Gravenhurst Ontario P1P1R3,Gravenhurst,Ontario,P1P1R3,Province of Ontario,Elementary,1368 housey's rapids road gravenhurst ontario p1p1r3,1368,housey's rapids road
560,Great Oaks Secondary School,669136,Private,,,,,1,1.0,,225 Sparks Avenue,225 Sparks Avenue Toronto Ontario M2H2S5,Toronto,Ontario,M2H2S5,Province of Ontario,Secondary,225 sparks avenue toronto ontario m2h2s5,225,sparks avenue
561,Green Apple Alternative School,665747,Private,,,,,1,1.0,,5 Brisdale Drive,5 Brisdale Drive Brampton Ontario L7A0S9,Brampton,Ontario,L7A0S9,Province of Ontario,Secondary,5 brisdale drive brampton ontario l7a0s9,5,brisdale drive
562,Green High School,666793,Private,,,,,1,1.0,,300 John St,300 John St Thornhill Ontario L3T5W4,Thornhill,Ontario,L3T5W4,Province of Ontario,Secondary,300 john st thornhill ontario l3t5w4,300,john st
563,Green Road High School,666717,Private,,,,,1,1.0,,7191 Yonge Street,7191 Yonge Street Thornhill Ontario L3T0C4,Thornhill,Ontario,L3T0C4,Province of Ontario,Secondary,7191 yonge street thornhill ontario l3t0c4,7191,yonge street
