idx,facility_name,ISCED020,ISCED1,ISCED2,ISCED3,grade_range,address_str,city,postal_code,province,provider,address_str_clean,street_no,street_name
407,Home-based School,1,1,1,1,Gr. K-12,sk,,,sk,Province of Saskatchewan,sk,,
408,Indian Head Elementary School,1,1,0,0,Gr. K-6,BOX 1270 INDIAN HEAD sk S0G 2K0,INDIAN HEAD,S0G 2K0,sk,Province of Saskatchewan,indian head sk s0g 2k0,,
409,Indian Head High School,0,0,1,1,Gr. 7-12,BOX 609 INDIAN HEAD sk S0G 2K0,INDIAN HEAD,S0G 2K0,sk,Province of Saskatchewan,indian head sk s0g 2k0,,
410,James Hamblin Elementary School,1,1,1,0,Gr. K-8,BOX 90 QU'APPELLE sk S0G 4A0,QU'APPELLE,S0G 4A0,sk,Province of Saskatchewan,qu'appelle sk s0g 4a0,,
411,Kelliher School,1,1,1,1,Gr. K-12,BOX 220 KELLIHER sk S0A 1V0,KELLIHER,S0A 1V0,sk,Province of Saskatchewan,kelliher sk s0a 1v0,,
412,Kennedy Langbank Elementary School,1,1,1,0,Gr. K-8,BOX 130 KENNEDY sk S0G 2R0,KENNEDY,S0G 2R0,sk,Province of Saskatchewan,kennedy sk s0g 2r0,,
413,Kipling School,1,1,1,1,Gr. K-12,BOX 730 KIPLING sk S0G 2S0,KIPLING,S0G 2S0,sk,Province of Saskatchewan,kipling sk s0g 2s0,,
414,Lajord Colony School,1,1,1,1,Gr. K-12,BOX 514 STN MAIN WHITE CITY sk S4L 5B1,WHITE CITY,S4L 5B1,sk,Province of Saskatchewan,stn main white city sk s4l 5b1,,stn main
415,Lipton School,1,1,1,1,Gr. K-12,BOX 160 LIPTON sk S0G 3B0,LIPTON,S0G 3B0,sk,Province of Saskatchewan,lipton sk s0g 3b0,,
416,Lumsden High School,0,0,1,1,Gr. 9-12,BOX 449 LUMSDEN sk S0G 3C0,LUMSDEN,S0G 3C0,sk,Province of Saskatchewan,lumsden sk s0g 3c0,,
417,McLean Elementary School,1,1,1,0,Gr. K-8,BOX 236 MCLEAN sk S0G 3E0,MCLEAN,S0G 3E0,sk,Province of Saskatchewan,mclean sk s0g 3e0,,
418,Milestone School,1,1,1,1,Gr. K-12,BOX 478 MILESTONE sk S0G 3L0,MILESTONE,S0G 3L0,sk,Province of Saskatchewan,milestone sk s0g 3l0,,
419,Montmartre School,1,1,1,1,Gr. K-12,BOX 300 MONTMARTRE sk S0G 3M0,MONTMARTRE,S0G 3M0,sk,Province of Saskatchewan,montmartre sk s0g 3m0,,
420,North Valley Elementary School,1,1,0,0,Gr. K-6,BOX 40 NEUDORF sk S0A 2T0,NEUDORF,S0A 2T0,sk,Province of Saskatchewan,neudorf sk s0a 2t0,,
421,North Valley High School,0,0,1,1,Gr. 7-12,BOX 10 LEMBERG sk S0A 2B0,LEMBERG,S0A 2B0,sk,Province of Saskatchewan,lemberg sk s0a 2b0,,
422,Pense Elementary School,1,1,1,0,Gr. K-8,GENERAL DELIVERY PENSE sk S0G 3W0,PENSE,S0G 3W0,sk,Province of Saskatchewan,general delivery pense sk s0g 3w0,,general delivery
423,Pilot Butte Elementary School,1,1,1,0,Gr. K-8,BOX 390 PILOT BUTTE sk S0G 3Z0,PILOT BUTTE,S0G 3Z0,sk,Province of Saskatchewan,pilot butte sk s0g 3z0,,
424,Robert Southey School,1,1,1,1,Gr. K-12,BOX 460 SOUTHEY sk S0G 4P0,SOUTHEY,S0G 4P0,sk,Province of Saskatchewan,southey sk s0g 4p0,,
425,Sedley Elementary School,1,1,1,0,Gr. K-8,BOX 68 SEDLEY sk S0G 4K0,SEDLEY,S0G 4K0,sk,Province of Saskatchewan,sedley sk s0g 4k0,,
426,South Shore Elementary School,1,1,1,0,Gr. K-8,BOX 399 REGINA BEACH sk S0G 4C0,REGINA BEACH,S0G 4C0,sk,Province of Saskatchewan,regina beach sk s0g 4c0,,
427,Stewart Nicks Elementary School,1,1,1,0,Gr. K-8,RR 2 SITE 200 BOX 65 REGINA sk S4P 2Z2,REGINA,S4P 2Z2,sk,Province of Saskatchewan,rr 2 site 200 regina sk s4p 2z2,,rr 2
428,Vibank School,1,1,1,1,Gr. K-12,BOX 70 VIBANK sk S0G 4Y0,VIBANK,S0G 4Y0,sk,Province of Saskatchewan,vibank sk s0g 4y0,,
429,Whitewood School,1,1,1,1,Gr. K-12,BOX 10 WHITEWOOD sk S0G 5C0,WHITEWOOD,S0G 5C0,sk,Province of Saskatchewan,whitewood sk s0g 5c0,,
430,Wolseley High School,0,0,1,1,Gr. 7-12,BOX 460 WOLSELEY sk S0G 5H0,WOLSELEY,S0G 5H0,sk,Province of Saskatchewan,wolseley sk s0g 5h0,,
431,École Holy Cross School,1,1,1,0,Gr. K-8,2051 15TH AVENUE E PRINCE ALBERT sk S6V 6T5,PRINCE ALBERT,S6V 6T5,sk,Province of Saskatchewan,2051 15th avenue e prince albert sk s6v 6t5,2051,15th avenue e
432,École St. Anne School,1,1,1,0,Gr. K-8,530 24TH ST W PRINCE ALBERT sk S6V 4N3,PRINCE ALBERT,S6V 4N3,sk,Province of Saskatchewan,530 24th st w prince albert sk s6v 4n3,530,24th st w
433,École St. Mary High School,0,0,1,1,Gr. 9-12,380 14TH STREET W PRINCE ALBERT sk S6V 3L5,PRINCE ALBERT,S6V 3L5,sk,Province of Saskatchewan,380 14th street w prince albert sk s6v 3l5,380,14th street w
434,Home-based School,0,1,1,1,Gr. 2-11,sk,,,sk,Province of Saskatchewan,sk,,
435,St. Catherine Catholic School,1,1,0,0,Gr. K-6,1180 BRANION DRIVE PRINCE ALBERT sk S6V 2S8,PRINCE ALBERT,S6V 2S8,sk,Province of Saskatchewan,1180 branion drive prince albert sk s6v 2s8,1180,branion drive
436,St. Francis School,1,1,1,0,Gr. K-8,1695 OLIVE DIEFENBAKER DRIVE PRINCE ALBERT sk S6X 1B8,PRINCE ALBERT,S6X 1B8,sk,Province of Saskatchewan,1695 olive diefenbaker drive prince albert sk s6x 1b8,1695,olive diefenbaker drive
437,St. John Community School,1,1,1,0,Gr. K-8,1453 7TH STREET E PRINCE ALBERT sk S6V 0V3,PRINCE ALBERT,S6V 0V3,sk,Province of Saskatchewan,1453 7th street e prince albert sk s6v 0v3,1453,7th street e
438,St. Michael Community School,1,1,1,0,Gr. K-8,1695 17TH STREET WEST PRINCE ALBERT sk S6V 6W2,PRINCE ALBERT,S6V 6W2,sk,Province of Saskatchewan,1695 17th street west prince albert sk s6v 6w2,1695,17th street west
439,Archbishop M.C. O'Neill Catholic High School,0,0,1,1,Gr. 9-12,134 ARGYLE STREET REGINA sk S4R 4C3,REGINA,S4R 4C3,sk,Province of Saskatchewan,134 argyle street regina sk s4r 4c3,134,argyle street
440,Deshaye Catholic School,1,1,1,0,Gr. K-8,37 CAMERON CRESCENT REGINA sk S4S 2X1,REGINA,S4S 2X1,sk,Province of Saskatchewan,37 cameron crescent regina sk s4s 2x1,37,cameron crescent
441,Dr. Martin LeBoldus Catholic High School,0,0,1,1,Gr. 9-12,2330 25TH AVENUE REGINA sk S4S 4E6,REGINA,S4S 4E6,sk,Province of Saskatchewan,2330 25th avenue regina sk s4s 4e6,2330,25th avenue
442,École St. Angela Merici,1,1,1,0,Gr. K-8,6823 GILLMORE DRIVE REGINA sk S4X 4J3,REGINA,S4X 4J3,sk,Province of Saskatchewan,6823 gillmore drive regina sk s4x 4j3,6823,gillmore drive
443,École St. Elizabeth,1,1,1,0,Gr. K-8,5149 E GREEN BROOKS WAY REGINA sk S4V 3M4,REGINA,S4V 3M4,sk,Province of Saskatchewan,5149 e green brooks way regina sk s4v 3m4,5149,e green brooks way
444,École St. Mary,1,1,1,0,Gr. K-8,140 MCINTOSH STREET N. REGINA sk S4R 4Z9,REGINA,S4R 4Z9,sk,Province of Saskatchewan,140 mcintosh street n regina sk s4r 4z9,140,mcintosh street n
445,École St. Pius X,1,1,1,0,Gr. K-8,3301 GARNET STREET REGINA sk S4S 1X8,REGINA,S4S 1X8,sk,Province of Saskatchewan,3301 garnet street regina sk s4s 1x8,3301,garnet street
446,Holy Rosary Community School,1,1,1,0,Gr. K-8,3118 14TH AVENUE REGINA sk S4T 1R9,REGINA,S4T 1R9,sk,Province of Saskatchewan,3118 14th avenue regina sk s4t 1r9,3118,14th avenue
447,Home-based School,1,1,1,1,Gr. K-12,sk,,,sk,Province of Saskatchewan,sk,,
448,Jean Vanier School,1,1,1,1,Gr. K-12,425 15TH AVENUE REGINA sk S4N 0V1,REGINA,S4N 0V1,sk,Province of Saskatchewan,425 15th avenue regina sk s4n 0v1,425,15th avenue
449,Michael A. Riffel Catholic High School,0,0,1,1,Gr. 9-12,5757 ROCHDALE BLVD. REGINA sk S4X 3P5,REGINA,S4X 3P5,sk,Province of Saskatchewan,5757 rochdale blvd regina sk s4x 3p5,5757,rochdale blvd
450,Miller Comprehensive Catholic High School,0,0,1,1,Gr. 9-12,1027 COLLEGE AVENUE REGINA sk S4P 1A7,REGINA,S4P 1A7,sk,Province of Saskatchewan,1027 college avenue regina sk s4p 1a7,1027,college avenue
451,Mother Teresa Middle School,0,1,1,0,Gr. 6-8,1975 - 2ND AVE N REGINA sk S4R 0Y1,REGINA,S4R 0Y1,sk,Province of Saskatchewan,1975 2nd ave n regina sk s4r 0y1,1975,2nd ave n
452,Regina Catholic Learning Online,0,0,0,1,Gr. 11-12,2160 CAMERON ST REGINA sk S4T 2V6,REGINA,S4T 2V6,sk,Province of Saskatchewan,2160 cameron st regina sk s4t 2v6,2160,cameron st
453,Sacred Heart Community School,1,1,1,0,Gr. K-8,1325 ARGYLE ST REGINA sk S4T 2Z8,REGINA,S4T 2Z8,sk,Province of Saskatchewan,1325 argyle st regina sk s4t 2z8,1325,argyle st
454,St. Augustine Community School,1,1,1,0,Gr. K-8,2343 EDGAR STREET REGINA sk S4N 3L2,REGINA,S4N 3L2,sk,Province of Saskatchewan,2343 edgar street regina sk s4n 3l2,2343,edgar street
455,St. Bernadette School,1,1,1,0,Gr. K-8,727 MCINTOSH STREET N REGINA sk S4R 6E4,REGINA,S4R 6E4,sk,Province of Saskatchewan,727 mcintosh street n regina sk s4r 6e4,727,mcintosh street n
456,St. Catherine School,1,1,1,0,Gr. K-8,150 BROTHERTON AVENUE REGINA sk S4N 0J7,REGINA,S4N 0J7,sk,Province of Saskatchewan,150 brotherton avenue regina sk s4n 0j7,150,brotherton avenue
457,St. Dominic Savio Elementary,1,1,1,0,Gr. K-8,195 WINDFIELD ROAD REGINA sk S4V 0E9,REGINA,S4V 0E9,sk,Province of Saskatchewan,195 windfield road regina sk s4v 0e9,195,windfield road
458,St. Francis Community School,1,1,1,0,Gr. K-8,45 MIKKELSON DRIVE REGINA sk S4T 6B7,REGINA,S4T 6B7,sk,Province of Saskatchewan,45 mikkelson drive regina sk s4t 6b7,45,mikkelson drive
459,St. Gabriel School,1,1,1,0,Gr. K-8,3150 WINDSOR PARK ROAD REGINA sk S4V 3A1,REGINA,S4V 3A1,sk,Province of Saskatchewan,3150 windsor park road regina sk s4v 3a1,3150,windsor park road
460,St. Gregory School,1,1,1,0,Gr. K-8,302 UPLANDS DRIVE REGINA sk S4R 5X3,REGINA,S4R 5X3,sk,Province of Saskatchewan,302 uplands drive regina sk s4r 5x3,302,uplands drive
461,St. Jerome School,1,1,1,0,Gr. K-8,770 RINK AVENUE REGINA sk S4X 1V8,REGINA,S4X 1V8,sk,Province of Saskatchewan,770 rink avenue regina sk s4x 1v8,770,rink avenue
462,St. Joan of Arc School,1,1,1,0,Gr. K-8,10 DEMPSEY AVENUE REGINA sk S4T 7H9,REGINA,S4T 7H9,sk,Province of Saskatchewan,10 dempsey avenue regina sk s4t 7h9,10,dempsey avenue
463,St. Josaphat School,1,1,1,0,Gr. K-8,140 GREENWOOD CRESCENT REGINA sk S4X 1G4,REGINA,S4X 1G4,sk,Province of Saskatchewan,140 greenwood crescent regina sk s4x 1g4,140,greenwood crescent
464,St. Kateri Tekakwitha School,1,1,1,0,Gr. K-8,4415 JAMES HILL RD REGINA sk S4W 0R9,REGINA,S4W 0R9,sk,Province of Saskatchewan,4415 james hill rd regina sk s4w 0r9,4415,james hill rd
465,St. Luke School,0,1,1,1,Gr. 2-12,625 ELPHINSTONE STREET REGINA sk S4T 3L1,REGINA,S4T 3L1,sk,Province of Saskatchewan,625 elphinstone street regina sk s4t 3l1,625,elphinstone street
466,St. Marguerite Bourgeoys School,1,1,1,0,Gr. K-8,2910 SHOOTER DRIVE E REGINA sk S4V 0Y7,REGINA,S4V 0Y7,sk,Province of Saskatchewan,2910 shooter drive e regina sk s4v 0y7,2910,shooter drive
467,St. Matthew School,1,1,1,0,Gr. K-8,4710 CASTLE ROAD REGINA sk S4S 4X1,REGINA,S4S 4X1,sk,Province of Saskatchewan,4710 castle road regina sk s4s 4x1,4710,castle road
468,St. Michael Community School,1,1,1,0,Gr. K-8,431 HAMILTON STREET REGINA sk S4R 2A8,REGINA,S4R 2A8,sk,Province of Saskatchewan,431 hamilton street regina sk s4r 2a8,431,hamilton street
469,St. Nicholas School,1,1,1,0,Gr. K-8,7651 MAPLEFORD BLVD REGINA sk S4Y 0C6,REGINA,S4Y 0C6,sk,Province of Saskatchewan,7651 mapleford blvd regina sk s4y 0c6,7651,mapleford blvd
470,St. Peter School,1,1,1,0,Gr. K-8,150 ARGYLE STREET REGINA sk S4R 4C3,REGINA,S4R 4C3,sk,Province of Saskatchewan,150 argyle street regina sk s4r 4c3,150,argyle street
471,St. Theresa School,1,1,1,0,Gr. K-8,2707 7TH AVENUE E REGINA sk S4N 5E8,REGINA,S4N 5E8,sk,Province of Saskatchewan,2707 7th avenue e regina sk s4n 5e8,2707,7th avenue e
472,St. Timothy School,1,1,1,0,Gr. K-8,280 SANGSTER BLVD. REGINA sk S4R 7H5,REGINA,S4R 7H5,sk,Province of Saskatchewan,280 sangster blvd regina sk s4r 7h5,280,sangster blvd
473,Albert School,1,1,1,0,Gr. K-8,1340 ROBINSON STREET REGINA sk S4T 2N4,REGINA,S4T 2N4,sk,Province of Saskatchewan,1340 robinson street regina sk s4t 2n4,1340,robinson street
474,Allan Blakeney Adult Campus,0,0,0,1,Gr. 12-12,4210 4TH AVE REGINA sk S4T 0H6,REGINA,S4T 0H6,sk,Province of Saskatchewan,4210 4th ave regina sk s4t 0h6,4210,4th ave
475,Arcola School,1,1,1,0,Gr. K-8,2315 ABBOTT ROAD REGINA sk S4N 2K2,REGINA,S4N 2K2,sk,Province of Saskatchewan,2315 abbott road regina sk s4n 2k2,2315,abbott road
476,Argyle School,1,1,1,0,Gr. K-8,2941 LAKEVIEW AVENUE REGINA sk S4S 1G8,REGINA,S4S 1G8,sk,Province of Saskatchewan,2941 lakeview avenue regina sk s4s 1g8,2941,lakeview avenue
477,Balfour Collegiate,0,0,1,1,Gr. 9-12,1245 COLLEGE AVENUE REGINA sk S4P 1B1,REGINA,S4P 1B1,sk,Province of Saskatchewan,1245 college avenue regina sk s4p 1b1,1245,college avenue
478,Campbell Collegiate,0,0,1,1,Gr. 9-12,102 MASSEY ROAD REGINA sk S4S 4M9,REGINA,S4S 4M9,sk,Province of Saskatchewan,102 massey road regina sk s4s 4m9,102,massey road
479,Campus Regina Public - Regina Trades and Skills Centre,0,0,0,1,Gr. 11-12,828 ALBERT ST REGINA sk S4R 2P5,REGINA,S4R 2P5,sk,Province of Saskatchewan,828 albert st regina sk s4r 2p5,828,albert st
480,Coronation Park School,1,1,1,0,Gr. K-8,3105 4TH AVENUE N REGINA sk S4R 0V2,REGINA,S4R 0V2,sk,Province of Saskatchewan,3105 4th avenue n regina sk s4r 0v2,3105,4th avenue n
481,Douglas Park School,1,1,1,0,Gr. K-8,635 DOUGLAS AVENUE REGINA sk S4N 1H7,REGINA,S4N 1H7,sk,Province of Saskatchewan,635 douglas avenue regina sk s4n 1h7,635,douglas avenue
482,Dr. A.E. Perry School,1,1,1,0,Gr. K-8,93 LINCOLN DRIVE REGINA sk S4S 6P1,REGINA,S4S 6P1,sk,Province of Saskatchewan,93 lincoln drive regina sk s4s 6p1,93,lincoln drive
483,Dr. George Ferguson School,1,1,1,0,Gr. K-8,117 BROTHERTON AVENUE REGINA sk S4N 0J8,REGINA,S4N 0J8,sk,Province of Saskatchewan,117 brotherton avenue regina sk s4n 0j8,117,brotherton avenue
484,Dr. L.M. Hanna School,1,1,1,0,Gr. K-8,55 DAVIN CRESCENT REGINA sk S4R 7E4,REGINA,S4R 7E4,sk,Province of Saskatchewan,55 davin crescent regina sk s4r 7e4,55,davin crescent
485,École Centennial School,1,1,1,0,Gr. K-8,6903 DALGLIESH DRIVE REGINA sk S4X 3A1,REGINA,S4X 3A1,sk,Province of Saskatchewan,6903 dalgliesh drive regina sk s4x 3a1,6903,dalgliesh drive
486,École Connaught School,1,1,1,0,Gr. K-8,3515 13TH AVE REGINA sk S4T 1Z5,REGINA,S4T 1Z5,sk,Province of Saskatchewan,3515 13th ave regina sk s4t 1z5,3515,13th ave
487,École Harbour Landing School,1,1,1,0,Gr. K-8,4423 JAMES HILL RD REGINA sk S4W 0K5,REGINA,S4W 0K5,sk,Province of Saskatchewan,4423 james hill rd regina sk s4w 0k5,4423,james hill rd
488,École Massey School,1,1,1,0,Gr. K-8,131 MASSEY ROAD REGINA sk S4S 4N3,REGINA,S4S 4N3,sk,Province of Saskatchewan,131 massey road regina sk s4s 4n3,131,massey road
489,École W. S. Hawrylak School,1,1,1,0,Gr. K-8,2530 ASSINIBOINE AVENUE REGINA sk S4V 2R6,REGINA,S4V 2R6,sk,Province of Saskatchewan,2530 assiniboine avenue regina sk s4v 2r6,2530,assiniboine avenue
490,École Wascana Plains School,1,1,1,0,Gr. K-8,5125 E GREEN BROOKS WAY REGINA sk S4V 3M4,REGINA,S4V 3M4,sk,Province of Saskatchewan,5125 e green brooks way regina sk s4v 3m4,5125,e green brooks way
491,École Wilfrid Walker School,1,1,1,0,Gr. K-8,2102 WAGMAN DRIVE E REGINA sk S4V 0R1,REGINA,S4V 0R1,sk,Province of Saskatchewan,2102 wagman drive e regina sk s4v 0r1,2102,wagman drive
492,Elsie Mironuck School,1,1,1,0,Gr. K-8,18 WAKEFIELD DRIVE REGINA sk S4R 4T3,REGINA,S4R 4T3,sk,Province of Saskatchewan,18 wakefield drive regina sk s4r 4t3,18,wakefield drive
493,Ethel Milliken School,1,1,1,0,Gr. K-8,4510 QUEEN STREET REGINA sk S4S 6K9,REGINA,S4S 6K9,sk,Province of Saskatchewan,4510 queen street regina sk s4s 6k9,4510,queen street
494,F.W. Johnson Collegiate,0,0,1,1,Gr. 9-12,400 FINES DRIVE REGINA sk S4N 5L9,REGINA,S4N 5L9,sk,Province of Saskatchewan,400 fines drive regina sk s4n 5l9,400,fines drive
495,George Lee School,1,1,1,0,Gr. K-8,180 WELLS STREET REGINA sk S4R 5Z7,REGINA,S4R 5Z7,sk,Province of Saskatchewan,180 wells street regina sk s4r 5z7,180,wells street
496,Gladys McDonald School,1,1,1,0,Gr. K-8,335 GARNET STREET N REGINA sk S4R 3S8,REGINA,S4R 3S8,sk,Province of Saskatchewan,335 garnet street n regina sk s4r 3s8,335,garnet street n
497,Glen Elm School,1,1,1,0,Gr. K-8,1225 9TH AVENUE E REGINA sk S4N 0H4,REGINA,S4N 0H4,sk,Province of Saskatchewan,1225 9th avenue e regina sk s4n 0h4,1225,9th avenue e
498,Grant Road School,1,1,1,0,Gr. K-8,2501 GRANT ROAD REGINA sk S4S 5E7,REGINA,S4S 5E7,sk,Province of Saskatchewan,2501 grant road regina sk s4s 5e7,2501,grant road
499,Harvest City Christian Academy,1,1,1,1,Gr. K-12,2202 8TH AVENUE NORTH REGINA sk S4R 7T9,REGINA,S4R 7T9,sk,Province of Saskatchewan,2202 8th avenue north regina sk s4r 7t9,2202,8th avenue north
500,Henry Braun School,1,1,1,0,Gr. K-8,710 GRAHAM ROAD REGINA sk S4N 7A5,REGINA,S4N 7A5,sk,Province of Saskatchewan,710 graham road regina sk s4n 7a5,710,graham road
501,Henry Janzen School,1,1,1,0,Gr. K-8,222 RINK AVENUE REGINA sk S4R 7T8,REGINA,S4R 7T8,sk,Province of Saskatchewan,222 rink avenue regina sk s4r 7t8,222,rink avenue
502,Home-based School,1,1,1,1,Gr. K-12,sk,,,sk,Province of Saskatchewan,sk,,
503,Imperial School,1,1,1,0,Gr. K-8,200 BROAD STREET REGINA sk S4R 1W9,REGINA,S4R 1W9,sk,Province of Saskatchewan,200 broad street regina sk s4r 1w9,200,broad street
504,Isp2,0,1,1,0,Gr. 6-9,1915 RETALLACK ST REGINA sk S4T 2K1,REGINA,S4T 2K1,sk,Province of Saskatchewan,1915 retallack st regina sk s4t 2k1,1915,retallack st
505,Jack MacKenzie School,1,1,1,0,Gr. K-8,3838 BUCKINGHAM DR. E. REGINA sk S4V 3A1,REGINA,S4V 3A1,sk,Province of Saskatchewan,3838 buckingham dr e regina sk s4v 3a1,3838,buckingham dr
506,Judge Bryant School,1,1,1,0,Gr. K-8,2828 DEWDNEY AVENUE E REGINA sk S4N 5G8,REGINA,S4N 5G8,sk,Province of Saskatchewan,2828 dewdney avenue e regina sk s4n 5g8,2828,dewdney avenue e
507,Kitchener School,1,1,1,0,Gr. K-8,840 ATHOL STREET REGINA sk S4T 3B5,REGINA,S4T 3B5,sk,Province of Saskatchewan,840 athol street regina sk s4t 3b5,840,athol street
508,Lakeview School,1,1,1,0,Gr. K-8,3100 20TH AVENUE REGINA sk S4S 0N8,REGINA,S4S 0N8,sk,Province of Saskatchewan,3100 20th avenue regina sk s4s 0n8,3100,20th avenue
509,M.J. Coldwell School,1,1,1,0,Gr. K-8,103 FAIRVIEW ROAD REGINA sk S4R 0A6,REGINA,S4R 0A6,sk,Province of Saskatchewan,103 fairview road regina sk s4r 0a6,103,fairview road
510,MacNeill School,1,1,1,0,Gr. K-8,6215 WHELAN DRIVE REGINA sk S4X 3P6,REGINA,S4X 3P6,sk,Province of Saskatchewan,6215 whelan drive regina sk s4x 3p6,6215,whelan drive
511,Marion McVeety School,1,1,1,0,Gr. K-8,38 TURGEON CRESCENT REGINA sk S4S 3Z7,REGINA,S4S 3Z7,sk,Province of Saskatchewan,38 turgeon crescent regina sk s4s 3z7,38,turgeon crescent
512,Martin Collegiate,0,0,1,1,Gr. 9-12,1100 MCINTOSH REGINA sk S4T 5B7,REGINA,S4T 5B7,sk,Province of Saskatchewan,1100 mcintosh regina sk s4t 5b7,1100,mcintosh
513,McDermid School,1,1,1,0,Gr. K-8,139 TORONTO STREET REGINA sk S4R 1L8,REGINA,S4R 1L8,sk,Province of Saskatchewan,139 toronto street regina sk s4r 1l8,139,toronto street
514,McLurg School,1,1,1,0,Gr. K-8,125 PAYNTER CRESCENT REGINA sk S4X 2A9,REGINA,S4X 2A9,sk,Province of Saskatchewan,125 paynter crescent regina sk s4x 2a9,125,paynter crescent
515,Plainsview School,1,1,1,0,Gr. K-8,7741 MAPLEFORD BLVD REGINA sk S4Y 0C6,REGINA,S4Y 0C6,sk,Province of Saskatchewan,7741 mapleford blvd regina sk s4y 0c6,7741,mapleford blvd
516,Regina Christian School,1,1,1,1,Gr. K-12,2505 23RD AVE REGINA sk S4S 7K7,REGINA,S4S 7K7,sk,Province of Saskatchewan,2505 23rd ave regina sk s4s 7k7,2505,23rd ave
517,Regina Huda School,1,1,1,1,Gr. K-12,40 SHEPPARD STREET REGINA sk S4R 3M6,REGINA,S4R 3M6,sk,Province of Saskatchewan,40 sheppard street regina sk s4r 3m6,40,sheppard street
518,Regina Public Schools Night School,0,0,0,1,Gr. 12-12,2314 11TH AVE REGINA sk S4P 0K1,REGINA,S4P 0K1,sk,Province of Saskatchewan,2314 11th ave regina sk s4p 0k1,2314,11th ave
519,Rosemont School,1,1,1,0,Gr. K-8,841 HORACE STREET REGINA sk S4T 5L1,REGINA,S4T 5L1,sk,Province of Saskatchewan,841 horace street regina sk s4t 5l1,841,horace street
520,Ruth M. Buck School,1,1,1,0,Gr. K-8,6330 7TH AVENUE N REGINA sk S4T 7J1,REGINA,S4T 7J1,sk,Province of Saskatchewan,6330 7th avenue n regina sk s4t 7j1,6330,7th avenue n
521,Ruth Pawson School,1,1,1,0,Gr. K-8,40 WEEKES CRESCENT REGINA sk S4R 6X7,REGINA,S4R 6X7,sk,Province of Saskatchewan,40 weekes crescent regina sk s4r 6x7,40,weekes crescent
522,Scott Collegiate,0,0,1,1,Gr. 9-12,3355 6TH AVE REGINA sk S4T 0P6,REGINA,S4T 0P6,sk,Province of Saskatchewan,3355 6th ave regina sk s4t 0p6,3355,6th ave
523,Seven Stones School,1,1,1,0,Gr. K-8,1101 PRINCESS ST REGINA sk S4T 3Y3,REGINA,S4T 3Y3,sk,Province of Saskatchewan,1101 princess st regina sk s4t 3y3,1101,princess st
524,Sheldon-Williams Collegiate,0,0,1,1,Gr. 9-12,2601 CORONATION STREET REGINA sk S4S 0L4,REGINA,S4S 0L4,sk,Province of Saskatchewan,2601 coronation street regina sk s4s 0l4,2601,coronation street
525,The Crescents School,1,1,1,0,Gr. K-8,2401 RETALLACK REGINA sk S4T 2L2,REGINA,S4T 2L2,sk,Province of Saskatchewan,2401 retallack regina sk s4t 2l2,2401,retallack
526,Thom Collegiate,0,0,1,1,Gr. 9-12,265 ARGYLE STREET N REGINA sk S4R 4C7,REGINA,S4R 4C7,sk,Province of Saskatchewan,265 argyle street n regina sk s4r 4c7,265,argyle street n
527,Thomson School,1,1,1,0,Gr. K-8,2033 TORONTO STREET REGINA sk S4P 1N2,REGINA,S4P 1N2,sk,Province of Saskatchewan,2033 toronto street regina sk s4p 1n2,2033,toronto street
528,Victoria Campus,0,0,1,1,Gr. 9-12,1915 RETALLACK ST REGINA sk S4T 2K1,REGINA,S4T 2K1,sk,Province of Saskatchewan,1915 retallack st regina sk s4t 2k1,1915,retallack st
529,W.F. Ready School,1,1,1,0,Gr. K-8,2710 HELMSING STREET REGINA sk S4V 0W9,REGINA,S4V 0W9,sk,Province of Saskatchewan,2710 helmsing street regina sk s4v 0w9,2710,helmsing street
530,W.H. Ford School,1,1,1,0,Gr. K-8,480 RINK AVENUE REGINA sk S4X 1S7,REGINA,S4X 1S7,sk,Province of Saskatchewan,480 rink avenue regina sk s4x 1s7,480,rink avenue
531,Walker School,1,1,1,0,Gr. K-8,5637 7TH AVENUE REGINA sk S4T 0S9,REGINA,S4T 0S9,sk,Province of Saskatchewan,5637 7th avenue regina sk s4t 0s9,5637,7th avenue
532,Wilfred Hunt School,1,1,1,0,Gr. K-8,101 MAYFIELD ROAD REGINA sk S4V 0B5,REGINA,S4V 0B5,sk,Province of Saskatchewan,101 mayfield road regina sk s4v 0b5,101,mayfield road
533,Winston Knoll Collegiate,0,0,1,1,Gr. 9-12,5255 ROCHDALE BLVD. REGINA sk S4X 4M8,REGINA,S4X 4M8,sk,Province of Saskatchewan,5255 rochdale blvd regina sk s4x 4m8,5255,rochdale blvd
534,Big River Public High School,0,0,1,1,Gr. 7-12,BOX 430 BIG RIVER sk S0J 0E0,BIG RIVER,S0J 0E0,sk,Province of Saskatchewan,big river sk s0j 0e0,,
535,Birch Hills Public School,1,1,1,1,Gr. K-12,BOX 219 BIRCH HILLS sk S0J 0G0,BIRCH HILLS,S0J 0G0,sk,Province of Saskatchewan,birch hills sk s0j 0g0,,
536,Canwood Public School,1,1,1,1,Gr. K-12,BOX 370 CANWOOD sk S0J 0K0,CANWOOD,S0J 0K0,sk,Province of Saskatchewan,canwood sk s0j 0k0,,
537,Carlton Comprehensive Public High School,0,0,1,1,Gr. 9-12,665 28TH STREET E PRINCE ALBERT sk S6V 6E9,PRINCE ALBERT,S6V 6E9,sk,Province of Saskatchewan,665 28th street e prince albert sk s6v 6e9,665,28th street e
