idx,facility_name,source_id,authority_type,grade_range,facility_type,address_str,street_addr,city,province,postal_code,provider,address_str_clean,street_no,street_name
115,Au Coeur de L'ile,9393006,Public School,K-12,Standard School,566 Linshart Rd Comox BC V9M 2K8,566 Linshart Rd,Comox,BC,V9M 2K8,Province of British Columbia,566 linshart rd comox bc v9m 2k8,566,linshart rd
116,Aubrey Elementary,4141016,Public School,K-7,Standard School,1075 Stratford Ave Burnaby BC V5B 3X9,1075 Stratford Ave,Burnaby,BC,V5B 3X9,Province of British Columbia,1075 stratford ave burnaby bc v5b 3x9,1075,stratford ave
117,Auguston Traditional Elementary,3434035,Public School,K-5,Standard School,36367 Stephen Leacock Dr Abbotsford BC V3G 2Z6,36367 Stephen Leacock Dr,Abbotsford,BC,V3G 2Z6,Province of British Columbia,36367 stephen leacock dr abbotsford bc v3g 2z6,36367,stephen leacock dr
118,Avalon Adventist Christian Academy,8596190,Independent School,K-9,Standard School,PO Box 974 Port Hardy BC V0N 2P0,PO Box 974,Port Hardy,BC,V0N 2P0,Province of British Columbia,port hardy bc v0n 2p0,,
119,Az-Zahraa Islamic Academy,3896729,Independent School,K-7,Standard School,8580 No. 5 Rd Richmond BC V6Y 2V4,8580 No. 5 Rd,Richmond,BC,V6Y 2V4,Province of British Columbia,8580 no 5 rd richmond bc v6y 2v4,8580,no 5 rd
120,B X Elementary,2222014,Public School,K-7,Standard School,5849 Silver Star Rd Vernon BC V1B 3P6,5849 Silver Star Rd,Vernon,BC,V1B 3P6,Province of British Columbia,5849 silver star rd vernon bc v1b 3p6,5849,silver star rd
121,Babine Elem-Secondary,9155015,Public School,K-12,Standard School,PO Box 250 Granisle BC V0J 1W0,PO Box 250,Granisle,BC,V0J 1W0,Province of British Columbia,granisle bc v0j 1w0,,
122,Baker Drive Elementary,4343005,Public School,K-5,Standard School,885 Baker Dr Coquitlam BC V3J 6W9,885 Baker Dr,Coquitlam,BC,V3J 6W9,Province of British Columbia,885 baker dr coquitlam bc v3j 6w9,885,baker dr
123,Bakerview Ctr for Learning - Alt,3499055,Public School,12-Sep,Alternate Programs,32622 Marshall Rd Abbotsford BC V2T 4A2,32622 Marshall Rd,Abbotsford,BC,V2T 4A2,Province of British Columbia,32622 marshall rd abbotsford bc v2t 4a2,32622,marshall rd
124,Bakerview Ctr for Learning - CE,3434000,Public School,"11-12, GA",Continuing Education,32622 Marshall Rd Abbotsford BC V2T 4A2,32622 Marshall Rd,Abbotsford,BC,V2T 4A2,Province of British Columbia,32622 marshall rd abbotsford bc v2t 4a2,32622,marshall rd
125,Baldonnel Elementary,6060056,Public School,K-6,Standard School,PO Box 196 Baldonnel BC V0C 1C0,PO Box 196,Baldonnel,BC,V0C 1C0,Province of British Columbia,baldonnel bc v0c 1c0,,
126,Bamfield Community School,7070027,Public School,K-8,Standard School,General Delivery Bamfield BC V0R 1B0,General Delivery,Bamfield,BC,V0R 1B0,Province of British Columbia,general delivery bamfield bc v0r 1b0,,general delivery
127,Bankhead Elementary,2323034,Public School,K-6,Standard School,1280 Wilson Ave Kelowna BC V1Y 6Y6,1280 Wilson Ave,Kelowna,BC,V1Y 6Y6,Province of British Columbia,1280 wilson ave kelowna bc v1y 6y6,1280,wilson ave
128,Barlow Creek Elementary,2828040,Public School,K-7,Standard School,816 Barkerville Hwy Quesnel BC V2J 6S6,816 Barkerville Hwy,Quesnel,BC,V2J 6S6,Province of British Columbia,816 barkerville hwy quesnel bc v2j 6s6,816,barkerville hwy
129,Barriere Elementary,7324052,Public School,K-6,Standard School,PO Box 250 Barriere BC V0E 1E0,PO Box 250,Barriere,BC,V0E 1E0,Province of British Columbia,barriere bc v0e 1e0,,
130,Barriere Elementary-Secondary,7373084,Public School,"7-12, SU",Standard School,PO Box 130 Barriere BC V0E 1E0,PO Box 130,Barriere,BC,V0E 1E0,Province of British Columbia,barriere bc v0e 1e0,,
131,Barriere StrongStart Centre,7325176,StrongStart BC,Pre-K,Early Learning Program,PO Box 250 Barriere BC V0E 1E0,PO Box 250,Barriere,BC,V0E 1E0,Province of British Columbia,barriere bc v0e 1e0,,
132,Barrowtown Elementary,3434023,Public School,K-5,Standard School,5137 Tolmie Rd Abbotsford BC V3G 2V4,5137 Tolmie Rd,Abbotsford,BC,V3G 2V4,Province of British Columbia,5137 tolmie rd abbotsford bc v3g 2v4,5137,tolmie rd
133,Bastion Elementary,8389028,Public School,K-5,Standard School,2251 12 Ave NE Salmon Arm BC V1E 2V5,2251 12 Ave NE,Salmon Arm,BC,V1E 2V5,Province of British Columbia,2251 12 ave ne salmon arm bc v1e 2v5,2251,12 ave ne
134,Bayridge Elementary,3636162,Public School,K-7,Standard School,1730 142 St Surrey BC V4A 6G7,1730 142 St,Surrey,BC,V4A 6G7,Province of British Columbia,1730 142 st surrey bc v4a 6g7,1730,142 st
135,Bayside Middle School,6363028,Public School,08-Jun,Standard School,1101 Newton Pl Brentwood Bay BC V8M 1G2,1101 Newton Pl,Brentwood Bay,BC,V8M 1G2,Province of British Columbia,1101 newton pl brentwood bay bc v8m 1g2,1101,newton pl
136,Bayview Community Elementary,3939067,Public School,K-7,Standard School,4102 16 Ave W Vancouver BC V6R 3E3,4102 16 Ave W,Vancouver,BC,V6R 3E3,Province of British Columbia,4102 16 ave w vancouver bc v6r 3e3,4102,16 ave
137,Bayview Elementary,6868018,Public School,K-7,Standard School,140 View St Nanaimo BC V9R 4N6,140 View St,Nanaimo,BC,V9R 4N6,Province of British Columbia,140 view st nanaimo bc v9r 4n6,140,view st
138,Bayview StrongStart Centre,6825296,StrongStart BC,Pre-K,Early Learning Program,140 View St Nanaimo BC V9R 4N6,140 View St,Nanaimo,BC,V9R 4N6,Province of British Columbia,140 view st nanaimo bc v9r 4n6,140,view st
139,BC Children's Adol. Psych. Unit,3995013,Public School,No Enrolment Reported,Short Term PRP,5025 Willow St Vancouver BC V5Z 3S1,5025 Willow St,Vancouver,BC,V5Z 3S1,Province of British Columbia,5025 willow st vancouver bc v5z 3s1,5025,willow st
140,BC Childrens Hosp School Program,3995012,Public School,No Enrolment Reported,Short Term PRP,5025 Willow St Vancouver BC V6J 5K8,5025 Willow St,Vancouver,BC,V6J 5K8,Province of British Columbia,5025 willow st vancouver bc v6j 5k8,5025,willow st
141,BC Muslim School,3896399,Independent School,K-7,Standard School,12300 Blundell Rd Richmond BC V6W 1B3,12300 Blundell Rd,Richmond,BC,V6W 1B3,Province of British Columbia,12300 blundell rd richmond bc v6w 1b3,12300,blundell rd
142,BC Provincial School for the Deaf Elem,4195066,Public School,K-7,Long Term PRP,4446 Watling St Burnaby BC V5J 5H3,4446 Watling St,Burnaby,BC,V5J 5H3,Province of British Columbia,4446 watling st burnaby bc v5j 5h3,4446,watling st
143,BC Provincial School for the Deaf Sec,4195036,Public School,12-Aug,Long Term PRP,5455 Rumble St Burnaby BC V5J 2B7,5455 Rumble St,Burnaby,BC,V5J 2B7,Province of British Columbia,5455 rumble st burnaby bc v5j 2b7,5455,rumble st
144,BC Virtual StrongStart,6025453,StrongStart BC,Pre-K,Early Learning Program,10511 99 Ave Fort St. John BC V1J 1V6,10511 99 Ave,Fort St. John,BC,V1J 1V6,Province of British Columbia,10511 99 ave fort st john bc v1j 1v6,10511,99 ave
145,BCCH Eating Disorders School Program,3995053,Public School,No Enrolment Reported,Long Term PRP,5025 Willow St Vancouver BC V5Z 3S1,5025 Willow St,Vancouver,BC,V5Z 3S1,Province of British Columbia,5025 willow st vancouver bc v5z 3s1,5025,willow st
146,Beach Grove Elementary,3737019,Public School,K-7,Standard School,5955 17a Ave Delta BC V4L 1J7,5955 17a Ave,Delta,BC,V4L 1J7,Province of British Columbia,5955 17a ave delta bc v4l 1j7,5955,17a ave
147,Beachcombers Academy,7196822,Independent School,K-7,Standard School,7375 Island Highway Fanny Bay BC V0R 1W0,7375 Island Highway,Fanny Bay,BC,V0R 1W0,Province of British Columbia,7375 island highway fanny bay bc v0r 1w0,7375,island highway
148,Beairsto Elementary,2222001,Public School,07-Jan,Standard School,3302 27 St Vernon BC V1T 4W7,3302 27 St,Vernon,BC,V1T 4W7,Province of British Columbia,3302 27 st vernon bc v1t 4w7,3302,27 st
149,Bear Creek Elementary,3636069,Public School,K-7,Standard School,13780 80 Ave Surrey BC V3W 7X6,13780 80 Ave,Surrey,BC,V3W 7X6,Province of British Columbia,13780 80 ave surrey bc v3w 7x6,13780,80 ave
150,Bear Creek StrongStart Centre,3625112,StrongStart BC,Pre-K,Early Learning Program,13780 80 Ave Surrey BC V3W 7X6,13780 80 Ave,Surrey,BC,V3W 7X6,Province of British Columbia,13780 80 ave surrey bc v3w 7x6,13780,80 ave
151,Bear Valley School,8288028,Public School,K-12,Standard School,PO Box 218 Stewart BC V0T 1W0,PO Box 218,Stewart,BC,V0T 1W0,Province of British Columbia,stewart bc v0t 1w0,,
152,Beattie Elementary,7324002,Public School,"K-7, EU",Standard School,492 McGill Rd Kamloops BC V2C 1M3,492 McGill Rd,Kamloops,BC,V2C 1M3,Province of British Columbia,492 mcgill rd kamloops bc v2c 1m3,492,mcgill rd
153,Beattie StrongStart Centre,7325302,StrongStart BC,Pre-K,Early Learning Program,492 McGill Rd Kamloops BC V2C 1M3,492 McGill Rd,Kamloops,BC,V2C 1M3,Province of British Columbia,492 mcgill rd kamloops bc v2c 1m3,492,mcgill rd
154,Beausoleil,9361008,Public School,K-3,Standard School,1623 Bank St Victoria BC V8R 4V5,1623 Bank St,Victoria,BC,V8R 4V5,Province of British Columbia,1623 bank st victoria bc v8r 4v5,1623,bank st
155,Beaver Creek Elementary,3636158,Public School,K-7,Standard School,6505 123A St Surrey BC V3W 5Y5,6505 123A St,Surrey,BC,V3W 5Y5,Province of British Columbia,6505 123a st surrey bc v3w 5y5,6505,123a st
156,Beaverdell Elementary,5113002,Public School,03-Jan,Standard School,PO Box 116 Beaverdell BC V0H 1A0,PO Box 116,Beaverdell,BC,V0H 1A0,Province of British Columbia,beaverdell bc v0h 1a0,,
157,Beaverly Elementary,5757057,Public School,K-7,Standard School,9777 Western Rd Prince George BC V2N 6M9,9777 Western Rd,Prince George,BC,V2N 6M9,Province of British Columbia,9777 western rd prince george bc v2n 6m9,9777,western rd
158,Begbie View Elementary,1919016,Public School,K-7,Standard School,PO Bag 7100 Revelstoke BC V0E 2S0,PO Bag 7100,Revelstoke,BC,V0E 2S0,Province of British Columbia,po bag 7100 revelstoke bc v0e 2s0,,
159,Begbie View StrongStart Centre,1925001,StrongStart BC,Pre-K,Early Learning Program,PO Bag 7100 Revelstoke BC V0E 2S0,PO Bag 7100,Revelstoke,BC,V0E 2S0,Province of British Columbia,po bag 7100 revelstoke bc v0e 2s0,,
160,Belgo Elementary School,2323043,Public School,K-6,Standard School,125 Adventure Rd Kelowna BC V1X 1N3,125 Adventure Rd,Kelowna,BC,V1X 1N3,Province of British Columbia,125 adventure rd kelowna bc v1x 1n3,125,adventure rd
161,Bella Bella Community School,4997012,Independent School,"K-12, SU",Standard School,General Delivery Bella Bella BC V0T 1Z0,General Delivery,Bella Bella,BC,V0T 1Z0,Province of British Columbia,general delivery bella bella bc v0t 1z0,,general delivery
162,Bella Coola Elementary,4949004,Public School,K-4,Standard School,PO Box 7 Bella Coola BC V0T 1C0,PO Box 7,Bella Coola,BC,V0T 1C0,Province of British Columbia,bella coola bc v0t 1c0,,
163,Belmont Elementary,3535009,Public School,K-7,Standard School,20390 40 Ave Langley BC V3A 2X1,20390 40 Ave,Langley,BC,V3A 2X1,Province of British Columbia,20390 40 ave langley bc v3a 2x1,20390,40 ave
164,Belmont Secondary,6262013,Public School,12-Sep,Standard School,3041 Langford Lake Rd Victoria BC V9B 0L9,3041 Langford Lake Rd,Victoria,BC,V9B 0L9,Province of British Columbia,3041 langford lake rd victoria bc v9b 0l9,3041,langford lake rd
165,Bench Elementary,7965007,Public School,K-7,Standard School,1501 Cowichan Bay Rd Cowichan Bay BC V0R 1N2,1501 Cowichan Bay Rd,Cowichan Bay,BC,V0R 1N2,Province of British Columbia,1501 cowichan bay rd cowichan bay bc v0r 1n2,1501,cowichan bay rd
166,Berkshire Park Elementary,3636136,Public School,K-7,Standard School,15372 94 Ave Surrey BC V3R 1E3,15372 94 Ave,Surrey,BC,V3R 1E3,Province of British Columbia,15372 94 ave surrey bc v3r 1e3,15372,94 ave
167,Bernard Elementary,3333019,Public School,K-5,Standard School,45465 Bernard Ave Chilliwack BC V2P 1H5,45465 Bernard Ave,Chilliwack,BC,V2P 1H5,Province of British Columbia,45465 bernard ave chilliwack bc v2p 1h5,45465,bernard ave
168,Bernard StrongStart Centre,3325221,StrongStart BC,Pre-K,Early Learning Program,45465 Bernard Ave Chilliwack BC V2P 1H6,45465 Bernard Ave,Chilliwack,BC,V2P 1H6,Province of British Columbia,45465 bernard ave chilliwack bc v2p 1h6,45465,bernard ave
169,Bert Ambrose,6060032,Public School,K-6,Standard School,9616 115 Ave Fort St. John BC V1J 2Y1,9616 115 Ave,Fort St. John,BC,V1J 2Y1,Province of British Columbia,9616 115 ave fort st john bc v1j 2y1,9616,115 ave
170,Bert Bowes Middle School,6060062,Public School,09-Jul,Standard School,9816 106 St Fort St John BC V1J 4E6,9816 106 St,Fort St John,BC,V1J 4E6,Province of British Columbia,9816 106 st fort st john bc v1j 4e6,9816,106 st
171,Bert Edwards Science & Technology,7324032,Public School,K-6,Standard School,711 Windsor Ave Kamloops BC V2B 2B7,711 Windsor Ave,Kamloops,BC,V2B 2B7,Province of British Columbia,711 windsor ave kamloops bc v2b 2b7,711,windsor ave
172,Betty Gilbert Middle,3535058,Public School,08-Jun,Standard School,26845 27 Ave Aldergrove BC V4W 3E6,26845 27 Ave,Aldergrove,BC,V4W 3E6,Province of British Columbia,26845 27 ave aldergrove bc v4w 3e6,26845,27 ave
173,Betty Huff Elementary,3636107,Public School,K-7,Standard School,13055 Huntley Ave Surrey BC V3V 1V1,13055 Huntley Ave,Surrey,BC,V3V 1V1,Province of British Columbia,13055 huntley ave surrey bc v3v 1v1,13055,huntley ave
174,Betty Huff StrongStart Centre,3625110,StrongStart BC,Pre-K,Early Learning Program,13055 Huntley Ave Surrey BC V3V 1V1,13055 Huntley Ave,Surrey,BC,V3V 1V1,Province of British Columbia,13055 huntley ave surrey bc v3v 1v1,13055,huntley ave
175,Bibleway Christian Academy,3696602,Independent School,K-12,Standard School,18657 60 Ave Surrey BC V3S 7P4,18657 60 Ave,Surrey,BC,V3S 7P4,Province of British Columbia,18657 60 ave surrey bc v3s 7p4,18657,60 ave
176,Big Lake Elementary,2727020,Public School,K-5,Standard School,Box 70 Big Lake BC V0L 1G0,Box 70,Big Lake,BC,V0L 1G0,Province of British Columbia,big lake bc v0l 1g0,,
177,Big White Community School,5151013,Public School,K-8,Standard School,PO Box 45086 STN Rutland Kelowna BC V1P 1P3,PO Box 45086 STN Rutland,Kelowna,BC,V1P 1P3,Province of British Columbia,stn rutland kelowna bc v1p 1p3,,
178,Birchland Elementary,4343006,Public School,K-5,Standard School,1331 Fraser Ave Port Coquitlam BC V3B 1M5,1331 Fraser Ave,Port Coquitlam,BC,V3B 1M5,Province of British Columbia,1331 fraser ave port coquitlam bc v3b 1m5,1331,fraser ave
179,Birchland StrongStart,4325137,StrongStart BC,Pre-K,Early Learning Program,1331 Fraser Ave Port Coquitlam BC V3B 1M5,1331 Fraser Ave,Port Coquitlam,BC,V3B 1M5,Province of British Columbia,1331 fraser ave port coquitlam bc v3b 1m5,1331,fraser ave
180,Black Mountain Elementary,2323056,Public School,K-5,Standard School,1650 Gallagher Rd Kelowna BC V1P 1G7,1650 Gallagher Rd,Kelowna,BC,V1P 1G7,Province of British Columbia,1650 gallagher rd kelowna bc v1p 1g7,1650,gallagher rd
181,Blackburn Elementary,5757064,Public School,K-7,Standard School,2222 South Blackburn Rd Prince George BC V2N 6C1,2222 South Blackburn Rd,Prince George,BC,V2N 6C1,Province of British Columbia,2222 south blackburn rd prince george bc v2n 6c1,2222,south blackburn rd
182,Blacklock Fine Arts Elementary,3535033,Public School,K-5,Standard School,5100 206 St Langley BC V3A 2E5,5100 206 St,Langley,BC,V3A 2E5,Province of British Columbia,5100 206 st langley bc v3a 2e5,5100,206 st
183,Blackwater Creek Elementary,4848014,Public School,K-5,Standard School,Box 1729 9667 Portage Road Devine BC V0N 1L0,Box 1729 9667 Portage Road,Devine,BC,V0N 1L0,Province of British Columbia,9667 portage road devine bc v0n 1l0,9667,portage road
184,Blakeburn Elementary,4343074,Public School,K-5,Standard School,1040 Riverside Dr Port Coquitlam BC V3B 8A7,1040 Riverside Dr,Port Coquitlam,BC,V3B 8A7,Province of British Columbia,1040 riverside dr port coquitlam bc v3b 8a7,1040,riverside dr
185,Blarchmont Learning Centre,625089,StrongStart BC,Pre-K,Early Learning Program,1850 Warren Ave Kimberley BC V1A 1S1,1850 Warren Ave,Kimberley,BC,V1A 1S1,Province of British Columbia,1850 warren ave kimberley bc v1a 1s1,1850,warren ave
186,Blessed Sacrament School,3996070,Independent School,K-7,Standard School,3020 Heather St Vancouver BC V5Z 3K3,3020 Heather St,Vancouver,BC,V5Z 3K3,Province of British Columbia,3020 heather st vancouver bc v5z 3k3,3020,heather st
187,Blewett Elementary School,807016,Public School,K-5,Standard School,2665 Blewett Rd Nelson BC V1L 6V4,2665 Blewett Rd,Nelson,BC,V1L 6V4,Province of British Columbia,2665 blewett rd nelson bc v1l 6v4,2665,blewett rd
188,Blue Jay Elementary,3434049,Public School,K-5,Standard School,30995 Southern Dr Abbotsford BC V2T 6X5,30995 Southern Dr,Abbotsford,BC,V2T 6X5,Province of British Columbia,30995 southern dr abbotsford bc v2t 6x5,30995,southern dr
189,Blue Jay Elementary StrongStart,3425455,StrongStart BC,Pre-K,Early Learning Program,30995 Southern Dr Abbotsford BC V2T 6X5,30995 Southern Dr,Abbotsford,BC,V2T 6X5,Province of British Columbia,30995 southern dr abbotsford bc v2t 6x5,30995,southern dr
190,Blue Mountain Elementary,4242041,Public School,K-7,Standard School,12453 248 St Maple Ridge BC V4R 1J3,12453 248 St,Maple Ridge,BC,V4R 1J3,Province of British Columbia,12453 248 st maple ridge bc v4r 1j3,12453,248 st
191,Blue Mountain StrongStart Centre,4225135,StrongStart BC,Pre-K,Early Learning Program,24789 Dewdney Trunk Rd Maple Ridge BC V4R 1X2,24789 Dewdney Trunk Rd,Maple Ridge,BC,V4R 1X2,Province of British Columbia,24789 dewdney trunk rd maple ridge bc v4r 1x2,24789,dewdney trunk rd
192,Blue River School,7326002,Public School,06-Jan,Standard School,PO Box 160 3rd Ave Blue River BC V0E 1J0,PO Box 160 3rd Ave,Blue River,BC,V0E 1J0,Province of British Columbia,3rd ave blue river bc v0e 1j0,,3rd ave
193,Blueridge Elementary,4444041,Public School,K-7,Standard School,2650 Bronte Dr North Vancouver BC V7H 1M4,2650 Bronte Dr,North Vancouver,BC,V7H 1M4,Province of British Columbia,2650 bronte dr north vancouver bc v7h 1m4,2650,bronte dr
194,Blundell Elementary,3838014,Public School,K-7,Standard School,6480 Blundell Rd Richmond BC V7C 1H8,6480 Blundell Rd,Richmond,BC,V7C 1H8,Province of British Columbia,6480 blundell rd richmond bc v7c 1h8,6480,blundell rd
195,Bodwell High School,4496551,Independent School,12-Aug,Standard School,955 Harbourside Dr North Vancouver BC V7P 3S4,955 Harbourside Dr,North Vancouver,BC,V7P 3S4,Province of British Columbia,955 harbourside dr north vancouver bc v7p 3s4,955,harbourside dr
196,Bonaccord Elementary,3636128,Public School,K-7,Standard School,14986 98 Ave Surrey BC V3R 1J1,14986 98 Ave,Surrey,BC,V3R 1J1,Province of British Columbia,14986 98 ave surrey bc v3r 1j1,14986,98 ave
197,Boston Bar Elem-Secondary,7832004,Public School,K-12,Standard School,PO Box 160 Boston Bar BC V0K 1C0,PO Box 160,Boston Bar,BC,V0K 1C0,Province of British Columbia,boston bar bc v0k 1c0,,
198,Boston Bar StrongStart Centre,7825073,StrongStart BC,Pre-K,Early Learning Program,PO Box 160 Boston Bar BC V0K 1C0,PO Box 160,Boston Bar,BC,V0K 1C0,Province of British Columbia,boston bar bc v0k 1c0,,
199,Bothwell Elementary School,3636173,Public School,K-7,Standard School,17070 102 Ave Surrey BC V4N 4N6,17070 102 Ave,Surrey,BC,V4N 4N6,Province of British Columbia,17070 102 ave surrey bc v4n 4n6,17070,102 ave
200,Bouchie Lake Elementary School,2828020,Public School,K-7,Standard School,2074 Blackwater Rd Quesnel BC V2J 7B3,2074 Blackwater Rd,Quesnel,BC,V2J 7B3,Province of British Columbia,2074 blackwater rd quesnel bc v2j 7b3,2074,blackwater rd
