BRIDGE_NO,BRIDGE_NAME,LOCATION,LENGTH_BRIDGE,WIDTH_CLEAR,WIDTH_OUT_TO_OUT,POSTED_CLEARANCE,POSTED_LOAD,IN_SERVICE_DATE,multipolygon
84,,,0,0,0,,,,"MULTIPOLYGON (((-114.227588796949 51.088351475341, -114.227572079809 51.088314082942, -114.227554747997 51.088271849895, -114.227529099605 51.088200408477, -114.227504566043 51.088115864222, -114.227490993422 51.088056318713, -114.227480537218 51.087997432375, -114.22747120049 51.08791970688, -114.227466774925 51.087835764454, -114.227468846702 51.087740443731, -114.227475265618 51.087669722004, -114.227487422559 51.087590554992, -114.227502866334 51.087519457013, -114.227515995493 51.087470601312, -114.227533940406 51.087414142652, -114.227716247751 51.087453943728, -114.227699646979 51.087509105283, -114.227685562246 51.087565640054, -114.2276702528 51.087648054906, -114.227661895422 51.087719863675, -114.22765903006 51.087764228837, -114.227657906749 51.087819773771, -114.227660772488 51.087895277917, -114.227668010845 51.087965650329, -114.22767690626 51.088021450835, -114.227695785078 51.088106065401, -114.227714023799 51.088168737398, -114.227764544295 51.088300496031, -114.227810144825 51.088392741995, -114.227588796949 51.088351475341)))"
35,,,0,0,0,,,,"MULTIPOLYGON (((-113.922025699142 51.00844956235, -113.922032077302 51.008651804535, -113.921664518535 51.008649168313, -113.921664645295 51.008452937447, -113.922025699142 51.00844956235)))"
386.217,,NW LRT/Sarcee Tr,80.65000153,9.19999981,9.60000038,,,2012/12/01,"MULTIPOLYGON (((-114.165101986806 51.039996772776, -114.164754469304 51.040047497889, -114.16439060174 51.040083402892, -114.163905332579 51.040100068213, -114.163910422901 51.040003016745, -114.1642852687 51.039999065349, -114.164728792692 51.039956198241, -114.165094382061 51.039895172395, -114.165101986806 51.039996772776)))"
382.166,,Southland Dr/Deerfoot Tr,,,,NB 6.0 M / SB 6.9 M,,1982/07/01,"MULTIPOLYGON (((-114.034239321308 50.967345478092, -114.033921058631 50.967450202947, -114.033882911274 50.967462708116, -114.033882192476 50.967462939364, -114.033881581853 50.96746313552, -114.033793666387 50.967491408903, -114.033776870684 50.967496806774, -114.033756658887 50.96750328531, -114.033686202294 50.967525957382, -114.033641650896 50.967540263188, -114.033615603262 50.967548629452, -114.033595007153 50.967555288768, -114.033590836689 50.967556637546, -114.033573186914 50.967562305328, -114.033552121036 50.967569052872, -114.033485648273 50.967590465998, -114.03348123584 50.967591905639, -114.033410209692 50.967614847403, -114.033372205728 50.967627173465, -114.033340606917 50.967637430022, -114.033312816976 50.967646370268, -114.033312772851 50.967646384664, -114.033312735843 50.967646396362, -114.033312599199 50.967646440451, -114.033309008028 50.967647596671, -114.033298388255 50.967651040115, -114.03329832705 50.967651059911, -114.033281821636 50.967656413577, -114.033275843503 50.967658392148, -114.033240827112 50.967669728434, -114.033014937409 50.967742782907, -114.032999875659 50.967722146462, -114.032998406394 50.96772013315, -114.032996592249 50.967717634483, -114.032972768976 50.967684829147, -114.032953258058 50.967657962186, -114.032953232404 50.967657924436, -114.032943970748 50.967645172245, -114.032941692025 50.967642026439, -114.032914189278 50.967604186913, -114.032912621684 50.96760202979, -114.032888824218 50.967569313428, -114.032865596836 50.967537405989, -114.032856903845 50.967525451031, -114.033084217798 50.967452307457, -114.033114962578 50.967442409907, -114.033120371404 50.967440701201, -114.03314883877 50.967431524375, -114.033181576246 50.967420997851, -114.033206238895 50.967412999762, -114.033206297253 50.967412981766, -114.033214313644 50.967410381419, -114.033254594933 50.967397426368, -114.03329430685 50.967384650364, -114.033327330166 50.967373764123, -114.033398498098 50.967350462774, -114.033420702467 50.967343175542, -114.033438352047 50.967337327086, -114.033461979771 50.967329589945, -114.033533574547 50.967306108594, -114.033602607192 50.967283436124, -114.033640610749 50.967271020986, -114.033685019326 50.967256445525, -114.033768714044 50.967229364599, -114.034085695621 50.967126529297, -114.034094387757 50.967138932758, -114.034116904005 50.967170930062, -114.034138994337 50.967202567892, -114.034146973933 50.967213982673, -114.03418957818 50.967274630145, -114.034221445214 50.967319992602, -114.034222931679 50.967322109277, -114.034224639049 50.96732454233, -114.034239321308 50.967345478092)))"
385.104D,,8844 48 Ave NW (Bowness Pk - Boat Dock),19.29999924,1.83000004,1.83000004,,,1965/07/01,"MULTIPOLYGON (((-114.216032952698 51.097321552734, -114.216036307554 51.097336828966, -114.215991929627 51.097341764473, -114.215805860102 51.097362692578, -114.21577375382 51.097366256902, -114.215772467661 51.097365989585, -114.215772872113 51.09736086473, -114.215769972838 51.097351430932, -114.215802364226 51.097347776187, -114.215982724689 51.097327218219, -114.216001560297 51.097325115801, -114.216032952698 51.097321552734)))"
385.120,,101 2 St SW (Eau Claire Pramenade),5.42999983,6.07999992,6.48000002,,,1998/07/01,"MULTIPOLYGON (((-114.068199478655 51.054226764507, -114.068065619079 51.054225459913, -114.068063391482 51.054203332116, -114.068199442089 51.054201870196, -114.068199476624 51.054225381889, -114.068199478655 51.054226764507)))"
383.123,Zoo Bridge,,0,0,0,,,2017/07/01,"MULTIPOLYGON (((-114.033005489958 51.042962576116, -114.032338624232 51.044332800846, -114.032327337125 51.04437799626, -114.032327368579 51.044423188542, -114.032165100399 51.044387554856, -114.032168842654 51.044344740218, -114.032202741829 51.044259103667, -114.032835684976 51.042934081533, -114.033005489958 51.042962576116)))"
382.204,,Spiller Rd / Back of House Access SE,17.70000076,16.79999924,20.39999962,,,2009/07/01,"MULTIPOLYGON (((-114.049855972835 51.030265585716, -114.049591074402 51.030361842066, -114.049300538271 51.030247508316, -114.04956907502 51.030158118354, -114.049855972835 51.030265585716)))"
382.185B,,16 Ave EB/Valley Ridge Bv,23.77000046,15.06999969,16.56999969,4.6 M,,1963/07/01,"MULTIPOLYGON (((-114.248943551961 51.088534180041, -114.248803567199 51.088533136755, -114.248765269632 51.088532851468, -114.248728827775 51.0885325802, -114.248598280027 51.088531608287, -114.248597646961 51.088530674706, -114.248597967505 51.088516179958, -114.248598470988 51.088493473645, -114.248598963078 51.088471304939, -114.248597149578 51.088399549548, -114.24859703548 51.088395040565, -114.248607716072 51.088394909979, -114.248607835424 51.088391878404, -114.248722543847 51.088391974247, -114.248766857917 51.088392011217, -114.248823486285 51.088392057922, -114.248939113958 51.088392153394, -114.248939233502 51.088396075339, -114.248950053969 51.088395942625, -114.248952355826 51.088400891938, -114.24894844134 51.088473913582, -114.248947668233 51.08849581949, -114.248946905064 51.088517449394, -114.248946410576 51.088531429404, -114.248946366023 51.088532702438, -114.248943551961 51.088534180041)))"
384.316X,,Highway 22X/CPR SW,50,17.65999985,19.15999985,,,1983/07/01,"MULTIPOLYGON (((-114.065713807535 50.892678267866, -114.065712052083 50.892678264359, -114.06487459641 50.892676638964, -114.064854372737 50.892640969011, -114.064843586225 50.892621946833, -114.064820747908 50.892581665573, -114.06481712724 50.892575281109, -114.064802977994 50.892550324716, -114.064778646456 50.892507409316, -114.065618016931 50.892506255523, -114.065642521339 50.892550259336, -114.065653577976 50.892570112861, -114.065664023297 50.892588871751, -114.065681783206 50.892620762668, -114.065692306922 50.892639659057, -114.065713807535 50.892678267866)))"
383.511A,,Deerfoot Tr NB/WHC-CPR SE,,,,,,1979/07/01,"MULTIPOLYGON (((-114.011252166031 51.00989112862, -114.011253683791 51.009897599323, -114.011251561009 51.009899497271, -114.011241986103 51.009903867229, -114.011083708044 51.009977061014, -114.010926793482 51.010051414137, -114.010771262361 51.010126915816, -114.010617137473 51.010203555267, -114.010464437337 51.010281323503, -114.010313184747 51.01036020884, -114.010163398221 51.010440201395, -114.010015100556 51.010521289485, -114.009868311695 51.010603462324, -114.009723048734 51.010686708232, -114.00957933447 51.010771017322, -114.009437187424 51.010856377014, -114.009296626119 51.010942776523, -114.009157670501 51.011030203269, -114.009020340518 51.011118645569, -114.008884651845 51.01120809174, -114.008750625854 51.011298530099, -114.008742186443 51.01130429588, -114.008733952807 51.011305519106, -114.0086511677 51.011257343614, -114.008583385712 51.011217899639, -114.008581631306 51.011216878528, -114.008577781874 51.011214638556, -114.00863033791 51.011180342253, -114.008659554672 51.011161274555, -114.008872113196 51.011022560609, -114.008898784978 51.011005156155, -114.008940122847 51.010978903725, -114.009035176119 51.010918539894, -114.009087156024 51.010885529866, -114.009163784252 51.010836865769, -114.009182523804 51.010824966317, -114.009211366909 51.010806648258, -114.009274924819 51.010766285386, -114.009280297891 51.010762873335, -114.009358030577 51.010716555356, -114.009420615571 51.010679263393, -114.009513555327 51.010623884176, -114.009544435932 51.010605484061, -114.009589201582 51.010578809499, -114.009631460889 51.01055362833, -114.009695108372 51.010515703251, -114.009820905107 51.010445492405, -114.010063348573 51.010310176393, -114.010103832384 51.010287581566, -114.010138877773 51.010268949895, -114.010363697071 51.01014942894, -114.010434146463 51.010111975714, -114.010438221479 51.010109808812, -114.010510775223 51.010071237022, -114.010520605113 51.010066011273, -114.010568687682 51.010041986224, -114.010578838219 51.010036915066, -114.010655324806 51.009998697927, -114.010664809927 51.009993958545, -114.010710220786 51.009971268664, -114.010789397237 51.009931707217, -114.010802249202 51.009925285523, -114.01092544124 51.009863730887, -114.010930780062 51.009861063118, -114.010962673486 51.009845698382, -114.011261935475 51.009701528574, -114.01126485448 51.009704126341, -114.011266208511 51.009705331741, -114.011324325006 51.009757056056, -114.011388211252 51.009813914745, -114.011399042127 51.009823555236, -114.011252166031 51.00989112862)))"
385.109,,1220 9 Ave SW (Millennium Pk),26.5,3.29999995,4.4000001,,,2002/07/01,"MULTIPOLYGON (((-114.092065238478 51.04638946772, -114.092064998331 51.046395660037, -114.092055356016 51.046395479746, -114.092050353023 51.046395386597, -114.092019851593 51.046394818192, -114.091886716046 51.046390878452, -114.09184666532 51.046389567764, -114.091822810597 51.046388788219, -114.091769969144 51.04638679804, -114.091681252565 51.046383458757, -114.091683778365 51.046343803064, -114.091753283901 51.04634579818, -114.091761202128 51.046346025697, -114.091848529091 51.046347661559, -114.091870969133 51.046348462887, -114.091934063397 51.046350718244, -114.092066545303 51.046355909815, -114.092065238478 51.04638946772)))"
382.158,,26 Ave/Crowchild Tr SW,59.40000153,15,19.5,5.3 M,,1982/07/01,"MULTIPOLYGON (((-114.118507172749 51.030010357244, -114.118513003638 51.030032212629, -114.11851379673 51.030035184738, -114.118521434044 51.030063812974, -114.118529723402 51.030094884863, -114.118531398825 51.030101160713, -114.118540731754 51.030136147482, -114.118546625998 51.030158236534, -114.118553294653 51.030183235685, -114.118525878653 51.030185485762, -114.118518496966 51.03018610635, -114.118516860708 51.030186243754, -114.118364406551 51.030199072924, -114.118334470169 51.030201933217, -114.118286944516 51.030206474412, -114.118229017228 51.030212010489, -114.118176907796 51.030217516383, -114.11816530496 51.030218742632, -114.118053607663 51.030231596703, -114.118037974627 51.030233396063, -114.118034797852 51.030233761558, -114.118014833624 51.030236058827, -114.117909424238 51.030248189028, -114.11787811681 51.030251792242, -114.117795904779 51.030262698807, -114.11775234252 51.030268478174, -114.1175587371 51.03029416355, -114.117545992866 51.030295611134, -114.11753900506 51.030296405665, -114.11753304385 51.030275840395, -114.117524121468 51.030245062139, -114.117516175621 51.030217656757, -114.117514991665 51.030213436356, -114.117513026576 51.030206438905, -114.11750455053 51.030176260715, -114.117496743421 51.03014846144, -114.11749625718 51.030146727804, -114.117490559128 51.030123662214, -114.117496124757 51.030122545484, -114.117499430879 51.030122029744, -114.117518441086 51.030119065584, -114.117520225252 51.030118786905, -114.117603944773 51.030107635394, -114.117685197834 51.030096441358, -114.117706629124 51.030093640141, -114.117747904088 51.03008824516, -114.117770539617 51.030085287195, -114.117855531786 51.030074577416, -114.11786167286 51.030073830467, -114.11792924747 51.030065613979, -114.117987513222 51.030058685194, -114.117997113253 51.030057543691, -114.118005005962 51.03005662416, -114.118032282695 51.030053445703, -114.118032581984 51.030053410341, -114.118507172749 51.030010357244)))"
383.509,,WID Canal/Bow River H.WKS,,,,,,,"MULTIPOLYGON (((-114.014605319069 51.043235599669, -114.014530038281 51.043304178258, -114.014421255597 51.043261995711, -114.013258592306 51.044406705482, -114.013375746312 51.044459437597, -114.013108074772 51.044723194335, -114.012840295204 51.044607183685, -114.013082861795 51.044327607537, -114.013191644262 51.044364517045, -114.014345943339 51.043225083238, -114.014245527245 51.043177624323, -114.014320810075 51.043119595369, -114.014605317411 51.043230325391, -114.014605319069 51.043235599669)))"
384.322,,Anderson Rd Ramp/CPR & LRT,47.20000076,10.80000019,12,,,2001/07/01,"MULTIPOLYGON (((-114.073176737389 50.949586766456, -114.073171899879 50.949584810591, -114.07314407246 50.949573561902, -114.073134578301 50.949569723774, -114.073103576689 50.949557192408, -114.072652436047 50.94937482558, -114.072641187552 50.949370278303, -114.072611321165 50.949358205483, -114.072606918474 50.949346658918, -114.072581978526 50.949281263138, -114.072558814861 50.949220524805, -114.072555609682 50.949212123055, -114.072582880204 50.949222398627, -114.072596773922 50.949227634689, -114.073039818103 50.949394581061, -114.07307061605 50.949406185714, -114.073079036077 50.949409359268, -114.07311470835 50.949422801089, -114.073116686113 50.949427984316, -114.073118426664 50.949432548288, -114.073143953338 50.949499474562, -114.073173628567 50.949577279583, -114.073177339763 50.949587009704, -114.073176737389 50.949586766456)))"
381.156,,Macleod Tr/162 Ave S,182.80000305,2.13000011,2.13000011,5.7 M,,2001/07/01,"MULTIPOLYGON (((-114.060072735508 50.900673065848, -114.060020438885 50.900686714327, -114.059848601761 50.900409575633, -114.058872358732 50.900634829903, -114.058570339342 50.900111460624, -114.058604178819 50.900103660138, -114.058908489765 50.900607492098, -114.059871425085 50.900385308127, -114.059810656979 50.900272342699, -114.059847577793 50.900268432027, -114.060072735508 50.900673065848)))"
27,,,0,0,0,,,,"MULTIPOLYGON (((-113.920325932404 50.947802999849, -113.919916208084 50.947789494607, -113.919891631637 50.947338842676, -113.920315557914 50.94735275505, -113.920325932404 50.947802999849)))"
386.203,,LRT WB/Deerfoot Tr SE,66.40000153,3.5,5.5,,,1983/07/01,"MULTIPOLYGON (((-114.018168762465 51.048361435999, -114.018129814312 51.048363134812, -114.018070443366 51.048364896104, -114.018056297317 51.048365341484, -114.017988496394 51.048367478009, -114.017939748735 51.048368528309, -114.01792867173 51.048368766439, -114.017917118388 51.048369015428, -114.017857677616 51.048370964508, -114.017813279646 51.048371659896, -114.017776585823 51.048372233633, -114.017707858907 51.048373366882, -114.017685897288 51.048373477185, -114.017676561568 51.048373524445, -114.017658554723 51.048373615266, -114.017625698577 51.048373781142, -114.017568965613 51.048374462115, -114.01756196448 51.048374351694, -114.017543669404 51.048374064074, -114.017516166892 51.048373631298, -114.017515025945 51.048373613489, -114.01746251432 51.048373934189, -114.017393715412 51.048373267521, -114.017351627377 51.048372734393, -114.017333971253 51.048372510472, -114.017255459783 51.048370990239, -114.017191737757 51.048369499244, -114.017184362946 51.048369326826, -114.01717984479 51.048369232199, -114.017170757136 51.048369041155, -114.017120355745 51.048367985962, -114.01705232493 51.048365610034, -114.017016815583 51.048364353051, -114.016996476839 51.048317390078, -114.017078254276 51.048319266, -114.017137903219 51.048321136122, -114.017145865634 51.048321384869, -114.017179713389 51.048322446081, -114.017281871092 51.04832496073, -114.017314430912 51.04832573622, -114.017387053717 51.04832746585, -114.017488410668 51.048328142938, -114.017492863191 51.048328172837, -114.017517808259 51.048327838279, -114.017536563766 51.048327585552, -114.017570375306 51.048327130988, -114.017632607879 51.048327351753, -114.017643967363 51.04832739229, -114.017652307618 51.048327379344, -114.017655904425 51.048327374306, -114.017742928032 51.048327245161, -114.017771565394 51.048326740082, -114.017820012166 51.048325885874, -114.017882534284 51.048326192763, -114.017904370119 51.048325411809, -114.017914093632 51.048325063316, -114.017943044544 51.048324026854, -114.018017703699 51.048321447004, -114.018037368996 51.04832092886, -114.018070927927 51.048320046278, -114.018141056276 51.048317871588, -114.018168762465 51.048361435999)))"
383.512A,,Deerfoot Tr NB/WHC (30 Av),,,,,,1979/07/01,"MULTIPOLYGON (((-113.999334915142 51.026546400809, -113.9992478839 51.026716992684, -113.999238827589 51.026719854965, -113.99906686866 51.026774198621, -113.998906477455 51.026824885997, -113.998936654111 51.026763966262, -113.999076587912 51.026481478594, -113.999099110309 51.026436013052, -113.999160563056 51.0263119566, -113.999301637412 51.026027160077, -113.99931752638 51.025995083801, -113.999415315894 51.025797670053, -113.999575452106 51.025747914208, -113.999748649657 51.025694100193, -113.999757792691 51.025691259447, -113.999334915142 51.026546400809)))"
381.705,,10 St/Confederation Park,53.34000015,4.75,4.75,,,1973/07/01,"MULTIPOLYGON (((-114.084690203732 51.075907020615, -114.084480026642 51.075907172683, -114.084479930358 51.075854295414, -114.084687746921 51.075854145056, -114.084690203732 51.075907020615)))"
382.113,,Memorial Dr WB/Crowchild Tr,104.87000275,12.19999981,14.02000046,4.9 M,,1966/07/01,"MULTIPOLYGON (((-114.11768421934 51.049782970344, -114.117584296066 51.049877772312, -114.117566397109 51.049884580259, -114.117562224344 51.04988303193, -114.117494122488 51.049860007591, -114.117473120938 51.049853628014, -114.117418226335 51.049836954185, -114.117406889163 51.049833510821, -114.117401119951 51.049831758225, -114.117366589695 51.049822146923, -114.117303557814 51.049804602016, -114.117289892668 51.049801564616, -114.117281030876 51.049799595768, -114.117194891704 51.049780449541, -114.117158780213 51.04977324182, -114.117048234052 51.049751175811, -114.117008069716 51.049744700269, -114.116917406792 51.049730082898, -114.116908974428 51.049728723095, -114.116886552333 51.049725108276, -114.116803142078 51.049715706595, -114.116787556245 51.049713949395, -114.116716757354 51.049705969811, -114.116712527756 51.049705624334, -114.11664310531 51.04969996448, -114.116628310997 51.049698758438, -114.116611113017 51.049697356119, -114.116578933186 51.049695033809, -114.116527080856 51.049691291849, -114.116317606335 51.049676274593, -114.116180594257 51.049667205378, -114.116184293102 51.049632130071, -114.116186363489 51.049621109302, -114.116189752672 51.049603068041, -114.11619524189 51.049573888215, -114.116200435532 51.049546280987, -114.116200167322 51.049546247991, -114.116274904445 51.049546001064, -114.11634024331 51.049551066486, -114.116415350461 51.049556192262, -114.116444087836 51.049558153962, -114.11645862367 51.049559246116, -114.116469881452 51.04956009162, -114.11653528701 51.049565005838, -114.116583865815 51.049568656668, -114.116605650362 51.049570594698, -114.116620897123 51.049571952218, -114.116710125207 51.049579891884, -114.116718765707 51.049580660868, -114.116751082348 51.049583536769, -114.116799459727 51.049589310186, -114.116900949543 51.049601421272, -114.11691939459 51.049603622387, -114.116978755727 51.049610706232, -114.116986256497 51.049611963579, -114.11717024592 51.049642802839, -114.117187347563 51.049646723196, -114.117197343976 51.049649014544, -114.117251738465 51.049661481785, -114.11729142019 51.049670577334, -114.117303500092 51.049673345735, -114.117337677738 51.049681180139, -114.117361007662 51.049687346145, -114.117468530621 51.049715764342, -114.117523513317 51.049731792596, -114.117574789431 51.04974674129, -114.117669779615 51.049777632397, -114.11768421934 51.049782970344)), ((-114.117685741733 51.04978152596, -114.117684352103 51.049783019654, -114.11768421934 51.049782970344, -114.117685741733 51.04978152596)))"
381.626,Peace Bridge,7 Street NW / Bow River,125,2.5,7.19999981,,,2012/07/01,"MULTIPOLYGON (((-114.079540568631 51.054306486466, -114.079447717572 51.054365132023, -114.0782482489 51.05351323468, -114.078341121737 51.053467608068, -114.079540568631 51.054306486466)))"
385.124,,124 Douglas Shore Cl SE (Douglasdale Riverside Pk),18.5,3.0999999,3.0999999,,,1992/07/01,"MULTIPOLYGON (((-114.005855747261 50.940218843782, -114.005849618408 50.940236894, -114.005728465651 50.940223998607, -114.005732347974 50.940206958071, -114.005855747261 50.940218843782)))"
383.112A,Bonnybrook,Ogden Road NB/Bow River (Bonnybrook),214.19999695,9.28999996,10.35000038,,,1981/07/01,"MULTIPOLYGON (((-114.0142554266 51.013949821282, -114.014259130038 51.013953015798, -114.014258840869 51.01395344105, -114.014225282344 51.014000566874, -114.014191014345 51.014048688841, -114.014138591557 51.013998134872, -114.014095044769 51.013957802088, -114.014043417963 51.013913820408, -114.014006484851 51.013881460731, -114.013944709991 51.013832796546, -114.013873357153 51.013779620597, -114.013804029267 51.013730256031, -114.013694408022 51.013656892538, -114.013426871712 51.013487305291, -114.013426224597 51.013486895431, -114.013401570084 51.013471333354, -114.013243147022 51.013371332005, -114.013100705287 51.013280028062, -114.012829387273 51.013112010375, -114.012825144047 51.013109382228, -114.012549599084 51.012938746526, -114.012390082807 51.012840442299, -114.012349050761 51.012815154789, -114.012173595577 51.012705090615, -114.012159194203 51.012696056484, -114.012016186763 51.012610764533, -114.012050741474 51.012564593945, -114.012080922657 51.012524268955, -114.012390054304 51.012717425219, -114.012412346283 51.012731353421, -114.012743774289 51.012938448625, -114.012885351235 51.013026640842, -114.012910144965 51.013042084349, -114.013076516386 51.013145730622, -114.013115667872 51.01317058388, -114.013187587836 51.013214815401, -114.013259150278 51.013259190755, -114.013329274327 51.013301453629, -114.013396349052 51.013344625678, -114.013468767068 51.013389395456, -114.013542895387 51.013434301635, -114.013612263846 51.013478677024, -114.013674535528 51.013518594272, -114.013737019627 51.013558412573, -114.013798436602 51.013598815303, -114.013875973617 51.01365053512, -114.01392989242 51.013687909114, -114.013980961991 51.013723548396, -114.014025590721 51.013756418677, -114.014066726306 51.013788445221, -114.01411216726 51.013825307733, -114.014148585374 51.013855823635, -114.014194897878 51.013894888505, -114.014219813721 51.013919913025, -114.014235436886 51.013932578623, -114.014253696049 51.01394832919, -114.0142554266 51.013949821282)))"
381.107,,Sarcee Trail/26 Ave SW,168.19999695,2.5,2.5,5.5 M,,1998/07/01,"MULTIPOLYGON (((-114.165245697829 51.031293548422, -114.164781114713 51.031523007314, -114.16371466396 51.031642047254, -114.162739076739 51.031660916502, -114.162731039295 51.031630917175, -114.16372249938 51.03161452671, -114.164765162816 51.031498021188, -114.16521253329 51.031274812103, -114.165245697829 51.031293548422)), ((-114.165248289384 51.031292267313, -114.165252273314 51.031297263583, -114.165245697829 51.031293548422, -114.165248289384 51.031292267313)))"
382.141,,Glenmore Tr/11 St SE,20.71999931,36.5,42.20000076,4.5 M,,1979/07/01,"MULTIPOLYGON (((-114.039722624137 50.994293010355, -114.039715290546 50.994301144133, -114.039614347291 50.994292091501, -114.03960204138 50.994290988128, -114.039589299534 50.994289845346, -114.03948349551 50.994280356445, -114.03941317606 50.994274049562, -114.039373930522 50.994270529799, -114.039364485267 50.994269683444, -114.039346388272 50.994268059687, -114.039251036806 50.994259508288, -114.039254020932 50.994250788067, -114.039282805376 50.994197614445, -114.039293038861 50.994178798025, -114.039296411143 50.994172595718, -114.039303206919 50.994160111978, -114.03932614201 50.994118498512, -114.039344290925 50.994085567216, -114.039344639398 50.994084938711, -114.039358818688 50.994059343537, -114.039365899152 50.99404664484, -114.039370698162 50.994038038175, -114.03938586339 50.994011005194, -114.039400297638 50.993985429706, -114.039415527108 50.993958601667, -114.039426254817 50.993939816532, -114.039431563196 50.993930522871, -114.039445103047 50.993906913751, -114.039447444151 50.99389590943, -114.039547898994 50.993911267826, -114.039566058091 50.993914044025, -114.039574559217 50.99391534377, -114.039680482108 50.99393153805, -114.039785127124 50.993947535792, -114.039794443185 50.993948960202, -114.039810727417 50.993951450226, -114.039909361742 50.993966529348, -114.039903476511 50.993974141234, -114.039882669855 50.994010338625, -114.03982985084 50.994102225329, -114.039811507656 50.994134137322, -114.039807667051 50.994140655345, -114.039807264498 50.994141337809, -114.039795079813 50.994162012234, -114.039788307536 50.99417350352, -114.039785192372 50.994178788792, -114.039756355352 50.994231431258, -114.039722624137 50.994293010355)))"
382.125,,16 Ave EB/Deerfoot Tr NE,,,,5.1 M,,1972/07/01,"MULTIPOLYGON (((-114.027849340875 51.066468052599, -114.027811791356 51.066450008424, -114.027777491219 51.066437884979, -114.02774985449 51.066429092425, -114.0277223977 51.066422958076, -114.027699479435 51.066419368528, -114.027676867417 51.066417327828, -114.027640962773 51.066415630977, -114.027569450988 51.066413476852, -114.027469935159 51.066410954396, -114.027404855806 51.066410025753, -114.02739510546 51.066409886001, -114.027355236617 51.0664093173, -114.027282123701 51.066408969404, -114.027250542973 51.066408818552, -114.027169928705 51.066409129481, -114.027137773166 51.066409253817, -114.027120602575 51.066409405232, -114.027104760262 51.06640954555, -114.027005316356 51.066410424385, -114.026998829086 51.066410536457, -114.026884831744 51.06641250001, -114.026881673029 51.066412607714, -114.026774416526 51.066416272259, -114.026762141192 51.066416691293, -114.026751860386 51.066417042446, -114.026712125458 51.066418605852, -114.026644773959 51.066421256104, -114.026539320191 51.066426346687, -114.026479918735 51.066429573975, -114.026427629771 51.066433247313, -114.026382535075 51.066438164077, -114.026349409569 51.066443719991, -114.026301864028 51.066454192911, -114.026300319817 51.066450811333, -114.026283772043 51.066414554202, -114.026281947846 51.066410555994, -114.0262967865 51.066338724057, -114.026308534742 51.066281851673, -114.026309721373 51.066276106089, -114.026313154634 51.066259482462, -114.026433054567 51.066256042023, -114.026591980444 51.066251480563, -114.026603800657 51.066251141659, -114.026737769944 51.066248525656, -114.026785036769 51.066247603279, -114.026796039539 51.066247388601, -114.026856153863 51.066246215135, -114.026907251769 51.066245865371, -114.027024623578 51.066245064283, -114.027031737194 51.066245015892, -114.027072831129 51.066245039644, -114.027090120172 51.066245049123, -114.027129198145 51.066245070626, -114.027147530123 51.066245081652, -114.027194836015 51.066245108414, -114.027212052295 51.066245117892, -114.027302664086 51.066246091025, -114.027377971318 51.066246899565, -114.027418310974 51.066247694689, -114.027430863435 51.066247941657, -114.027539476902 51.06625008084, -114.027632620766 51.066252814203, -114.027683129103 51.066254297239, -114.027787162263 51.066257901699, -114.027788295107 51.06625794458, -114.027894017756 51.066261933301, -114.027893292018 51.06627220151, -114.027892898736 51.066277770723, -114.027888360374 51.066341960061, -114.027883065147 51.066416878785, -114.027882328201 51.066417998178, -114.027852399855 51.066463414084, -114.027849340875 51.066468052599)))"
381.614A,Bowmont,4927 - 69 St NW (S Bowmont Pk Isle/Bow Rvr),85,3.5,3.5,,,1990/07/01,"MULTIPOLYGON (((-114.201778738668 51.098306740308, -114.201758286512 51.098314899557, -114.201737547874 51.098323172567, -114.201521664783 51.098089635631, -114.201482073653 51.098046733274, -114.201416142936 51.097855638542, -114.201404864031 51.097822755805, -114.201378510646 51.09780347432, -114.201362815329 51.097772756705, -114.201371934654 51.097735433899, -114.201324687481 51.097605795324, -114.201290877994 51.097512991213, -114.201281608937 51.097482622108, -114.20133069743 51.09747678421, -114.201339346861 51.097501226594, -114.201375213676 51.097602561934, -114.201418720887 51.097725734375, -114.20144993267 51.097745997243, -114.201463036717 51.097771774997, -114.201453658094 51.09781512133, -114.20146782522 51.097855549503, -114.201531433545 51.098037839238, -114.201571312203 51.098081189667, -114.201778738668 51.098306740308)))"
