BRIDGE_NO,BRIDGE_NAME,LOCATION,LENGTH_BRIDGE,WIDTH_CLEAR,WIDTH_OUT_TO_OUT,POSTED_CLEARANCE,POSTED_LOAD,IN_SERVICE_DATE,multipolygon
384.314,,LRT WB/CPR (NE Leg),99,3.5,5.5,,,1983/07/01,"MULTIPOLYGON (((-114.020510566709 51.048110983958, -114.020500230623 51.048112724385, -114.020294522667 51.048147362645, -114.020254003765 51.048153777552, -114.020247737617 51.048154770204, -114.02020859486 51.048160967305, -114.020171839334 51.048166787311, -114.020099678743 51.048178211303, -114.020076391005 51.048181898397, -114.020068191056 51.048183102631, -114.01994787707 51.048200763769, -114.019831006977 51.048217920774, -114.019823278987 51.048218913652, -114.01957201574 51.048251194059, -114.019552963129 51.048253641555, -114.019544027162 51.048254639111, -114.019532129177 51.048255966186, -114.019513869341 51.04825800451, -114.019274075504 51.048284764466, -114.019268401029 51.048285398279, -114.019239864463 51.048288128665, -114.0192262308 51.04828943352, -114.018979582584 51.048313037705, -114.018971091484 51.048313849957, -114.018963590738 51.04826371816, -114.018967675133 51.04826333004, -114.019191372691 51.048242051697, -114.019211721801 51.048239835982, -114.019217300729 51.048239229157, -114.019258954433 51.048234695075, -114.019387346706 51.048220718195, -114.019506851005 51.048206719285, -114.019550535272 51.048201602225, -114.01963346148 51.048191888409, -114.019803620895 51.048169290091, -114.019881485254 51.048158949473, -114.019934963192 51.048151122897, -114.020065718813 51.048131988362, -114.020099074749 51.048127106602, -114.0201594263 51.048118274588, -114.020170335688 51.048116461276, -114.020202668826 51.048111087925, -114.020239755025 51.048104924445, -114.020242765444 51.048104424094, -114.020479460319 51.048065086064, -114.020510566709 51.048110983958)))"
383.121A,Ivor Strong,Deerfoot SB/Bow River (Ivor Strong),,,,,,1982/07/01,"MULTIPOLYGON (((-114.021946997192 50.952633579094, -114.018605374024 50.952225145016, -114.018602766306 50.952202849639, -114.018597997871 50.952162075016, -114.018590650297 50.952099243243, -114.01859050463 50.95209799637, -114.018590140465 50.952094880537, -114.018589720605 50.952091293643, -114.018597941545 50.952092263241, -114.01885761438 50.952122876184, -114.019067836546 50.952147659506, -114.019107253316 50.952152307123, -114.019321368467 50.952177547836, -114.019557088296 50.952205765583, -114.020341839617 50.952299702509, -114.02087355444 50.952365384921, -114.021053966564 50.952387669906, -114.021092946878 50.952392485043, -114.021259420678 50.952413047969, -114.021354910966 50.952424843246, -114.021410071609 50.952431656464, -114.021442133252 50.952435616915, -114.02144231686 50.952435640255, -114.021627197325 50.952458476412, -114.02193247523 50.952496183258, -114.021932656784 50.952497890401, -114.021933347287 50.952504430406, -114.021940262291 50.952569847535, -114.02194622663 50.952626286652, -114.021946997192 50.952633579094)))"
382.161,,Deerfoot Tr/Anderson Rd#1,,,,6.1 M,,1982/07/01,"MULTIPOLYGON (((-114.025389906806 50.953760851797, -114.025188302967 50.953669587095, -114.025185482779 50.953668324625, -114.025170887843 50.953661788537, -114.025151861264 50.953653405982, -114.025138489321 50.953647596908, -114.02513532749 50.953646223036, -114.025132202682 50.953644882419, -114.025117671967 50.953638642078, -114.025107456219 50.953634299468, -114.02509972323 50.953631012634, -114.025078762208 50.953622182787, -114.025052643556 50.953611266594, -114.025011218514 50.953594049075, -114.025003543955 50.953590879091, -114.024986321399 50.953583764594, -114.024963284958 50.95357431397, -114.024938286867 50.953564131086, -114.024913952216 50.953554295063, -114.024890282426 50.953544803207, -114.024886781861 50.953543411421, -114.024865710144 50.953535031952, -114.024845197937 50.953526947228, -114.024840194092 50.953524975015, -114.024835604507 50.95352316633, -114.024829029043 50.953520574149, -114.024796613013 50.953507870252, -114.024770791 50.953497836738, -114.024748176336 50.953489144728, -114.024722795775 50.953479521947, -114.024700488753 50.953471205639, -114.024582878384 50.953427963085, -114.024510246423 50.953401256847, -114.024507867675 50.953400361055, -114.02450763456 50.953395520057, -114.024506906443 50.953380415422, -114.02450586606 50.953358808477, -114.0245054905 50.953351035011, -114.024504611292 50.953332792043, -114.024504296154 50.953326244784, -114.024502713288 50.953293388023, -114.024502034094 50.953279289345, -114.024500858453 50.95325487489, -114.024500115961 50.953239490673, -114.024499272779 50.953216670951, -114.024498556654 50.953197292527, -114.024498516228 50.953196197569, -114.024498187051 50.953187307551, -114.024498181277 50.953187153825, -114.02449747093 50.95316793542, -114.024496032914 50.953129032937, -114.024494605026 50.953090439703, -114.02449346299 50.953059542641, -114.024493233443 50.953053360352, -114.024504348083 50.953056903627, -114.024559006003 50.953074328909, -114.024734140236 50.953130164924, -114.024750886295 50.953135543615, -114.024767974029 50.953141090342, -114.02478502621 50.953146682022, -114.02480279872 50.953152566618, -114.024821290137 50.953158747724, -114.024834666902 50.953163259595, -114.024836756621 50.953163964856, -114.02484074958 50.953165311589, -114.024841106882 50.953165432876, -114.024858795503 50.953171447834, -114.024879314111 50.953178478942, -114.024883312782 50.953179858934, -114.024899923857 50.953185592733, -114.02492062901 50.95319278561, -114.024952386453 50.953203892114, -114.02498472048 50.953215272676, -114.024986129774 50.953215771312, -114.025023782158 50.953229088044, -114.025056032295 50.953240558503, -114.025083152067 50.95325026804, -114.025107379257 50.95325900369, -114.025114136803 50.953261460069, -114.025120885809 50.953263912853, -114.0251309417 50.953267566872, -114.025155926315 50.953276731166, -114.025171965415 50.953282666421, -114.025173117064 50.953283092293, -114.025190028829 50.953289399539, -114.025206049483 50.953295422895, -114.025221668726 50.95330134475, -114.025392191275 50.953366653403, -114.025392178123 50.953373859689, -114.025392118882 50.95340618819, -114.025392073822 50.953430584022, -114.025392062758 50.953436399575, -114.025392047611 50.953445168302, -114.025391976154 50.953483808595, -114.025391936995 50.953505975836, -114.025391934523 50.953506662663, -114.025391917157 50.953516583892, -114.025391917326 50.953516894942, -114.025391877655 50.953538120943, -114.025391777941 50.953592817158, -114.025391765697 50.953599077709, -114.025389906806 50.953760851797)))"
386.301B,,NB LRT/Elbow River (S Leg),124,4.3499999,4.5999999,,,1980/07/01,"MULTIPOLYGON (((-114.058764385297 51.034584271043, -114.058707915039 51.034582728015, -114.058721027267 51.034414313747, -114.058724405598 51.034370903243, -114.058731016371 51.034285986338, -114.058734069214 51.034246769715, -114.058753979841 51.033935698159, -114.058759765656 51.033860317988, -114.058767523527 51.033759243216, -114.05877669098 51.033639799874, -114.058780435078 51.033589203671, -114.058782769019 51.033557677237, -114.058789924962 51.033460970882, -114.058794192278 51.033461086501, -114.058804262461 51.033461358319, -114.058865094182 51.033463003385, -114.058862729648 51.033510848033, -114.058764385297 51.034584271043)))"
381.167,,Southland LRT Station Overpass,135.6000061,3,3.92000008,,,2010/07/01,"MULTIPOLYGON (((-114.075980046366 50.963077772915, -114.076679036834 50.963018281529, -114.076777509803 50.963580330359, -114.07679376846 50.963580319671, -114.076699537053 50.963126070887, -114.076768628235 50.963123457995, -114.076846611548 50.963582851523, -114.076854790983 50.963613647201, -114.076801977482 50.963629081569, -114.076753187392 50.963618847218, -114.076728757821 50.963593196318, -114.076626287282 50.963072217554, -114.075988251684 50.963123968271, -114.075980046366 50.963077772915)))"
65,,,0,0,0,,,,"MULTIPOLYGON (((-114.11259942179 51.158310735184, -114.112702323417 51.158364853033, -114.112180732683 51.158751481187, -114.112079039212 51.158697535223, -114.11259942179 51.158310735184)))"
383.409A,,SB Harvest Hills Bv/West Nose Ck N,36,9.39999962,12,,,1998/07/01,"MULTIPOLYGON (((-114.0717395847 51.135987953702, -114.07158520356 51.135987901762, -114.071569887221 51.135518205759, -114.071768120899 51.135519847148, -114.0717395847 51.135987953702)))"
384.108,,CPR/Macleod Tr SE Subway,21.45000076,18,18,3.9 M,,1907/07/01,"MULTIPOLYGON (((-114.058381195091 51.043879488278, -114.058067884945 51.043869293577, -114.058080568341 51.04371437885, -114.058393878872 51.043724573518, -114.058382642796 51.043878574198, -114.058381195091 51.043879488278)))"
382.101,,9 Ave/4 St SW,20.62999916,15,18.89999962,4.5 M,,1953/07/01,"MULTIPOLYGON (((-114.07165384375 51.044893761347, -114.071390201954 51.044887039237, -114.071390005461 51.04475920084, -114.071655208161 51.04476690547, -114.07165384375 51.044893761347)))"
386.406,,LRT/42 Ave SE Tunnel,110,7.21000004,10.31000042,,,1980/07/01,"MULTIPOLYGON (((-114.061802196249 51.01628328257, -114.061724671127 51.016261449618, -114.061724966853 51.016260911873, -114.061725403794 51.016260465749, -114.061725698214 51.016260018801, -114.06172599394 51.016259481057, -114.061726288361 51.016259034109, -114.061727315447 51.016257602394, -114.061728342534 51.016256171578, -114.06172937235 51.016254649963, -114.061730399437 51.016253219147, -114.061731426523 51.016251787432, -114.06173245361 51.016250356615, -114.061733483427 51.0162488359, -114.061734510513 51.016247404184, -114.06173568012 51.016245974192, -114.061736707206 51.016244543375, -114.061737734293 51.016243112559, -114.061738761378 51.016241680844, -114.061739791195 51.016240160128, -114.06174081828 51.016238728413, -114.061741987886 51.01623729842, -114.061743014972 51.016235867604, -114.061744042057 51.016234435888, -114.061745069143 51.016233005072, -114.061746238749 51.016231575079, -114.061747265835 51.016230144263, -114.061748294345 51.016228712546, -114.061749465256 51.016227192655, -114.061750492342 51.016225761839, -114.061751519426 51.016224330123, -114.061752689032 51.01622290013, -114.061753717543 51.016221469313, -114.061754887148 51.01622003932, -114.061755914232 51.016218607605, -114.061757083837 51.016217177612, -114.061758110923 51.016215746795, -114.061759280528 51.016214316803, -114.061760309038 51.016212885985, -114.061761478643 51.016211455992, -114.061762505727 51.016210024277, -114.061763675331 51.016208594284, -114.061764702416 51.016207163467, -114.061765872021 51.016205733474, -114.061767041625 51.016204303481, -114.061768067404 51.016202962563, -114.061769237009 51.01620153257, -114.061770408038 51.016200102576, -114.061771435122 51.016198670861, -114.061772604726 51.016197240868, -114.06177377433 51.016195810875, -114.061774801414 51.016194380058, -114.061775971018 51.016192950065, -114.061777140621 51.016191519173, -114.061778310225 51.01619008918, -114.061779336003 51.016188748262, -114.061780507032 51.016187318268, -114.061781676636 51.016185888275, -114.061782846239 51.016184458282, -114.061784015843 51.016183028288, -114.061785042926 51.016181597472, -114.061786211224 51.016180257377, -114.061787380827 51.016178827384, -114.06178855043 51.016177397391, -114.061789720034 51.016175967397, -114.061790888331 51.016174627303, -114.061792057934 51.016173197309, -114.061793227537 51.016171767316, -114.061794398565 51.016170337322, -114.061795568168 51.016168907329, -114.061796736465 51.016167567234, -114.061797906068 51.016166137241, -114.06179907567 51.016164707247, -114.061800243967 51.016163367153, -114.061801413569 51.016161937159, -114.061802583172 51.016160507166, -114.061803752774 51.016159077173, -114.061804921071 51.016157737078, -114.061806090673 51.016156307084, -114.061807260275 51.016154877091, -114.061808428571 51.016153536996, -114.061809598173 51.016152107003, -114.0618107692 51.016150677008, -114.061811936071 51.016149336914, -114.061813248193 51.016147907744, -114.061814419219 51.01614647775, -114.061815587515 51.016145137655, -114.061816757117 51.016143707662, -114.061817926718 51.016142277668, -114.061819095014 51.016140937573, -114.061820407135 51.016139508403, -114.061821575431 51.016138168308, -114.061822745032 51.016136738315, -114.061823914633 51.016135308321, -114.061825082928 51.016133968226, -114.06182639505 51.016132539955, -114.061827563345 51.01613119986, -114.061828732946 51.016129769866, -114.061829902545 51.016128338974, -114.061831213361 51.016127000601, -114.061832382962 51.016125570607, -114.061833551257 51.016124230512, -114.061834863377 51.016122801342, -114.061836031672 51.016121461247, -114.061837201272 51.016120031253, -114.061838512087 51.016118692881, -114.061839681687 51.016117262887, -114.061840851287 51.016115832893, -114.061842162101 51.016114493621, -114.061843333127 51.016113063627, -114.061844499996 51.016111723532, -114.061845812115 51.016110294362, -114.061846980409 51.016108954267, -114.061848151434 51.016107524272, -114.061849460823 51.0161061859, -114.061850630423 51.016104755906, -114.061851941236 51.016103416634, -114.061853112261 51.01610198664, -114.061854279129 51.016100646545, -114.061855591248 51.016099217375, -114.061856759542 51.016097877279, -114.061858073087 51.016096449007, -114.061859239955 51.016095108913, -114.061860550768 51.016093769641, -114.061861721792 51.016092339646, -114.061863031179 51.016091000375, -114.061864200778 51.016089570381, -114.061865369071 51.016088230285, -114.061866682615 51.016086802013, -114.061867849483 51.016085461918, -114.061869161601 51.016084032748, -114.061870329894 51.016082692652, -114.061871640706 51.01608135338, -114.061872810304 51.016079923386, -114.061874121118 51.016078585013, -114.061875290716 51.016077155019, -114.061876601527 51.016075815747, -114.061877771125 51.016074385753, -114.061879081937 51.016073046481, -114.06188039275 51.016071708107, -114.061881562348 51.016070278113, -114.061882873159 51.016068938841, -114.061884042757 51.016067508847, -114.061885353568 51.016066169575, -114.061886521861 51.016064830378, -114.061887833978 51.016063401207, -114.06188900227 51.016062061112, -114.061890314386 51.016060631941, -114.061891482678 51.016059291845, -114.06189279349 51.016057953472, -114.061894105606 51.016056524301, -114.061895273898 51.016055184205, -114.061896586015 51.016053755933, -114.061897754306 51.016052415837, -114.061899065117 51.016051076565, -114.061900234713 51.016049646571, -114.061901545524 51.016048307298, -114.061902856335 51.016046968925, -114.061904025932 51.016045538931, -114.061905336742 51.016044199658, -114.061906503607 51.016042859563, -114.061907817148 51.016041430391, -114.061908985439 51.016040090295, -114.061910297555 51.016038662023, -114.061911608365 51.016037322751, -114.061912776655 51.016035982655, -114.061914088771 51.016034553484, -114.061915255636 51.016033213388, -114.061916566446 51.016031875015, -114.061917879986 51.016030445843, -114.061919046851 51.016029105748, -114.06192035766 51.016027766475, -114.061921528681 51.01602633648, -114.061922838066 51.016024998107, -114.061924150181 51.016023568936, -114.06192531847 51.01602222884, -114.06192662928 51.016020890466, -114.062378593326 51.015526121435, -114.062380781997 51.015523710107, -114.06238282542 51.015521386956, -114.062385012666 51.015518975628, -114.062387198607 51.015516654199, -114.062389387277 51.015514242871, -114.062391574523 51.015511831543, -114.062393761888 51.015509510113, -114.062395949133 51.015507098785, -114.062397992554 51.015504775634, -114.062400179798 51.015502364307, -114.062402368468 51.015499952978, -114.062404554407 51.015497631548, -114.062406743076 51.01549522022, -114.062408929015 51.01549289879, -114.062411116257 51.015490486563, -114.062413159677 51.015488164311, -114.062415348345 51.015485752982, -114.062417535588 51.015483341654, -114.062419721526 51.015481020224, -114.062421910193 51.015478608895, -114.062424096129 51.015476286566, -114.062426284796 51.015473875237, -114.06242832952 51.015471463086, -114.062430515456 51.015469141656, -114.062432702697 51.015466730328, -114.062434890059 51.015464408897, -114.062437077298 51.015461996669, -114.062439263234 51.015459675239, -114.062441309381 51.015457263087, -114.062443496621 51.015454851758, -114.062445682557 51.015452530328, -114.062447871221 51.015450118999, -114.062450057155 51.015447796669, -114.062452244394 51.015445385341, -114.06245429054 51.015442973188, -114.062456476474 51.015440651758, -114.062458665136 51.015438239529, -114.062460851071 51.015435918998, -114.062463038308 51.01543350677, -114.062465083028 51.015431094618, -114.062467270386 51.015428773186, -114.062469457623 51.015426361857, -114.062471646284 51.015423949628, -114.062473832217 51.015421629097, -114.062475876935 51.015419216045, -114.062478062867 51.015416894615, -114.062480251528 51.015414483285, -114.062482438764 51.015412071955, -114.062484482177 51.015409748802, -114.062486670837 51.015407337472, -114.062488129468 51.01540572932, -114.0624895881 51.015404122066, -114.062491046732 51.015402514812, -114.062492505363 51.01540090666, -114.062493963995 51.015399299406, -114.062494692598 51.01539849533, -114.062495095388 51.015398100463, -114.062564183651 51.015425052609, -114.062563890669 51.015425499558, -114.06256345232 51.015425946585, -114.062563160641 51.015426303635, -114.062562723716 51.015426749762, -114.062562430614 51.015427107713, -114.062559806457 51.01542996517, -114.062557324818 51.01543282435, -114.062554699235 51.015435681808, -114.062552218899 51.015438451089, -114.062549594741 51.015441308547, -114.062547111675 51.015444167727, -114.062544487516 51.015447025184, -114.062542007179 51.015449794465, -114.062539381594 51.015452651923, -114.062536899953 51.015455511102, -114.062534274367 51.01545836856, -114.062531795454 51.01546113784, -114.062529169868 51.015463995298, -114.062526545707 51.015466853654, -114.062524062638 51.015469711935, -114.062521439781 51.015472480392, -114.062518958136 51.015475338672, -114.06251633255 51.015478197028, -114.062513852209 51.015480965409, -114.062511228046 51.015483823765, -114.062508602457 51.015486681223, -114.062506120812 51.015489540401, -114.062503497952 51.015492307959, -114.062501014881 51.015495167138, -114.062498390716 51.015498024594, -114.062495767855 51.015500792152, -114.062493286208 51.01550365133, -114.062490660617 51.015506508787, -114.062488037756 51.015509277244, -114.062485556108 51.015512135523, -114.062482930517 51.015514993879, -114.062480450172 51.015517762259, -114.062477826005 51.015520620614, -114.062475200412 51.015523478071, -114.062472720067 51.01552624735, -114.062470095899 51.015529104806, -114.062467470305 51.015531962262, -114.062464991384 51.015534731541, -114.062462365789 51.015537588997, -114.062459740196 51.015540447352, -114.062457261273 51.015543215731, -114.062454635679 51.015546074087, -114.062452011508 51.015548931542, -114.06244953116 51.015551700821, -114.062446905564 51.015554558277, -114.062444281392 51.015557415732, -114.062441658526 51.015560184187, -114.062439175446 51.015563042466, -114.062436552579 51.015565810922, -114.062433928406 51.015568668377, -114.062431445327 51.015571527554, -114.062428822458 51.015574295111, -114.062426198284 51.015577152565, -114.062423716629 51.015580011742, -114.062421092333 51.015582779299, -114.06241846816 51.015585637652, -114.062415986502 51.01558849593, -114.062413362207 51.015591264386, -114.062410738032 51.01559412184, -114.062408256375 51.015596981016, -114.062012881619 51.01602967898, -114.062011713331 51.016031019077, -114.062010402525 51.016032358351, -114.062009090412 51.016033787523, -114.062007922125 51.01603512762, -114.062006611317 51.016036465994, -114.062005441724 51.01603789599, -114.062004130917 51.016039235263, -114.062002962629 51.01604057536, -114.062001650516 51.016042004532, -114.062000339708 51.016043342907, -114.06199917142 51.016044683004, -114.061997859307 51.016046112176, -114.061996691019 51.016047452273, -114.06199538021 51.016048790647, -114.061994068097 51.016050219819, -114.061992901234 51.016051559915, -114.061991587695 51.016052989088, -114.061990419406 51.016054328285, -114.061989110023 51.016055667558, -114.061987939004 51.016057097554, -114.061986628195 51.016058436827, -114.061985318811 51.016059775201, -114.061984149217 51.016061205196, -114.061982838409 51.01606254447, -114.06198167012 51.016063884566, -114.061980358006 51.016065313738, -114.061979189716 51.016066653835, -114.061977878907 51.016067992209, -114.061976709312 51.016069422204, -114.061975398503 51.016070761477, -114.061974228908 51.016072191472, -114.061972918099 51.016073530746, -114.061971607289 51.01607486912, -114.061970437694 51.016076299115, -114.061969126885 51.016077638388, -114.061967958595 51.016078978485, -114.06196664648 51.016080407656, -114.06196547819 51.016081747753, -114.061964166074 51.016083176025, -114.061962997784 51.016084516122, -114.061961686975 51.016085855395, -114.061960517379 51.01608728539, -114.061959206568 51.016088623764, -114.061958036973 51.016090054658, -114.061956726162 51.016091393032, -114.061955557872 51.016092733128, -114.061954388276 51.016094163123, -114.061953077466 51.016095502396, -114.0619519106 51.016096842492, -114.061950597058 51.016098270765, -114.061949428767 51.016099610861, -114.061948116651 51.016101040033, -114.061946949785 51.016102380128, -114.061945636243 51.016103808401, -114.061944467952 51.016105148498, -114.061943301086 51.016106488593, -114.06194198897 51.016107917764, -114.061940820678 51.016109257861, -114.061939507137 51.016110687033, -114.06193834027 51.016112027128, -114.061937170673 51.016113457123, -114.061935858436 51.016114795498, -114.061934691569 51.016116135593, -114.061933521972 51.016117565588, -114.061932211161 51.01611890486, -114.061931040138 51.016120334856, -114.061929873271 51.016121674951, -114.061928561154 51.016123104122, -114.061927392862 51.016124444219, -114.061926221839 51.016125874214, -114.061924912451 51.016127212587, -114.061923742854 51.016128642581, -114.061922574561 51.016129982677, -114.061921263749 51.01613132195, -114.061920094151 51.016132751945, -114.061918925859 51.016134092041, -114.061917756261 51.016135522035, -114.061916445448 51.016136861308, -114.06191527585 51.016138291302, -114.061914107557 51.016139631398, -114.061912937959 51.016141061393, -114.061911769666 51.016142401489, -114.061910457546 51.016143829761, -114.061909287947 51.016145259755, -114.061908119654 51.016146599851, -114.06190694863 51.016148029846, -114.061905781762 51.016149369941, -114.061904612163 51.016150799936, -114.06190330135 51.016152139208, -114.061902130326 51.016153569203, -114.061900963457 51.016154909298, -114.061899793858 51.016156339293, -114.061898625564 51.016157679388, -114.061897455965 51.016159109383, -114.06189628494 51.016160539378, -114.061895118072 51.016161879473, -114.061893948472 51.016163309467, -114.061892780178 51.016164649563, -114.061891609153 51.016166079558, -114.061890439553 51.016167509552, -114.061889272684 51.016168849647, -114.061888101659 51.016170279642, -114.061886933365 51.016171619738, -114.061885763764 51.016173049732, -114.061884594164 51.016174479726, -114.061883427295 51.016175819821, -114.061882256269 51.016177249816, -114.061881086669 51.01617867981, -114.061879918374 51.016180019906, -114.061878748774 51.0161814499, -114.061877579173 51.016182879894, -114.061876553398 51.016184220813, -114.061875383797 51.016185650807, -114.061874214196 51.016187080801, -114.061873045901 51.016188420897, -114.0618718763 51.016189850891, -114.061870706699 51.016191280885, -114.061869680925 51.016192622703, -114.061868511324 51.016194052697, -114.061867341722 51.016195482691, -114.061866170696 51.016196912685, -114.061865146345 51.016198253604, -114.061863976744 51.016199683598, -114.061862805717 51.016201113592, -114.061861778637 51.016202545309, -114.061860610341 51.016203885404, -114.061859440739 51.016205315398, -114.061858413657 51.016206746215, -114.061857244055 51.016208176209, -114.06185621828 51.016209518027, -114.061855048678 51.016210948021, -114.061853879076 51.016212378015, -114.061852851994 51.016213808832, -114.061851682392 51.016215238826, -114.061850653884 51.016216669644, -114.061849487013 51.016218009739, -114.061848459931 51.016219441455, -114.061847290329 51.016220871449, -114.061846261821 51.016222302267, -114.061845092219 51.016223732261, -114.061844065136 51.016225163078, -114.061843038054 51.016226594794, -114.061841869757 51.01622793489, -114.061840842674 51.016229365707, -114.061839673071 51.016230795701, -114.061838645989 51.016232227417, -114.061837618906 51.016233658234, -114.061836449303 51.016235088228, -114.061835420796 51.016236519945, -114.061834393713 51.016237950762, -114.061833366629 51.016239381579, -114.061832197026 51.016240811573, -114.061831169944 51.016242243289, -114.06183014286 51.016243674106, -114.061829115776 51.016245104923, -114.061828087269 51.01624653664, -114.061827060185 51.016247967457, -114.061825890581 51.016249397451, -114.061824863498 51.016250829167, -114.061823836414 51.016252259984, -114.06182280933 51.016253690801, -114.061821782248 51.016255122517, -114.061820755163 51.016256553334, -114.06181972808 51.01625798505, -114.061818700996 51.016259415867, -114.061817673912 51.016260846684, -114.061816645403 51.016262278401, -114.061815618319 51.016263709218, -114.061814591234 51.016265140035, -114.061813706671 51.016266572575, -114.061812679587 51.016268003392, -114.061811652503 51.016269435108, -114.061810625418 51.016270865925, -114.061809595604 51.01627238754, -114.06180871104 51.01627382008, -114.061807683955 51.016275250897, -114.06180665687 51.016276681713, -114.061805629786 51.016278113429, -114.061804745221 51.01627954507, -114.061803715406 51.016281066685, -114.061803273124 51.016281782505, -114.061802688321 51.016282497502, -114.06180224604 51.016283214221, -114.061802196249 51.01628328257)))"
